Date,Home,Result,Away
2010-05-29,Paide Linnameeskond,0:3,Nõmme JK Kalju
2010-05-29,Tallinna FC Flora,2:1,Tallinna FC Levadia
2010-05-29,Kohtla-Järve FC Lootus,1:3,Tartu JK Tammeka
2010-05-29,Viljandi JK Tulevik,0:1,JK Narva Trans
2010-06-29,Kohtla-Järve FC Lootus,2:1,Paide Linnameeskond
2010-06-29,Viljandi JK Tulevik,1:4,Nõmme JK Kalju
2010-06-29,Tartu JK Tammeka,2:0,FC Kuressaare
2010-11-02,Nõmme JK Kalju,3:3,Tallinna FC Flora
2010-07-03,Kohtla-Järve FC Lootus,0:6,Nõmme JK Kalju
2010-07-03,Viljandi JK Tulevik,4:1,FC Kuressaare
2010-07-03,Tartu JK Tammeka,0:0,Tallinna FC Levadia
2010-05-04,JK Sillamäe Kalev,1:3,JK Narva Trans
2010-08-07,Tallinna FC Levadia,4:0,Paide Linnameeskond
2010-08-07,FC Kuressaare,1:5,Nõmme JK Kalju
2010-08-07,Viljandi JK Tulevik,1:6,Tallinna FC Flora
2010-08-07,Tartu JK Tammeka,2:3,JK Sillamäe Kalev
2010-08-07,JK Narva Trans,4:1,Kohtla-Järve FC Lootus
2010-07-10,Paide Linnameeskond,1:8,JK Sillamäe Kalev
2010-07-10,Tallinna FC Levadia,3:0,Viljandi JK Tulevik
2010-07-10,FC Kuressaare,0:1,Kohtla-Järve FC Lootus
2010-08-14,FC Kuressaare,1:4,JK Narva Trans
2010-08-14,Nõmme JK Kalju,1:5,Tallinna FC Levadia
2010-08-14,Paide Linnameeskond,3:4,Tartu JK Tammeka
2010-08-14,JK Sillamäe Kalev,5:2,Viljandi JK Tulevik
2010-08-14,Tallinna FC Flora,5:0,Kohtla-Järve FC Lootus
2010-07-17,Paide Linnameeskond,1:1,JK Narva Trans
2010-07-17,Tallinna FC Flora,6:0,FC Kuressaare
2010-07-17,Kohtla-Järve FC Lootus,0:5,Tallinna FC Levadia
2010-07-17,Viljandi JK Tulevik,4:0,Tartu JK Tammeka
2010-08-21,Tallinna FC Levadia,4:0,FC Kuressaare
2010-08-21,Kohtla-Järve FC Lootus,0:5,JK Sillamäe Kalev
2010-08-21,Viljandi JK Tulevik,1:0,Paide Linnameeskond
2010-08-21,Tartu JK Tammeka,0:1,Nõmme JK Kalju
2010-08-21,JK Narva Trans,1:2,Tallinna FC Flora
2010-07-24,Nõmme JK Kalju,0:0,Paide Linnameeskond
2010-07-24,Tartu JK Tammeka,5:1,Kohtla-Järve FC Lootus
2010-07-24,JK Narva Trans,2:0,Viljandi JK Tulevik
2010-08-24,JK Sillamäe Kalev,4:1,Nõmme JK Kalju
2010-08-24,Tallinna FC Flora,6:2,Paide Linnameeskond
2010-05-25,JK Narva Trans,1:1,Tartu JK Tammeka
2010-07-25,Tallinna FC Levadia,2:2,Tallinna FC Flora
2010-08-28,Tallinna FC Levadia,1:1,JK Narva Trans
2010-08-28,FC Kuressaare,3:2,Tartu JK Tammeka
2010-08-28,Nõmme JK Kalju,3:0,Viljandi JK Tulevik
2010-08-28,Paide Linnameeskond,1:1,Kohtla-Järve FC Lootus
2010-08-28,JK Sillamäe Kalev,2:5,Tallinna FC Flora
2010-09-28,FC Kuressaare,2:2,JK Sillamäe Kalev
2010-07-31,Kohtla-Järve FC Lootus,0:0,Viljandi JK Tulevik
2010-07-31,Nõmme JK Kalju,0:2,JK Narva Trans
2010-07-31,Paide Linnameeskond,3:0,FC Kuressaare
2010-07-31,JK Sillamäe Kalev,0:4,Tallinna FC Levadia
2010-07-31,Tallinna FC Flora,6:3,Tartu JK Tammeka
2010-10-02,Tallinna FC Levadia,2:0,JK Sillamäe Kalev
2010-10-02,FC Kuressaare,2:3,Paide Linnameeskond
2010-10-02,Tartu JK Tammeka,2:1,Tallinna FC Flora
2010-10-02,JK Narva Trans,1:0,Nõmme JK Kalju
2010-11-06,Paide Linnameeskond,1:4,Tallinna FC Flora
2010-11-06,JK Narva Trans,2:1,JK Sillamäe Kalev
2010-11-06,Tallinna FC Levadia,6:0,Tartu JK Tammeka
2010-11-06,FC Kuressaare,4:2,Viljandi JK Tulevik
2010-11-06,Nõmme JK Kalju,2:0,Kohtla-Järve FC Lootus
2010-09-11,Tallinna FC Flora,3:0,JK Sillamäe Kalev
2010-09-11,Kohtla-Järve FC Lootus,1:2,Paide Linnameeskond
2010-09-11,Viljandi JK Tulevik,0:1,Nõmme JK Kalju
2010-09-11,Tartu JK Tammeka,0:2,FC Kuressaare
2010-09-11,JK Narva Trans,0:3,Tallinna FC Levadia
2010-09-14,FC Kuressaare,0:4,Tallinna FC Levadia
2010-09-14,Nõmme JK Kalju,3:1,Tartu JK Tammeka
2010-09-14,Paide Linnameeskond,1:1,Viljandi JK Tulevik
2010-09-14,JK Sillamäe Kalev,4:0,Kohtla-Järve FC Lootus
2010-09-14,Tallinna FC Flora,4:0,JK Narva Trans
2010-10-16,Tallinna FC Flora,2:0,Tallinna FC Levadia
2010-10-16,Kohtla-Järve FC Lootus,1:3,Tartu JK Tammeka
2010-10-16,Viljandi JK Tulevik,0:3,JK Narva Trans
2010-10-16,Paide Linnameeskond,0:1,Nõmme JK Kalju
2010-10-16,JK Sillamäe Kalev,2:0,FC Kuressaare
2010-09-18,Kohtla-Järve FC Lootus,0:8,Tallinna FC Flora
2010-09-18,Viljandi JK Tulevik,3:2,JK Sillamäe Kalev
2010-09-18,Tartu JK Tammeka,1:2,Paide Linnameeskond
2010-09-18,JK Narva Trans,5:1,FC Kuressaare
2010-09-18,Tallinna FC Levadia,1:1,Nõmme JK Kalju
2010-10-19,Viljandi JK Tulevik,4:0,Kohtla-Järve FC Lootus
2010-10-23,Tallinna FC Levadia,5:0,Kohtla-Järve FC Lootus
2010-10-23,FC Kuressaare,0:2,Tallinna FC Flora
2010-10-23,Nõmme JK Kalju,0:2,JK Sillamäe Kalev
2010-10-23,Tartu JK Tammeka,2:2,Viljandi JK Tulevik
2010-09-25,Nõmme JK Kalju,1:0,FC Kuressaare
2010-09-25,Paide Linnameeskond,1:4,Tallinna FC Levadia
2010-09-25,JK Sillamäe Kalev,2:0,Tartu JK Tammeka
2010-09-25,Tallinna FC Flora,1:0,Viljandi JK Tulevik
2010-09-25,Kohtla-Järve FC Lootus,0:4,JK Narva Trans
2010-10-30,JK Sillamäe Kalev,0:0,Paide Linnameeskond
2010-10-30,Tallinna FC Flora,3:0,Nõmme JK Kalju
2010-10-30,Kohtla-Järve FC Lootus,2:0,FC Kuressaare
2010-10-30,Viljandi JK Tulevik,0:1,Tallinna FC Levadia
2010-10-30,Tartu JK Tammeka,0:1,JK Narva Trans
