Date,Home,Result,Away
2008-03-08,Tallinna FC Flora,1:1,Nõmme JK Kalju
2008-03-08,Viljandi JK Tulevik,0:1,Tallinna FC Levadia
2008-03-08,JK Tallinna Kalev,1:2,JK Narva Trans
2008-03-08,JK Sillamäe Kalev,1:1,JK Maag Tammeka
2008-03-08,Tallinna FC TVMK,2:1,Pärnu JK Vaprus
2008-03-15,Nõmme JK Kalju,3:0,JK Sillamäe Kalev
2008-03-15,Viljandi JK Tulevik,3:2,JK Tallinna Kalev
2008-03-15,Tallinna FC Levadia,7:0,Pärnu JK Vaprus
2008-03-15,JK Maag Tammeka,1:2,Tallinna FC TVMK
2008-03-15,JK Narva Trans,1:2,Tallinna FC Flora
2008-03-22,Tallinna FC TVMK,0:1,Nõmme JK Kalju
2008-03-22,Pärnu JK Vaprus,2:4,JK Maag Tammeka
2008-03-22,JK Sillamäe Kalev,1:3,JK Narva Trans
2008-03-22,JK Tallinna Kalev,0:2,Tallinna FC Levadia
2008-03-22,Tallinna FC Flora,3:1,Viljandi JK Tulevik
2008-03-29,Viljandi JK Tulevik,1:1,JK Sillamäe Kalev
2008-03-29,Nõmme JK Kalju,3:1,Pärnu JK Vaprus
2008-03-29,JK Narva Trans,1:1,Tallinna FC TVMK
2008-03-29,Tallinna FC Levadia,1:1,JK Maag Tammeka
2008-03-29,JK Tallinna Kalev,0:3,Tallinna FC Flora
2008-04-05,JK Maag Tammeka,2:1,Nõmme JK Kalju
2008-04-05,JK Sillamäe Kalev,2:1,JK Tallinna Kalev
2008-04-05,Pärnu JK Vaprus,0:6,JK Narva Trans
2008-04-05,Tallinna FC Flora,0:2,Tallinna FC Levadia
2008-04-05,Tallinna FC TVMK,6:1,Viljandi JK Tulevik
2008-04-12,JK Tallinna Kalev,1:1,Tallinna FC TVMK
2008-04-12,Tallinna FC Levadia,2:2,Nõmme JK Kalju
2008-04-12,Viljandi JK Tulevik,0:1,Pärnu JK Vaprus
2008-04-12,Tallinna FC Flora,4:0,JK Sillamäe Kalev
2008-04-12,JK Narva Trans,1:1,JK Maag Tammeka
2008-04-19,Tallinna FC TVMK,0:0,Tallinna FC Flora
2008-04-19,Nõmme JK Kalju,1:1,JK Narva Trans
2008-04-19,JK Maag Tammeka,2:0,Viljandi JK Tulevik
2008-04-19,Pärnu JK Vaprus,2:0,JK Tallinna Kalev
2008-04-19,JK Sillamäe Kalev,0:5,Tallinna FC Levadia
2008-04-26,JK Sillamäe Kalev,1:3,Tallinna FC TVMK
2008-04-26,JK Tallinna Kalev,2:0,JK Maag Tammeka
2008-04-26,Tallinna FC Levadia,3:1,JK Narva Trans
2008-04-26,Tallinna FC Flora,7:0,Pärnu JK Vaprus
2008-04-26,Viljandi JK Tulevik,0:0,Nõmme JK Kalju
2008-05-03,Pärnu JK Vaprus,1:3,JK Sillamäe Kalev
2008-05-03,JK Maag Tammeka,1:3,Tallinna FC Flora
2008-05-03,JK Narva Trans,4:1,Viljandi JK Tulevik
2008-05-03,Nõmme JK Kalju,2:1,JK Tallinna Kalev
2008-05-03,Tallinna FC TVMK,3:0,Tallinna FC Levadia
2008-05-06,JK Tallinna Kalev,2:0,Nõmme JK Kalju
2008-05-10,Viljandi JK Tulevik,1:0,JK Narva Trans
2008-05-10,JK Sillamäe Kalev,1:4,Pärnu JK Vaprus
2008-05-10,Tallinna FC Flora,3:1,JK Maag Tammeka
2008-05-10,Tallinna FC Levadia,2:0,Tallinna FC TVMK
2008-06-03,Nõmme JK Kalju,2:0,Viljandi JK Tulevik
2008-05-17,Pärnu JK Vaprus,1:6,Tallinna FC Flora
2008-05-17,Tallinna FC TVMK,5:1,JK Sillamäe Kalev
2008-05-17,JK Narva Trans,0:3,Tallinna FC Levadia
2008-05-17,JK Maag Tammeka,0:2,JK Tallinna Kalev
2008-05-24,Viljandi JK Tulevik,3:1,JK Maag Tammeka
2008-05-24,JK Narva Trans,1:0,Nõmme JK Kalju
2008-05-24,Tallinna FC Levadia,4:0,JK Sillamäe Kalev
2008-05-24,Tallinna FC Flora,3:1,Tallinna FC TVMK
2008-05-24,JK Tallinna Kalev,1:2,Pärnu JK Vaprus
2008-06-07,Tallinna FC TVMK,5:2,JK Tallinna Kalev
2008-06-07,Nõmme JK Kalju,0:4,Tallinna FC Levadia
2008-06-07,Pärnu JK Vaprus,2:4,Viljandi JK Tulevik
2008-06-07,JK Maag Tammeka,0:1,JK Narva Trans
2008-06-07,JK Sillamäe Kalev,0:3,Tallinna FC Flora
2008-06-14,Nõmme JK Kalju,2:1,JK Maag Tammeka
2008-06-14,JK Tallinna Kalev,2:5,JK Sillamäe Kalev
2008-06-14,JK Narva Trans,1:0,Pärnu JK Vaprus
2008-06-14,Tallinna FC Levadia,2:2,Tallinna FC Flora
2008-06-14,Viljandi JK Tulevik,0:3,Tallinna FC TVMK
2008-06-17,Tallinna FC TVMK,1:1,JK Narva Trans
2008-06-17,Tallinna FC Flora,4:1,JK Tallinna Kalev
2008-06-17,JK Sillamäe Kalev,1:0,Viljandi JK Tulevik
2008-06-17,Pärnu JK Vaprus,0:2,Nõmme JK Kalju
2008-06-17,JK Maag Tammeka,1:3,Tallinna FC Levadia
2008-07-08,JK Narva Trans,3:1,JK Sillamäe Kalev
2008-06-21,JK Maag Tammeka,4:1,Pärnu JK Vaprus
2008-06-21,Viljandi JK Tulevik,0:8,Tallinna FC Flora
2008-06-21,Tallinna FC Levadia,3:1,JK Tallinna Kalev
2008-06-21,Nõmme JK Kalju,1:5,Tallinna FC TVMK
2008-07-05,JK Sillamäe Kalev,2:1,Nõmme JK Kalju
2008-07-05,Pärnu JK Vaprus,0:4,Tallinna FC Levadia
2008-07-05,JK Tallinna Kalev,2:1,Viljandi JK Tulevik
2008-07-05,Tallinna FC TVMK,1:0,JK Maag Tammeka
2008-07-05,Tallinna FC Flora,3:3,JK Narva Trans
2008-07-12,Nõmme JK Kalju,1:7,Tallinna FC Flora
2008-07-12,Tallinna FC Levadia,2:0,Viljandi JK Tulevik
2008-07-12,JK Maag Tammeka,2:0,JK Sillamäe Kalev
2008-07-12,Pärnu JK Vaprus,1:5,Tallinna FC TVMK
