Date,Home,Result,Away
2001-05-27,JK Sillamäe Kalev,6:3,FC Valga
2001-05-27,FC Pärnu Levadia,6:1,FC Elva
2001-05-27,FS Junior Maardu,1:0,HÜJK Emmaste
2001-04-28,JK Tervis Pärnu,0:6,JK Sillamäe Kalev
2001-04-28,JK Merkuur Tartu,1:3,FC Valga
2001-04-28,FS Junior Maardu,0:0,FC Elva
2001-04-28,HÜJK Emmaste,0:1,FC Pärnu Levadia
2001-10-28,FC Pärnu Levadia,2:2,JK Merkuur Tartu
2001-10-28,JK Sillamäe Kalev,1:2,HÜJK Emmaste
2001-10-28,FC Elva,7:0,JK Tervis Pärnu
2001-10-28,FC Valga,1:0,FS Junior Maardu
2001-07-29,HÜJK Emmaste,3:2,JK Merkuur Tartu
2001-07-29,JK Tervis Pärnu,3:7,FC Valga
2001-07-29,FC Elva,2:2,JK Sillamäe Kalev
2001-09-30,FS Junior Maardu,1:1,JK Merkuur Tartu
2001-09-30,FC Elva,0:1,FC Valga
2001-09-30,HÜJK Emmaste,6:1,JK Tervis Pärnu
2001-09-30,JK Sillamäe Kalev,1:0,FC Pärnu Levadia
