Date,Home,Result,Away
2001-11-03,JK Merkuur Tartu,6:1,HÜJK Emmaste
2001-11-03,FC Pärnu Levadia,1:5,FS Junior Maardu
2001-11-03,FC Valga,4:0,JK Tervis Pärnu
2001-11-03,JK Sillamäe Kalev,0:2,FC Elva
2001-08-04,FS Junior Maardu,2:1,FC Valga
2001-08-04,JK Merkuur Tartu,2:2,FC Pärnu Levadia
2001-08-04,JK Tervis Pärnu,0:2,FC Elva
2001-08-05,HÜJK Emmaste,1:2,JK Sillamäe Kalev
2001-05-06,FC Valga,1:0,FC Elva
2001-05-06,JK Tervis Pärnu,0:5,HÜJK Emmaste
2001-05-06,JK Merkuur Tartu,0:1,FS Junior Maardu
2001-05-06,FC Pärnu Levadia,7:1,JK Sillamäe Kalev
2001-04-07,FS Junior Maardu,2:2,FC Pärnu Levadia
2001-07-07,JK Merkuur Tartu,1:0,FC Elva
2001-07-07,JK Tervis Pärnu,0:3,FC Pärnu Levadia
2001-04-08,JK Tervis Pärnu,1:0,FC Valga
2001-04-08,HÜJK Emmaste,2:0,JK Merkuur Tartu
2001-04-08,FC Elva,2:1,JK Sillamäe Kalev
2001-07-08,FS Junior Maardu,2:3,JK Sillamäe Kalev
2001-08-08,FC Pärnu Levadia,2:1,JK Merkuur Tartu
2001-09-08,JK Sillamäe Kalev,1:0,JK Merkuur Tartu
2001-09-08,FS Junior Maardu,14:1,JK Tervis Pärnu
2001-09-08,FC Elva,1:1,HÜJK Emmaste
2001-08-09,FC Pärnu Levadia,1:1,FC Valga
2001-06-10,JK Tervis Pärnu,3:9,FS Junior Maardu
2001-06-10,HÜJK Emmaste,0:0,FC Elva
2001-06-10,JK Merkuur Tartu,2:0,JK Sillamäe Kalev
2001-07-10,HÜJK Emmaste,0:5,FC Valga
2001-08-11,JK Sillamäe Kalev,1:2,FS Junior Maardu
2001-08-11,FC Elva,2:3,JK Merkuur Tartu
2001-05-12,FC Elva,1:0,HÜJK Emmaste
2001-05-12,FC Pärnu Levadia,2:0,FC Valga
2001-05-12,JK Sillamäe Kalev,1:0,JK Merkuur Tartu
2001-05-12,FS Junior Maardu,4:0,JK Tervis Pärnu
2001-08-12,FC Pärnu Levadia,8:2,JK Tervis Pärnu
2001-04-14,HÜJK Emmaste,2:1,JK Sillamäe Kalev
2001-04-14,JK Tervis Pärnu,1:10,FC Elva
2001-04-14,JK Merkuur Tartu,2:3,FC Pärnu Levadia
2001-04-14,FS Junior Maardu,1:4,FC Valga
2001-10-14,FC Pärnu Levadia,1:1,HÜJK Emmaste
2001-10-14,FC Elva,2:2,FS Junior Maardu
2001-10-14,FC Valga,2:0,JK Merkuur Tartu
2001-10-14,JK Sillamäe Kalev,7:0,JK Tervis Pärnu
2001-07-15,JK Sillamäe Kalev,1:2,HÜJK Emmaste
2001-06-16,JK Sillamäe Kalev,3:1,FC Pärnu Levadia
2001-06-16,FC Elva,4:0,FC Valga
2001-06-16,FS Junior Maardu,1:1,JK Merkuur Tartu
2001-06-16,HÜJK Emmaste,4:2,JK Tervis Pärnu
2001-09-16,HÜJK Emmaste,0:1,FS Junior Maardu
2001-09-16,FC Elva,0:2,FC Pärnu Levadia
2001-09-16,FC Valga,1:1,JK Sillamäe Kalev
2001-07-17,FC Elva,6:0,JK Tervis Pärnu
2001-07-17,FC Valga,6:0,FS Junior Maardu
2001-08-18,JK Tervis Pärnu,3:6,JK Sillamäe Kalev
2001-08-18,HÜJK Emmaste,0:3,FC Pärnu Levadia
2001-08-18,JK Merkuur Tartu,2:0,FC Valga
2001-05-19,FC Elva,2:2,FC Pärnu Levadia
2001-05-19,HÜJK Emmaste,2:1,FS Junior Maardu
2001-05-19,JK Tervis Pärnu,0:4,JK Merkuur Tartu
2001-05-19,FC Valga,1:1,JK Sillamäe Kalev
2001-06-19,FC Pärnu Levadia,1:1,HÜJK Emmaste
2001-06-19,FC Elva,4:0,FS Junior Maardu
2001-06-19,FC Valga,4:1,JK Merkuur Tartu
2001-06-19,JK Sillamäe Kalev,4:0,JK Tervis Pärnu
2001-09-20,JK Sillamäe Kalev,2:4,FC Valga
2001-09-20,JK Merkuur Tartu,5:0,JK Tervis Pärnu
2001-09-20,FS Junior Maardu,3:1,HÜJK Emmaste
2001-09-20,FC Pärnu Levadia,0:5,FC Elva
2001-10-20,JK Tervis Pärnu,3:6,FC Pärnu Levadia
2001-10-20,JK Merkuur Tartu,5:3,FC Elva
2001-10-20,FS Junior Maardu,7:2,JK Sillamäe Kalev
2001-10-20,HÜJK Emmaste,3:0,FC Valga
2001-07-21,FC Pärnu Levadia,2:0,FS Junior Maardu
2001-07-21,JK Merkuur Tartu,5:0,HÜJK Emmaste
2001-04-22,FC Valga,1:2,HÜJK Emmaste
2001-04-22,JK Sillamäe Kalev,3:1,FS Junior Maardu
2001-04-22,FC Pärnu Levadia,3:1,JK Tervis Pärnu
2001-08-22,JK Tervis Pärnu,2:3,HÜJK Emmaste
2001-08-22,FC Valga,3:2,FC Elva
2001-08-22,FC Pärnu Levadia,4:2,JK Sillamäe Kalev
2001-09-22,JK Tervis Pärnu,1:4,FS Junior Maardu
2001-09-23,HÜJK Emmaste,1:5,FC Elva
2001-09-23,JK Merkuur Tartu,1:0,JK Sillamäe Kalev
2001-04-24,FC Elva,0:1,JK Merkuur Tartu
2001-09-24,FC Valga,1:2,FC Pärnu Levadia
2001-07-25,FC Valga,5:1,JK Tervis Pärnu
2001-07-25,JK Sillamäe Kalev,0:1,FC Elva
2001-08-26,JK Merkuur Tartu,5:1,FS Junior Maardu
