Date,Home,Result,Away
2024-09-28,FC Elva,0:1,Tartu JK Welco
2024-09-28,Viimsi JK,1:0,Paide Linnameeskond U21
2024-09-28,Tallinna FCI Levadia U21,4:3,Harju JK Laagri
2024-09-28,JK Tallinna Kalev U21,4:2,JK Tabasalu
2024-09-28,FC Tallinn,1:1,Tallinna FC Flora U21
2024-10-04,Tartu JK Welco,1:4,Harju JK Laagri
2024-10-05,JK Tabasalu,1:2,Viimsi JK
2024-10-06,Tallinna FC Flora U21,6:1,JK Tallinna Kalev U21
2024-10-06,FC Elva,0:1,FC Tallinn
2024-10-07,Paide Linnameeskond U21,5:1,Tallinna FCI Levadia U21
2024-10-18,JK Tallinna Kalev U21,4:2,Tartu JK Welco
2024-10-19,Viimsi JK,3:2,Tallinna FC Flora U21
2024-10-19,Harju JK Laagri,7:0,Paide Linnameeskond U21
2024-10-20,Tallinna FCI Levadia U21,2:3,FC Tallinn
2024-10-20,JK Tabasalu,0:3,FC Elva
2024-10-15,Paide Linnameeskond U21,1:7,JK Tallinna Kalev U21
2024-10-24,Harju JK Laagri,4:1,Tallinna FC Flora U21
2024-10-24,Tallinna FCI Levadia U21,0:0,FC Elva
2024-10-24,Tartu JK Welco,6:0,JK Tabasalu
2024-10-24,FC Tallinn,0:1,Viimsi JK
2024-10-27,Viimsi JK,1:1,Tartu JK Welco
2024-10-27,FC Tallinn,0:2,Harju JK Laagri
2024-10-27,FC Elva,1:1,JK Tallinna Kalev U21
2024-10-28,JK Tabasalu,3:2,Tallinna FCI Levadia U21
2024-10-29,Tallinna FC Flora U21,1:2,Paide Linnameeskond U21
2024-11-02,JK Tallinna Kalev U21,3:1,Viimsi JK
2024-11-02,Tallinna FCI Levadia U21,2:4,Tallinna FC Flora U21
2024-11-03,Harju JK Laagri,1:0,FC Elva
2024-11-03,Tartu JK Welco,1:1,FC Tallinn
2024-11-04,Paide Linnameeskond U21,3:3,JK Tabasalu
2024-11-10,FC Elva,2:3,Viimsi JK
2024-11-10,Tallinna FC Flora U21,0:1,Tartu JK Welco
2024-11-10,JK Tabasalu,1:3,Harju JK Laagri
2024-11-10,Paide Linnameeskond U21,2:2,FC Tallinn
2024-11-10,JK Tallinna Kalev U21,3:1,Tallinna FCI Levadia U21
