Date,Home,Result,Away
2022-10-01,FC Kuressaare,2:2,Tartu JK Tammeka
2022-10-01,Tallinna FC Flora,4:1,Tallinna JK Legion
2022-10-02,Paide Linnameeskond,2:0,JK Narva Trans
2022-10-02,Nõmme Kalju FC,0:1,Tallinna FCI Levadia
2022-10-08,Tartu JK Tammeka,3:0,Nõmme Kalju FC
2022-10-08,Tallinna JK Legion,1:1,Tallinna FCI Levadia
2022-10-08,JK Tallinna Kalev,0:2,JK Narva Trans
2022-10-09,Pärnu JK Vaprus,1:7,Tallinna FC Flora
2022-10-09,FC Kuressaare,3:3,Paide Linnameeskond
2022-10-14,Tallinna JK Legion,3:2,FC Kuressaare
2022-10-15,Paide Linnameeskond,1:2,JK Tallinna Kalev
2022-10-15,Pärnu JK Vaprus,1:0,JK Narva Trans
2022-10-15,Tallinna FCI Levadia,1:0,Tartu JK Tammeka
2022-10-16,Nõmme Kalju FC,1:0,Tallinna FC Flora
2022-10-22,JK Tallinna Kalev,2:0,Tallinna JK Legion
2022-10-22,Tallinna FC Flora,2:1,FC Kuressaare
2022-10-22,Tartu JK Tammeka,1:0,Pärnu JK Vaprus
2022-10-23,JK Narva Trans,0:0,Nõmme Kalju FC
2022-10-23,Tallinna FCI Levadia,1:2,Paide Linnameeskond
2022-10-29,FC Kuressaare,1:1,JK Tallinna Kalev
2022-10-29,Pärnu JK Vaprus,2:3,Tallinna FCI Levadia
2022-10-29,Nõmme Kalju FC,1:0,Tallinna JK Legion
2022-10-30,Tartu JK Tammeka,2:0,JK Narva Trans
2022-10-30,Tallinna FC Flora,1:0,Paide Linnameeskond
2022-11-05,Tallinna JK Legion,1:1,Tartu JK Tammeka
2022-11-05,JK Tallinna Kalev,1:1,Tallinna FC Flora
2022-11-05,Tallinna FCI Levadia,1:1,JK Narva Trans
2022-11-06,FC Kuressaare,1:0,Pärnu JK Vaprus
2022-11-06,Paide Linnameeskond,1:0,Nõmme Kalju FC
2022-11-11,Tallinna JK Legion,2:1,Pärnu JK Vaprus
2022-11-12,Tallinna FC Flora,2:1,Tallinna FCI Levadia
2022-11-12,JK Tallinna Kalev,0:3,Nõmme Kalju FC
2022-11-12,JK Narva Trans,2:2,FC Kuressaare
2022-11-12,Tartu JK Tammeka,1:1,Paide Linnameeskond
