Date,Home,Result,Away
2000-08-01,JK Tervis Pärnu,2:0,Paide Linnameeskond
2000-04-02,Sörve JK,3:0,FC Viljandi
2000-04-02,JK Tervis Pärnu,7:2,Tallinna JK Dünamo
2000-04-02,Paide Linnameeskond,1:3,JK Merkuur Tartu
2000-07-02,JK Merkuur Tartu,5:2,FS Junior Maardu
2000-07-02,Tallinna JK Dünamo,5:0,FC Viljandi
2000-07-02,FC Maardu,8:0,Paide Linnameeskond
2000-07-02,JK Tervis Pärnu,7:0,Sörve JK
2000-06-03,JK Merkuur Tartu,3:0,Sörve JK
2000-06-03,FS Junior Maardu,2:0,JK Tervis Pärnu
2000-06-03,FC Viljandi,2:1,FC Maardu
2000-06-03,Tallinna JK Dünamo,2:2,Paide Linnameeskond
2000-08-05,Paide Linnameeskond,0:4,FC Maardu
2000-08-05,FS Junior Maardu,2:2,JK Merkuur Tartu
2000-05-06,JK Tervis Pärnu,0:3,FC Maardu
2000-05-06,FS Junior Maardu,4:2,FC Viljandi
2000-05-06,JK Merkuur Tartu,3:0,Tallinna JK Dünamo
2000-05-06,Sörve JK,8:2,Paide Linnameeskond
2000-08-06,Sörve JK,1:2,JK Tervis Pärnu
2000-08-06,FC Viljandi,3:1,Tallinna JK Dünamo
2000-04-08,JK Tervis Pärnu,7:0,Paide Linnameeskond
2000-04-08,Sörve JK,0:4,FS Junior Maardu
2000-04-08,FC Maardu,7:2,Tallinna JK Dünamo
2000-04-08,FC Viljandi,3:1,JK Merkuur Tartu
2000-07-09,Tallinna JK Dünamo,2:3,FC Maardu
2000-07-09,FS Junior Maardu,0:1,Sörve JK
2000-08-09,FC Maardu,3:0,FS Junior Maardu
2000-09-09,Tallinna JK Dünamo,0:2,FS Junior Maardu
2000-09-09,FC Maardu,4:0,Sörve JK
2000-09-09,FC Viljandi,2:1,Paide Linnameeskond
2000-09-09,JK Merkuur Tartu,1:2,JK Tervis Pärnu
2000-06-10,Paide Linnameeskond,0:9,FS Junior Maardu
2000-06-10,JK Tervis Pärnu,3:0,FC Viljandi
2000-06-10,FC Maardu,12:0,JK Merkuur Tartu
2000-06-10,Sörve JK,4:2,Tallinna JK Dünamo
2000-07-11,Paide Linnameeskond,1:7,JK Tervis Pärnu
2000-09-12,Paide Linnameeskond,1:1,FC Viljandi
2000-09-12,Sörve JK,1:11,FC Maardu
2000-09-12,JK Tervis Pärnu,0:3,JK Merkuur Tartu
2000-09-12,FS Junior Maardu,2:3,Tallinna JK Dünamo
2000-08-13,FC Viljandi,0:2,JK Tervis Pärnu
2000-08-13,FS Junior Maardu,2:5,Paide Linnameeskond
2000-08-13,Tallinna JK Dünamo,5:1,Sörve JK
2000-08-13,JK Merkuur Tartu,1:3,FC Maardu
2000-04-14,FC Viljandi,1:0,Tallinna JK Dünamo
2000-04-14,Sörve JK,3:0,JK Tervis Pärnu
2000-05-14,FC Maardu,4:3,Sörve JK
2000-05-14,FC Viljandi,3:0,Paide Linnameeskond
2000-05-14,JK Merkuur Tartu,0:3,JK Tervis Pärnu
2000-05-14,Tallinna JK Dünamo,0:3,FS Junior Maardu
2000-10-14,JK Merkuur Tartu,2:2,FS Junior Maardu
2000-10-14,FC Maardu,4:0,Paide Linnameeskond
2000-10-14,Tallinna JK Dünamo,0:3,FC Viljandi
2000-10-14,JK Tervis Pärnu,6:1,Sörve JK
2000-04-15,Paide Linnameeskond,1:15,FC Maardu
2000-04-15,FS Junior Maardu,8:1,JK Merkuur Tartu
2000-07-15,JK Tervis Pärnu,4:1,Tallinna JK Dünamo
2000-07-15,JK Merkuur Tartu,1:1,Paide Linnameeskond
2000-07-16,Sörve JK,1:0,FC Viljandi
2000-09-16,Paide Linnameeskond,3:0,Sörve JK
2000-09-16,FC Maardu,4:1,JK Tervis Pärnu
2000-09-16,FC Viljandi,1:0,FS Junior Maardu
2000-09-16,Tallinna JK Dünamo,3:2,JK Merkuur Tartu
2000-08-19,FC Maardu,5:0,FC Viljandi
2000-05-20,Paide Linnameeskond,1:4,FC Viljandi
2000-05-20,JK Tervis Pärnu,1:1,JK Merkuur Tartu
2000-05-20,Sörve JK,0:3,FC Maardu
2000-05-20,FS Junior Maardu,3:1,Tallinna JK Dünamo
2000-08-20,Paide Linnameeskond,1:3,Tallinna JK Dünamo
2000-08-20,Sörve JK,1:0,JK Merkuur Tartu
2000-08-20,JK Tervis Pärnu,2:0,FS Junior Maardu
2000-10-21,JK Merkuur Tartu,2:0,FC Viljandi
2000-10-21,FS Junior Maardu,2:0,Sörve JK
2000-10-21,Paide Linnameeskond,1:0,JK Tervis Pärnu
2000-10-21,Tallinna JK Dünamo,2:4,FC Maardu
2000-04-22,JK Merkuur Tartu,0:2,FC Maardu
2000-04-22,FS Junior Maardu,8:2,Paide Linnameeskond
2000-04-22,Tallinna JK Dünamo,3:2,Sörve JK
2000-04-22,FC Viljandi,0:1,JK Tervis Pärnu
2000-07-22,FC Viljandi,1:1,Sörve JK
2000-07-22,Tallinna JK Dünamo,1:2,JK Tervis Pärnu
2000-07-22,Paide Linnameeskond,0:1,JK Merkuur Tartu
2000-09-24,FS Junior Maardu,1:1,JK Tervis Pärnu
2000-09-24,FC Viljandi,1:4,FC Maardu
2000-09-24,JK Merkuur Tartu,1:0,Sörve JK
2000-09-24,Tallinna JK Dünamo,3:0,Paide Linnameeskond
2000-08-26,Sörve JK,0:4,Paide Linnameeskond
2000-08-26,JK Merkuur Tartu,1:4,Tallinna JK Dünamo
2000-08-26,JK Tervis Pärnu,0:3,FC Maardu
2000-08-26,FS Junior Maardu,1:2,FC Viljandi
2000-05-27,FC Maardu,3:1,JK Tervis Pärnu
2000-05-27,FC Viljandi,1:0,FS Junior Maardu
2000-05-27,Tallinna JK Dünamo,1:1,JK Merkuur Tartu
2000-05-27,Paide Linnameeskond,0:2,Sörve JK
2000-06-27,FS Junior Maardu,0:3,FC Maardu
2000-09-28,Paide Linnameeskond,2:2,FS Junior Maardu
2000-10-28,FC Maardu,3:2,FS Junior Maardu
2000-10-28,Tallinna JK Dünamo,1:0,JK Tervis Pärnu
2000-10-28,JK Merkuur Tartu,6:0,Paide Linnameeskond
2000-10-28,FC Viljandi,1:1,Sörve JK
2000-04-29,Sörve JK,1:1,JK Merkuur Tartu
2000-04-29,FC Maardu,6:0,FC Viljandi
2000-04-29,Paide Linnameeskond,2:4,Tallinna JK Dünamo
2000-07-29,FC Maardu,9:2,Tallinna JK Dünamo
2000-07-29,JK Merkuur Tartu,0:0,FC Viljandi
2000-04-30,JK Tervis Pärnu,1:1,FS Junior Maardu
2000-09-30,Sörve JK,0:8,Tallinna JK Dünamo
2000-09-30,JK Tervis Pärnu,1:0,FC Viljandi
2000-09-30,FC Maardu,10:0,JK Merkuur Tartu
2000-07-31,Sörve JK,0:2,FS Junior Maardu
