Date,Home,Result,Away
2003-04-27,Lasnamäe FC Ajax,0:1,Tallinna JK Legion
2003-04-27,JK Tammeka Tartu,3:3,Pärnu JK Vaprus
2003-04-27,FC Lootus Alutaguse,3:0,FC M.C. Tallinn
2003-04-27,JK Tervis Pärnu,5:0,JK Merkuur Tartu
2003-09-27,JK Merkuur Tartu,4:0,Pärnu JK Vaprus
2003-09-27,JK Tervis Pärnu,0:3,FC M.C. Tallinn
2003-09-28,FC Lootus Alutaguse,6:2,Tallinna JK Legion
2003-06-29,Tallinna JK Legion,3:3,FC M.C. Tallinn
2003-08-29,Tallinna JK Legion,3:0,JK Tammeka Tartu
2003-08-29,FC Lootus Alutaguse,3:0,Pärnu JK Vaprus
2003-08-29,Lasnamäe FC Ajax,3:0,JK Tervis Pärnu
2003-05-30,JK Tammeka Tartu,1:5,FC Lootus Alutaguse
2003-05-30,Tallinna JK Legion,3:3,JK Tervis Pärnu
2003-05-30,Lasnamäe FC Ajax,2:2,JK Merkuur Tartu
2003-06-30,FC Lootus Alutaguse,3:0,JK Merkuur Tartu
2003-06-30,Pärnu JK Vaprus,1:4,Lasnamäe FC Ajax
2003-05-31,FC M.C. Tallinn,3:1,Pärnu JK Vaprus
