Date,Home,Result,Away
2016-05-25,Tartu JK Tammeka U21,3:1,JK Sillamäe Kalev II
2016-05-25,FC Elva,2:1,Viljandi JK Tulevik II
2016-05-25,Tartu JK Welco,2:0,Viimsi JK
2016-05-26,Raasiku FC Joker,5:1,JK Tallinna Kalev II
2016-04-28,Tartu JK Tammeka U21,3:0,Viljandi JK Tulevik II
2016-04-28,Raasiku FC Joker,3:3,FC Kuressaare
2016-04-29,JK Tallinna Kalev II,1:0,FC Elva
2016-05-31,JK Tallinna Kalev II,2:1,Tartu JK Welco
2016-09-02,Tartu JK Welco,4:3,JK Tallinna Kalev II
2016-09-03,Viimsi JK,5:0,Tallinna FC Flora U19
2016-08-05,JK Tallinna Kalev II,2:4,JK Sillamäe Kalev II
2016-08-06,Viljandi JK Tulevik II,1:2,Tartu JK Welco
2016-09-06,Viljandi JK Tulevik II,0:3,Viimsi JK
2016-08-07,FC Kuressaare,2:2,Raasiku FC Joker
2016-08-07,FC Elva,0:0,Tartu JK Tammeka U21
2016-08-11,Tallinna FC Flora U19,0:5,FC Kuressaare
2016-08-11,JK Tallinna Kalev II,3:3,Raasiku FC Joker
2016-07-13,Tallinna FC Flora U19,1:2,Tartu JK Welco
2016-08-13,FC Elva,7:2,Viljandi JK Tulevik II
2016-07-14,FC Kuressaare,10:3,Tartu JK Tammeka U21
2016-08-14,Tartu JK Welco,0:0,Viimsi JK
2016-08-14,JK Sillamäe Kalev II,2:1,Tartu JK Tammeka U21
2016-07-16,Viimsi JK,2:1,JK Sillamäe Kalev II
2016-07-16,FC Elva,3:0,Raasiku FC Joker
2016-07-17,JK Tallinna Kalev II,5:0,Viljandi JK Tulevik II
2016-08-17,FC Kuressaare,8:3,Tartu JK Welco
2016-08-17,Viimsi JK,1:3,FC Elva
2016-08-18,JK Sillamäe Kalev II,4:1,Tallinna FC Flora U19
2016-08-18,Raasiku FC Joker,6:1,Viljandi JK Tulevik II
2016-08-18,Tartu JK Tammeka U21,4:1,JK Tallinna Kalev II
2016-07-20,Tallinna FC Flora U19,0:1,FC Elva
2016-07-20,JK Tallinna Kalev II,1:1,Viimsi JK
2016-08-20,FC Elva,2:1,FC Kuressaare
2016-08-21,Tartu JK Welco,2:1,JK Sillamäe Kalev II
2016-08-21,Tartu JK Tammeka U21,4:1,Raasiku FC Joker
2016-08-22,JK Tallinna Kalev II,5:1,Tallinna FC Flora U19
2016-07-23,Viljandi JK Tulevik II,0:4,Tartu JK Tammeka U21
2016-07-24,JK Sillamäe Kalev II,4:1,FC Kuressaare
2016-07-24,Raasiku FC Joker,2:0,Tartu JK Welco
2016-08-24,Raasiku FC Joker,3:1,Viimsi JK
2016-08-24,FC Kuressaare,2:0,Viljandi JK Tulevik II
2016-08-25,JK Sillamäe Kalev II,0:2,FC Elva
2016-08-25,Tallinna FC Flora U19,0:0,Tartu JK Tammeka U21
2016-07-28,Viljandi JK Tulevik II,2:1,Tallinna FC Flora U19
2016-08-28,FC Elva,2:0,JK Tallinna Kalev II
2016-08-28,Viimsi JK,2:2,FC Kuressaare
2016-08-28,Tartu JK Tammeka U21,2:0,Tartu JK Welco
2016-08-29,Viljandi JK Tulevik II,0:6,JK Sillamäe Kalev II
2016-08-29,Tallinna FC Flora U19,0:1,Raasiku FC Joker
2016-07-30,Raasiku FC Joker,4:4,JK Sillamäe Kalev II
2016-07-31,Tartu JK Welco,0:1,FC Elva
2016-07-31,Tartu JK Tammeka U21,4:0,Viimsi JK
2016-07-31,FC Kuressaare,3:1,JK Tallinna Kalev II
2016-10-01,Viljandi JK Tulevik II,2:4,FC Elva
2016-10-01,FC Kuressaare,5:1,Tallinna FC Flora U19
2016-10-02,Viimsi JK,0:1,Tartu JK Welco
2016-10-02,Tartu JK Tammeka U21,4:5,JK Sillamäe Kalev II
2016-11-06,Raasiku FC Joker,2:2,FC Kuressaare
2016-11-06,Viljandi JK Tulevik II,0:3,JK Tallinna Kalev II
2016-11-06,Tartu JK Tammeka U21,5:0,FC Elva
2016-11-06,Tartu JK Welco,3:1,Tallinna FC Flora U19
2016-11-06,JK Sillamäe Kalev II,3:4,Viimsi JK
2016-09-07,Raasiku FC Joker,1:3,Tallinna FC Flora U19
2016-09-10,Tartu JK Welco,3:1,Tartu JK Tammeka U21
2016-09-10,JK Tallinna Kalev II,1:0,FC Elva
2016-09-11,FC Kuressaare,1:2,Viimsi JK
2016-09-11,JK Sillamäe Kalev II,1:0,Viljandi JK Tulevik II
2016-10-13,Tallinna FC Flora U19,2:2,Viimsi JK
2016-09-14,Viimsi JK,0:5,Raasiku FC Joker
2016-09-14,Viljandi JK Tulevik II,1:5,FC Kuressaare
2016-09-14,FC Elva,3:0,JK Sillamäe Kalev II
2016-09-15,JK Tallinna Kalev II,3:2,Tartu JK Welco
2016-09-15,Tartu JK Tammeka U21,3:0,Tallinna FC Flora U19
2016-10-16,Tartu JK Tammeka U21,3:5,FC Kuressaare
2016-10-16,Raasiku FC Joker,2:3,FC Elva
2016-10-16,Tartu JK Welco,7:0,Viljandi JK Tulevik II
2016-10-16,JK Sillamäe Kalev II,2:4,JK Tallinna Kalev II
2016-09-17,FC Kuressaare,1:2,FC Elva
2016-09-18,Raasiku FC Joker,1:0,Tartu JK Tammeka U21
2016-09-18,JK Sillamäe Kalev II,3:2,Tartu JK Welco
2016-09-18,Viimsi JK,6:0,Viljandi JK Tulevik II
2016-09-18,Tallinna FC Flora U19,0:2,JK Tallinna Kalev II
2016-09-23,Tartu JK Welco,1:2,FC Kuressaare
2016-10-23,JK Sillamäe Kalev II,2:2,Raasiku FC Joker
2016-10-23,JK Tallinna Kalev II,0:0,FC Kuressaare
2016-10-23,FC Elva,0:0,Tartu JK Welco
2016-10-23,Viimsi JK,4:2,Tartu JK Tammeka U21
2016-09-24,Viljandi JK Tulevik II,2:3,Raasiku FC Joker
2016-09-25,JK Tallinna Kalev II,2:3,Tartu JK Tammeka U21
2016-09-25,FC Elva,2:0,Viimsi JK
2016-09-26,Tallinna FC Flora U19,1:0,JK Sillamäe Kalev II
2016-10-26,Viimsi JK,3:1,JK Tallinna Kalev II
2016-10-29,FC Elva,0:0,Tallinna FC Flora U19
2016-10-29,Viljandi JK Tulevik II,2:7,Tartu JK Tammeka U21
2016-09-30,Raasiku FC Joker,0:1,JK Tallinna Kalev II
2016-10-30,Tartu JK Welco,7:1,Raasiku FC Joker
