Date,Home,Result,Away
2025-03-01,FC Tallinn,1:2,FC Nõmme United
2025-03-01,Tartu JK Welco,3:2,Tartu JK Tammeka U21
2025-03-01,Viimsi JK,3:3,FC Elva
2025-03-02,Tallinna FC Flora U21,2:0,Tallinna FCI Levadia U21
2025-03-03,JK Tallinna Kalev U21,1:2,Nõmme Kalju FC U21
2025-03-06,Tartu JK Welco,1:1,JK Tallinna Kalev U21
2025-03-08,Nõmme Kalju FC U21,0:2,FC Elva
2025-03-09,Tallinna FC Flora U21,2:0,FC Tallinn
2025-03-09,Tallinna FCI Levadia U21,1:2,FC Nõmme United
2025-03-09,Tartu JK Tammeka U21,0:1,Viimsi JK
2025-03-13,FC Nõmme United,2:0,Viimsi JK
2025-03-15,FC Elva,3:1,Tartu JK Welco
2025-03-15,Tartu JK Tammeka U21,0:2,Nõmme Kalju FC U21
2025-03-16,FC Tallinn,1:1,Tallinna FCI Levadia U21
2025-03-16,JK Tallinna Kalev U21,2:2,Tallinna FC Flora U21
2025-03-27,FC Elva,4:3,Tartu JK Tammeka U21
2025-03-29,Tartu JK Welco,3:1,FC Tallinn
2025-03-29,Tallinna FCI Levadia U21,4:1,JK Tallinna Kalev U21
2025-03-29,Viimsi JK,5:0,Nõmme Kalju FC U21
2025-03-30,Tallinna FC Flora U21,0:2,FC Nõmme United
2025-04-04,Viimsi JK,3:1,FC Tallinn
2025-04-06,Nõmme Kalju FC U21,2:1,Tallinna FC Flora U21
2025-04-06,JK Tallinna Kalev U21,0:1,FC Elva
2025-04-06,Tartu JK Tammeka U21,0:1,Tallinna FCI Levadia U21
2025-04-06,FC Nõmme United,0:1,Tartu JK Welco
2025-04-10,JK Tallinna Kalev U21,0:4,Viimsi JK
2025-04-10,FC Tallinn,3:1,Tartu JK Tammeka U21
2025-04-13,Tallinna FC Flora U21,3:3,Tartu JK Welco
2025-04-13,Tallinna FCI Levadia U21,3:2,FC Elva
2025-04-14,FC Nõmme United,3:2,Nõmme Kalju FC U21
2025-04-17,FC Elva,0:2,FC Nõmme United
2025-04-17,Viimsi JK,1:1,Tallinna FC Flora U21
2025-04-20,Tartu JK Tammeka U21,5:1,JK Tallinna Kalev U21
2025-04-20,Nõmme Kalju FC U21,2:4,FC Tallinn
2025-04-20,Tartu JK Welco,1:0,Tallinna FCI Levadia U21
2025-04-24,FC Tallinn,1:1,FC Elva
2025-04-25,Tallinna FC Flora U21,9:0,Tartu JK Tammeka U21
2025-04-26,Tartu JK Welco,3:1,Viimsi JK
2025-04-27,JK Tallinna Kalev U21,1:3,FC Nõmme United
