Date,Home,Result,Away
2025-04-28,Nõmme Kalju FC U21,0:1,Tallinna FCI Levadia U21
2025-05-01,Nõmme Kalju FC U21,0:4,Tartu JK Welco
2025-05-03,FC Elva,2:2,Tallinna FC Flora U21
2025-05-03,Viimsi JK,2:0,Tallinna FCI Levadia U21
2025-05-04,FC Nõmme United,6:2,Tartu JK Tammeka U21
2025-05-04,FC Tallinn,1:1,JK Tallinna Kalev U21
2025-05-08,Tallinna FCI Levadia U21,0:2,Tallinna FC Flora U21
2025-05-09,Viimsi JK,4:0,JK Tallinna Kalev U21
2025-05-11,Tartu JK Tammeka U21,0:1,Tartu JK Welco
2025-05-11,FC Elva,2:1,Nõmme Kalju FC U21
2025-05-15,Tartu JK Welco,1:1,FC Nõmme United
2025-05-17,FC Tallinn,0:2,Viimsi JK
2025-05-17,JK Tallinna Kalev U21,2:2,Tallinna FCI Levadia U21
2025-05-18,Tartu JK Tammeka U21,2:5,FC Elva
2025-05-19,Tallinna FC Flora U21,3:0,Nõmme Kalju FC U21
2025-05-22,FC Elva,1:1,FC Tallinn
2025-05-25,FC Nõmme United,3:0,Tallinna FCI Levadia U21
2025-05-25,JK Tallinna Kalev U21,6:1,Tartu JK Tammeka U21
2025-05-25,Nõmme Kalju FC U21,2:4,Viimsi JK
2025-05-25,Tartu JK Welco,4:2,Tallinna FC Flora U21
2025-05-29,Tartu JK Tammeka U21,2:3,FC Tallinn
2025-05-29,Nõmme Kalju FC U21,3:3,JK Tallinna Kalev U21
2025-05-29,Viimsi JK,1:0,FC Nõmme United
2025-05-29,Tallinna FC Flora U21,0:1,FC Elva
2025-05-29,Tallinna FCI Levadia U21,3:3,Tartu JK Welco
2025-06-01,Viimsi JK,4:0,Tartu JK Tammeka U21
2025-06-01,FC Elva,2:2,Tallinna FCI Levadia U21
2025-06-02,JK Tallinna Kalev U21,1:2,Tartu JK Welco
2025-06-03,FC Tallinn,7:0,Nõmme Kalju FC U21
2025-07-17,FC Nõmme United,4:1,Tallinna FC Flora U21
2025-06-14,Nõmme Kalju FC U21,3:0,Tartu JK Tammeka U21
2025-06-14,Tartu JK Welco,2:5,FC Elva
2025-06-14,FC Tallinn,1:0,Tallinna FC Flora U21
2025-06-15,FC Nõmme United,4:0,JK Tallinna Kalev U21
2025-06-16,Tallinna FCI Levadia U21,0:3,Viimsi JK
2025-06-19,Tallinna FC Flora U21,2:2,JK Tallinna Kalev U21
2025-06-19,Tallinna FCI Levadia U21,0:2,FC Tallinn
2025-06-19,FC Elva,1:0,Viimsi JK
2025-06-19,Tartu JK Welco,0:1,Nõmme Kalju FC U21
2025-06-20,Tartu JK Tammeka U21,0:12,FC Nõmme United
2025-07-23,Viimsi JK,2:1,Tartu JK Welco
2025-06-28,FC Nõmme United,4:1,FC Elva
2025-06-30,JK Tallinna Kalev U21,0:3,FC Tallinn
2025-06-30,Tartu JK Tammeka U21,2:1,Tallinna FC Flora U21
2025-06-30,Nõmme Kalju FC U21,3:2,Tallinna FCI Levadia U21
2025-07-03,Nõmme Kalju FC U21,1:5,FC Nõmme United
2025-07-05,Tallinna FC Flora U21,0:0,Viimsi JK
2025-07-05,FC Tallinn,1:5,Tartu JK Welco
2025-07-05,FC Elva,5:3,JK Tallinna Kalev U21
2025-07-05,Tallinna FCI Levadia U21,7:0,Tartu JK Tammeka U21
2025-07-12,Tartu JK Tammeka U21,1:5,Nõmme Kalju FC U21
2025-07-12,Tallinna FC Flora U21,2:0,FC Elva
2025-07-12,Tartu JK Welco,3:0,Tallinna FCI Levadia U21
2025-07-12,JK Tallinna Kalev U21,0:3,FC Nõmme United
2025-07-14,Viimsi JK,2:1,FC Tallinn
2025-07-18,Tallinna FCI Levadia U21,3:3,JK Tallinna Kalev U21
2025-07-19,FC Tallinn,2:0,Tartu JK Tammeka U21
2025-07-19,Nõmme Kalju FC U21,0:3,Tartu JK Welco
2025-07-19,FC Elva,0:3,Viimsi JK
2025-07-21,FC Nõmme United,4:0,Tallinna FC Flora U21
2025-07-26,Tallinna FC Flora U21,1:2,Nõmme Kalju FC U21
2025-07-26,Tallinna FCI Levadia U21,5:6,FC Tallinn
2025-07-26,FC Elva,2:1,Tartu JK Tammeka U21
2025-07-28,Tartu JK Welco,1:3,FC Nõmme United
2025-07-28,Viimsi JK,1:0,JK Tallinna Kalev U21
2025-08-01,JK Tallinna Kalev U21,5:0,Tartu JK Tammeka U21
2025-08-02,FC Nõmme United,0:2,Tallinna FCI Levadia U21
2025-08-02,FC Tallinn,2:3,Tallinna FC Flora U21
2025-08-04,FC Elva,1:2,Tartu JK Welco
2025-08-04,Nõmme Kalju FC U21,2:2,Viimsi JK
2025-08-09,Nõmme Kalju FC U21,1:0,FC Tallinn
2025-08-09,FC Elva,2:0,Tallinna FCI Levadia U21
2025-08-10,Tartu JK Welco,3:0,Tartu JK Tammeka U21
2025-08-10,Tallinna FC Flora U21,1:1,JK Tallinna Kalev U21
2025-08-11,Viimsi JK,1:1,FC Nõmme United
2025-08-16,FC Tallinn,1:2,FC Elva
2025-08-16,JK Tallinna Kalev U21,2:2,Nõmme Kalju FC U21
2025-08-16,Tartu JK Tammeka U21,1:3,FC Nõmme United
2025-08-18,Viimsi JK,3:2,Tartu JK Welco
2025-08-18,Tallinna FCI Levadia U21,1:2,Tallinna FC Flora U21
2025-08-23,FC Nõmme United,2:1,Nõmme Kalju FC U21
2025-08-23,FC Tallinn,0:2,Tartu JK Welco
2025-08-24,FC Elva,0:2,JK Tallinna Kalev U21
2025-08-25,Tallinna FC Flora U21,4:2,Tartu JK Tammeka U21
2025-08-25,Tallinna FCI Levadia U21,0:2,Viimsi JK
2025-08-30,Nõmme Kalju FC U21,1:1,FC Elva
2025-08-30,Tartu JK Tammeka U21,2:6,Tallinna FCI Levadia U21
2025-08-31,Tallinna FC Flora U21,1:0,Viimsi JK
2025-08-31,FC Nõmme United,6:0,FC Tallinn
2025-08-31,Tartu JK Welco,1:2,JK Tallinna Kalev U21
2025-09-12,JK Tallinna Kalev U21,2:2,FC Tallinn
2025-09-13,FC Elva,1:4,FC Nõmme United
2025-09-14,Viimsi JK,6:0,Tartu JK Tammeka U21
2025-09-14,Tartu JK Welco,0:0,Tallinna FC Flora U21
2025-09-15,Tallinna FCI Levadia U21,3:3,Nõmme Kalju FC U21
2025-09-18,FC Nõmme United,5:2,Tartu JK Welco
2025-09-18,FC Tallinn,2:3,Tallinna FCI Levadia U21
2025-09-18,Tartu JK Tammeka U21,1:2,FC Elva
2025-09-18,Nõmme Kalju FC U21,3:0,Tallinna FC Flora U21
2025-09-19,JK Tallinna Kalev U21,0:5,Viimsi JK
2025-09-21,Tartu JK Welco,2:2,FC Tallinn
2025-09-22,Tartu JK Tammeka U21,4:5,JK Tallinna Kalev U21
2025-09-22,Tallinna FC Flora U21,5:0,Tallinna FCI Levadia U21
2025-09-22,Nõmme Kalju FC U21,0:4,FC Nõmme United
2025-09-22,Viimsi JK,1:1,FC Elva
2025-09-25,Tartu JK Tammeka U21,0:1,Tallinna FC Flora U21
2025-09-27,FC Nõmme United,1:0,Viimsi JK
2025-09-27,Tallinna FCI Levadia U21,1:1,Tartu JK Welco
2025-09-27,FC Tallinn,2:1,Nõmme Kalju FC U21
2025-09-27,JK Tallinna Kalev U21,0:3,FC Elva
2025-10-03,Tartu JK Welco,1:4,Viimsi JK
2025-10-04,FC Elva,0:1,Nõmme Kalju FC U21
2025-10-04,Tallinna FCI Levadia U21,3:0,Tartu JK Tammeka U21
2025-10-05,FC Tallinn,2:2,JK Tallinna Kalev U21
2025-11-06,Tallinna FC Flora U21,1:5,FC Nõmme United
2025-10-16,Viimsi JK,2:0,Tallinna FC Flora U21
2025-10-19,FC Nõmme United,6:0,Tartu JK Tammeka U21
2025-10-19,FC Elva,1:0,FC Tallinn
2025-10-19,JK Tallinna Kalev U21,1:3,Tartu JK Welco
2025-10-20,Tallinna FCI Levadia U21,0:0,Nõmme Kalju FC U21
2025-10-23,FC Tallinn,1:4,FC Nõmme United
2025-10-23,Tartu JK Welco,5:2,Nõmme Kalju FC U21
2025-10-23,Tallinna FCI Levadia U21,2:1,FC Elva
2025-10-23,JK Tallinna Kalev U21,1:4,Tallinna FC Flora U21
2025-10-23,Tartu JK Tammeka U21,0:4,Viimsi JK
2025-10-26,FC Nõmme United,8:0,JK Tallinna Kalev U21
2025-10-26,Nõmme Kalju FC U21,4:1,Tartu JK Tammeka U21
2025-10-27,Tartu JK Welco,3:2,FC Elva
2025-10-27,Viimsi JK,1:2,Tallinna FCI Levadia U21
2025-10-27,Tallinna FC Flora U21,2:4,FC Tallinn
2025-11-01,Nõmme Kalju FC U21,4:1,JK Tallinna Kalev U21
2025-11-02,FC Tallinn,1:2,Viimsi JK
2025-11-02,FC Elva,2:0,Tallinna FC Flora U21
2025-11-03,Tallinna FCI Levadia U21,3:2,FC Nõmme United
2025-11-03,Tartu JK Tammeka U21,2:2,Tartu JK Welco
2025-11-09,Viimsi JK,4:0,Nõmme Kalju FC U21
2025-11-09,Tallinna FC Flora U21,1:1,Tartu JK Welco
2025-11-09,JK Tallinna Kalev U21,1:1,Tallinna FCI Levadia U21
2025-11-09,Tartu JK Tammeka U21,5:2,FC Tallinn
2025-11-09,FC Nõmme United,5:0,FC Elva
