Date,Home,Result,Away
2024-04-26,JK Narva Trans U21,2:2,FC Kuressaare U21
2024-04-27,Viljandi JK Tulevik,2:3,Pärnu Jalgpalliklubi
2024-04-27,Tartu JK Tammeka U21,0:0,Läänemaa JK
2024-04-27,Tallinna JK Legion,1:2,FA Tartu Kalev
2024-04-28,Nõmme Kalju FC U21,6:2,Jõhvi FC Phoenix
2024-05-04,FA Tartu Kalev,1:4,Tartu JK Tammeka U21
2024-05-04,Läänemaa JK,2:0,Tallinna JK Legion
2024-05-04,Jõhvi FC Phoenix,0:0,Pärnu Jalgpalliklubi
2024-05-05,JK Narva Trans U21,2:0,Viljandi JK Tulevik
2024-05-05,FC Kuressaare U21,5:1,Nõmme Kalju FC U21
2024-05-11,Viljandi JK Tulevik,1:3,Jõhvi FC Phoenix
2024-05-11,Nõmme Kalju FC U21,0:1,Tallinna JK Legion
2024-05-11,Pärnu Jalgpalliklubi,2:2,FA Tartu Kalev
2024-05-11,Läänemaa JK,2:1,JK Narva Trans U21
2024-05-12,FC Kuressaare U21,1:4,Tartu JK Tammeka U21
2024-05-18,Pärnu Jalgpalliklubi,3:1,Läänemaa JK
2024-05-19,Tallinna JK Legion,2:0,FC Kuressaare U21
2024-05-19,FA Tartu Kalev,1:3,Nõmme Kalju FC U21
2024-05-19,Tartu JK Tammeka U21,4:1,Viljandi JK Tulevik
2024-05-19,Jõhvi FC Phoenix,5:1,JK Narva Trans U21
2024-07-10,Nõmme Kalju FC U21,5:1,Viljandi JK Tulevik
2024-05-26,JK Narva Trans U21,0:0,FA Tartu Kalev
2024-05-26,FC Kuressaare U21,2:0,Läänemaa JK
2024-05-26,Jõhvi FC Phoenix,0:4,Tartu JK Tammeka U21
2024-05-26,Tallinna JK Legion,2:0,Pärnu Jalgpalliklubi
2024-06-20,Pärnu Jalgpalliklubi,1:3,FC Kuressaare U21
2024-05-30,Läänemaa JK,2:1,Nõmme Kalju FC U21
2024-05-30,FA Tartu Kalev,1:2,Jõhvi FC Phoenix
2024-05-30,Viljandi JK Tulevik,3:1,JK Narva Trans U21
2024-05-30,Tartu JK Tammeka U21,3:0,Tallinna JK Legion
2024-06-02,Viljandi JK Tulevik,2:3,FC Kuressaare U21
2024-06-02,Jõhvi FC Phoenix,3:2,Läänemaa JK
2024-06-03,JK Narva Trans U21,1:1,Tallinna JK Legion
2024-06-03,Tartu JK Tammeka U21,1:3,FA Tartu Kalev
2024-06-03,Nõmme Kalju FC U21,0:1,Pärnu Jalgpalliklubi
2024-06-14,FC Kuressaare U21,1:0,FA Tartu Kalev
2024-06-15,Läänemaa JK,3:3,Tartu JK Tammeka U21
2024-06-16,Nõmme Kalju FC U21,5:0,JK Narva Trans U21
2024-06-16,Tallinna JK Legion,2:1,Jõhvi FC Phoenix
2024-06-16,Pärnu Jalgpalliklubi,2:0,Viljandi JK Tulevik
2024-06-26,FA Tartu Kalev,3:0,Viljandi JK Tulevik
2024-06-29,Tartu JK Tammeka U21,3:0,Pärnu Jalgpalliklubi
2024-06-30,Tallinna JK Legion,5:1,Läänemaa JK
2024-06-30,Jõhvi FC Phoenix,1:1,Nõmme Kalju FC U21
2024-06-30,FC Kuressaare U21,0:1,JK Narva Trans U21
2024-09-05,Nõmme Kalju FC U21,8:0,FC Kuressaare U21
2024-07-06,JK Narva Trans U21,1:1,Tartu JK Tammeka U21
2024-07-06,FA Tartu Kalev,2:0,Tallinna JK Legion
2024-07-06,Viljandi JK Tulevik,1:2,Läänemaa JK
2024-09-07,Pärnu Jalgpalliklubi,2:6,Jõhvi FC Phoenix
2024-07-13,Tallinna JK Legion,2:1,Viljandi JK Tulevik
2024-07-13,FC Kuressaare U21,3:2,Jõhvi FC Phoenix
2024-07-14,JK Narva Trans U21,2:0,Pärnu Jalgpalliklubi
2024-07-14,Tartu JK Tammeka U21,2:4,Nõmme Kalju FC U21
2024-06-20,Läänemaa JK,2:0,FA Tartu Kalev
2024-07-20,Nõmme Kalju FC U21,5:1,Läänemaa JK
2024-07-20,Jõhvi FC Phoenix,0:5,Tallinna JK Legion
2024-07-20,Pärnu Jalgpalliklubi,2:4,FC Kuressaare U21
2024-07-20,Tartu JK Tammeka U21,7:1,FA Tartu Kalev
2024-07-21,Viljandi JK Tulevik,1:1,JK Narva Trans U21
2024-10-11,FC Kuressaare U21,1:0,JK Narva Trans U21
2024-07-26,Viljandi JK Tulevik,1:1,Jõhvi FC Phoenix
2024-07-27,FA Tartu Kalev,2:1,Pärnu Jalgpalliklubi
2024-07-28,Nõmme Kalju FC U21,2:1,Tallinna JK Legion
2024-07-28,Läänemaa JK,0:1,Tartu JK Tammeka U21
2024-08-03,Tallinna JK Legion,4:1,Läänemaa JK
2024-08-03,Jõhvi FC Phoenix,7:1,Tartu JK Tammeka U21
2024-08-03,Pärnu Jalgpalliklubi,1:2,Viljandi JK Tulevik
2024-08-04,JK Narva Trans U21,1:2,Nõmme Kalju FC U21
2024-08-05,FA Tartu Kalev,1:4,FC Kuressaare U21
2024-08-10,Läänemaa JK,1:1,FA Tartu Kalev
2024-08-10,Tallinna JK Legion,1:0,Viljandi JK Tulevik
2024-08-10,Tartu JK Tammeka U21,2:2,FC Kuressaare U21
2024-08-10,Nõmme Kalju FC U21,2:1,Jõhvi FC Phoenix
2024-08-11,JK Narva Trans U21,2:0,Pärnu Jalgpalliklubi
2024-08-15,FC Kuressaare U21,1:3,Läänemaa JK
2024-08-17,FA Tartu Kalev,1:0,Tallinna JK Legion
2024-08-17,Viljandi JK Tulevik,2:0,Nõmme Kalju FC U21
2024-08-18,Jõhvi FC Phoenix,1:1,JK Narva Trans U21
2024-08-19,Tartu JK Tammeka U21,7:0,Pärnu Jalgpalliklubi
2024-08-20,Viljandi JK Tulevik,2:3,Läänemaa JK
2024-08-21,JK Narva Trans U21,2:1,FA Tartu Kalev
2024-08-21,Jõhvi FC Phoenix,5:0,FC Kuressaare U21
2024-08-22,Nõmme Kalju FC U21,3:1,Tartu JK Tammeka U21
2024-08-22,Pärnu Jalgpalliklubi,0:4,Tallinna JK Legion
2024-08-25,Läänemaa JK,2:3,JK Narva Trans U21
2024-08-25,Tallinna JK Legion,0:2,Tartu JK Tammeka U21
2024-08-25,FC Kuressaare U21,1:1,Viljandi JK Tulevik
2024-08-25,Pärnu Jalgpalliklubi,5:2,Jõhvi FC Phoenix
2024-08-26,FA Tartu Kalev,3:5,Nõmme Kalju FC U21
2024-09-01,Tartu JK Tammeka U21,1:0,JK Narva Trans U21
2024-08-31,Tallinna JK Legion,2:1,FC Kuressaare U21
2024-08-31,FA Tartu Kalev,1:0,Viljandi JK Tulevik
2024-08-31,Nõmme Kalju FC U21,1:1,Pärnu Jalgpalliklubi
2024-08-31,Läänemaa JK,2:2,Jõhvi FC Phoenix
2024-09-13,JK Narva Trans U21,2:1,FC Kuressaare U21
2024-09-14,FA Tartu Kalev,2:1,Läänemaa JK
2024-09-14,Jõhvi FC Phoenix,2:5,Nõmme Kalju FC U21
2024-09-15,Viljandi JK Tulevik,3:1,Pärnu Jalgpalliklubi
2024-09-15,Tartu JK Tammeka U21,5:1,Tallinna JK Legion
2024-10-12,Tallinna JK Legion,2:1,Pärnu Jalgpalliklubi
2024-09-19,FC Kuressaare U21,0:1,FA Tartu Kalev
2024-09-19,Nõmme Kalju FC U21,3:2,JK Narva Trans U21
2024-09-19,Läänemaa JK,2:3,Viljandi JK Tulevik
2024-09-19,Tartu JK Tammeka U21,1:1,Jõhvi FC Phoenix
2024-09-22,Viljandi JK Tulevik,3:1,Tartu JK Tammeka U21
2024-09-22,Jõhvi FC Phoenix,1:2,FA Tartu Kalev
2024-09-22,Pärnu Jalgpalliklubi,1:1,Läänemaa JK
2024-09-22,JK Narva Trans U21,1:1,Tallinna JK Legion
2024-09-23,FC Kuressaare U21,3:0,Nõmme Kalju FC U21
2024-09-28,Tallinna JK Legion,1:3,Jõhvi FC Phoenix
2024-09-28,Pärnu Jalgpalliklubi,1:0,JK Narva Trans U21
2024-09-28,FA Tartu Kalev,1:4,Tartu JK Tammeka U21
2024-09-29,Läänemaa JK,2:1,FC Kuressaare U21
2024-10-04,Pärnu Jalgpalliklubi,0:1,Tartu JK Tammeka U21
2024-10-05,FC Kuressaare U21,1:2,Tallinna JK Legion
2024-10-05,Läänemaa JK,1:2,Nõmme Kalju FC U21
2024-10-06,JK Narva Trans U21,2:0,Jõhvi FC Phoenix
2024-10-06,Viljandi JK Tulevik,2:1,FA Tartu Kalev
2024-10-19,FA Tartu Kalev,1:1,JK Narva Trans U21
2024-10-20,Viljandi JK Tulevik,0:1,Tallinna JK Legion
2024-10-20,Tartu JK Tammeka U21,1:1,Läänemaa JK
2024-10-20,Jõhvi FC Phoenix,6:3,Pärnu Jalgpalliklubi
2024-10-21,Nõmme Kalju FC U21,2:3,FC Kuressaare U21
2024-10-24,Tallinna JK Legion,1:1,Nõmme Kalju FC U21
2024-10-24,JK Narva Trans U21,4:1,Läänemaa JK
2024-10-24,FC Kuressaare U21,2:2,Jõhvi FC Phoenix
2024-10-24,Tartu JK Tammeka U21,1:1,Viljandi JK Tulevik
2024-10-24,Pärnu Jalgpalliklubi,2:3,FA Tartu Kalev
2024-10-27,Läänemaa JK,2:1,Pärnu Jalgpalliklubi
2024-10-27,Jõhvi FC Phoenix,2:1,Viljandi JK Tulevik
2024-10-27,FC Kuressaare U21,1:4,Tartu JK Tammeka U21
2024-10-28,Tallinna JK Legion,2:4,JK Narva Trans U21
2024-10-28,Nõmme Kalju FC U21,5:1,FA Tartu Kalev
2024-11-02,FA Tartu Kalev,0:0,Jõhvi FC Phoenix
2024-11-03,Viljandi JK Tulevik,4:3,FC Kuressaare U21
2024-11-03,Pärnu Jalgpalliklubi,1:10,Nõmme Kalju FC U21
2024-11-03,Läänemaa JK,1:6,Tallinna JK Legion
2024-11-04,JK Narva Trans U21,0:2,Tartu JK Tammeka U21
2024-11-10,Tallinna JK Legion,0:2,FA Tartu Kalev
2024-11-10,JK Narva Trans U21,4:2,Viljandi JK Tulevik
2024-11-10,FC Kuressaare U21,3:1,Pärnu Jalgpalliklubi
2024-11-10,Tartu JK Tammeka U21,4:1,Nõmme Kalju FC U21
2024-11-10,Jõhvi FC Phoenix,6:3,Läänemaa JK
