Date,Home,Result,Away
2021-04-21,FC Kuressaare,2:1,Pärnu JK Vaprus
2021-04-21,Tallinna FCI Levadia,3:2,JK Narva Trans
2021-04-21,Paide Linnameeskond,2:1,Nõmme Kalju FC
2021-04-24,Tallinna JK Legion,2:1,Viljandi JK Tulevik
2021-04-25,Pärnu JK Vaprus,1:3,Paide Linnameeskond
2021-04-25,JK Narva Trans,2:0,FC Kuressaare
2021-04-25,Tallinna FC Flora,0:0,Tallinna FCI Levadia
2021-04-25,Nõmme Kalju FC,4:1,Tartu JK Tammeka
2021-05-01,Paide Linnameeskond,1:0,Tallinna JK Legion
2021-05-01,Viljandi JK Tulevik,1:3,Nõmme Kalju FC
2021-05-02,Tartu JK Tammeka,1:2,Tallinna FCI Levadia
2021-07-04,Pärnu JK Vaprus,2:1,JK Narva Trans
2021-04-30,FC Kuressaare,0:4,Tallinna FC Flora
2021-05-04,FC Kuressaare,2:2,Paide Linnameeskond
2021-05-05,Tallinna FCI Levadia,4:1,Viljandi JK Tulevik
2021-05-05,JK Narva Trans,2:1,Tartu JK Tammeka
2021-05-05,Nõmme Kalju FC,1:2,Tallinna FC Flora
2021-05-11,Tallinna JK Legion,7:1,Pärnu JK Vaprus
2021-05-08,Tallinna FC Flora,2:1,Tallinna JK Legion
2021-05-08,Tartu JK Tammeka,0:1,FC Kuressaare
2021-05-08,JK Narva Trans,1:2,Nõmme Kalju FC
2021-05-09,Paide Linnameeskond,1:2,Tallinna FCI Levadia
2021-05-15,Viljandi JK Tulevik,1:2,FC Kuressaare
2021-05-15,JK Narva Trans,0:3,Tallinna JK Legion
2021-05-15,Pärnu JK Vaprus,0:4,Tallinna FCI Levadia
2021-05-16,Nõmme Kalju FC,0:0,Paide Linnameeskond
2021-10-27,Tallinna FC Flora,9:0,Tartu JK Tammeka
2021-07-04,Tartu JK Tammeka,0:2,Tallinna JK Legion
2021-05-18,FC Kuressaare,1:2,JK Narva Trans
2021-05-19,Tallinna FCI Levadia,2:4,Tallinna FC Flora
2021-05-19,Paide Linnameeskond,0:1,Viljandi JK Tulevik
2021-05-19,Pärnu JK Vaprus,1:7,Nõmme Kalju FC
2021-05-25,Viljandi JK Tulevik,1:0,Tallinna JK Legion
2021-05-25,Paide Linnameeskond,2:1,Pärnu JK Vaprus
2021-05-26,Tartu JK Tammeka,2:2,Nõmme Kalju FC
2021-05-26,FC Kuressaare,2:3,Tallinna FCI Levadia
2021-05-26,JK Narva Trans,0:2,Tallinna FC Flora
2021-05-29,Tallinna FC Flora,3:0,Viljandi JK Tulevik
2021-05-29,JK Narva Trans,0:1,Paide Linnameeskond
2021-05-29,Tallinna JK Legion,2:3,Tallinna FCI Levadia
2021-05-30,Tartu JK Tammeka,2:2,Pärnu JK Vaprus
2021-05-30,FC Kuressaare,0:2,Nõmme Kalju FC
2021-07-16,Pärnu JK Vaprus,0:4,Tallinna FC Flora
2021-07-17,FC Kuressaare,1:1,Tallinna JK Legion
2021-07-17,Viljandi JK Tulevik,0:1,JK Narva Trans
2021-07-18,Paide Linnameeskond,1:1,Tartu JK Tammeka
2021-07-18,Tallinna FCI Levadia,4:1,Nõmme Kalju FC
2021-08-01,JK Narva Trans,1:4,Tallinna FCI Levadia
2021-08-01,Nõmme Kalju FC,3:1,Tallinna JK Legion
2021-06-30,Tallinna FC Flora,3:3,Paide Linnameeskond
2021-07-30,Pärnu JK Vaprus,2:1,FC Kuressaare
2021-07-31,Viljandi JK Tulevik,5:3,Tartu JK Tammeka
2021-08-06,Tallinna JK Legion,2:1,Pärnu JK Vaprus
2021-08-07,Tallinna FCI Levadia,3:0,FC Kuressaare
2021-08-07,Paide Linnameeskond,3:1,Viljandi JK Tulevik
2021-08-08,Tartu JK Tammeka,0:3,Nõmme Kalju FC
2021-09-22,Tallinna FC Flora,5:2,JK Narva Trans
2021-08-13,Tallinna FCI Levadia,4:0,Tartu JK Tammeka
2021-08-14,FC Kuressaare,1:0,Tallinna FC Flora
2021-08-14,Tallinna JK Legion,0:0,JK Narva Trans
2021-08-15,Nõmme Kalju FC,3:1,Viljandi JK Tulevik
2021-08-15,Pärnu JK Vaprus,1:1,Paide Linnameeskond
2021-12-01,Tallinna FCI Levadia,1:5,Tallinna FC Flora
2021-08-20,Viljandi JK Tulevik,1:0,Pärnu JK Vaprus
2021-08-20,Tallinna JK Legion,1:2,Paide Linnameeskond
2021-08-21,Nõmme Kalju FC,1:1,JK Narva Trans
2021-08-22,FC Kuressaare,2:0,Tartu JK Tammeka
2021-08-27,Viljandi JK Tulevik,4:1,Tartu JK Tammeka
2021-08-28,Paide Linnameeskond,4:1,FC Kuressaare
2021-08-28,JK Narva Trans,3:0,Pärnu JK Vaprus
2021-08-29,Tallinna FC Flora,5:1,Tallinna JK Legion
2021-08-29,Tallinna FCI Levadia,2:1,Nõmme Kalju FC
2021-09-10,Tallinna JK Legion,3:1,Tartu JK Tammeka
2021-09-11,JK Narva Trans,1:0,Viljandi JK Tulevik
2021-09-11,Nõmme Kalju FC,0:3,FC Kuressaare
2021-09-12,Paide Linnameeskond,0:3,Tallinna FCI Levadia
2021-09-12,Pärnu JK Vaprus,0:6,Tallinna FC Flora
2021-09-18,Tallinna JK Legion,3:1,Viljandi JK Tulevik
2021-09-18,FC Kuressaare,6:0,Pärnu JK Vaprus
2021-09-18,Tallinna FCI Levadia,3:0,JK Narva Trans
2021-09-19,Tallinna FC Flora,2:0,Nõmme Kalju FC
2021-09-19,Tartu JK Tammeka,2:5,Paide Linnameeskond
2021-10-20,Pärnu JK Vaprus,1:2,Tartu JK Tammeka
2021-09-25,Tallinna JK Legion,1:2,Tallinna FCI Levadia
2021-09-26,Viljandi JK Tulevik,2:2,Tallinna FC Flora
2021-09-26,Nõmme Kalju FC,3:2,Paide Linnameeskond
2021-09-26,JK Narva Trans,2:2,FC Kuressaare
2021-10-02,Paide Linnameeskond,4:0,JK Narva Trans
2021-10-02,Nõmme Kalju FC,2:2,Tallinna JK Legion
2021-10-03,FC Kuressaare,1:0,Viljandi JK Tulevik
2021-10-03,Tallinna FC Flora,3:0,Tartu JK Tammeka
2021-10-09,Tallinna FCI Levadia,5:0,Pärnu JK Vaprus
2021-10-16,Viljandi JK Tulevik,3:2,Tallinna FCI Levadia
2021-10-16,Tartu JK Tammeka,2:1,JK Narva Trans
2021-10-16,Pärnu JK Vaprus,1:4,Nõmme Kalju FC
2021-10-17,FC Kuressaare,0:2,Tallinna JK Legion
2021-10-17,Paide Linnameeskond,1:1,Tallinna FC Flora
2021-10-30,Pärnu JK Vaprus,1:2,Viljandi JK Tulevik
2021-10-30,Paide Linnameeskond,4:0,Tallinna JK Legion
2021-10-30,Tartu JK Tammeka,1:0,FC Kuressaare
2021-10-31,JK Narva Trans,0:2,Tallinna FC Flora
2021-10-31,Nõmme Kalju FC,1:2,Tallinna FCI Levadia
2021-11-05,Tartu JK Tammeka,2:0,Viljandi JK Tulevik
2021-11-06,Tallinna FCI Levadia,2:2,Tallinna JK Legion
2021-11-06,Pärnu JK Vaprus,0:4,FC Kuressaare
2021-11-07,JK Narva Trans,1:5,Paide Linnameeskond
2021-11-07,Nõmme Kalju FC,0:1,Tallinna FC Flora
2021-11-19,Viljandi JK Tulevik,0:2,FC Kuressaare
2021-11-20,Tallinna JK Legion,0:2,Tallinna FC Flora
2021-11-20,JK Narva Trans,0:0,Nõmme Kalju FC
2021-11-21,Tartu JK Tammeka,2:3,Pärnu JK Vaprus
2021-11-21,Tallinna FCI Levadia,1:0,Paide Linnameeskond
2021-11-27,Tallinna JK Legion,2:2,Nõmme Kalju FC
2021-11-28,JK Narva Trans,0:2,Tallinna FCI Levadia
2021-11-28,Tallinna FC Flora,3:0,Paide Linnameeskond
2021-12-04,Tallinna JK Legion,0:2,JK Narva Trans
2021-12-04,Paide Linnameeskond,5:3,Nõmme Kalju FC
2021-12-05,Tallinna FC Flora,2:2,Tallinna FCI Levadia
