Date,Home,Result,Away
1997-09-01,Eesti Põlevkivi,1:0,Viljandi JK Tulevik
1997-09-02,Lelle SK,2:1,FC Lantana
1997-09-02,Tallinna FC TVMK,0:3,Tallinna Sadam
1997-09-02,Tallinna FC Flora,1:0,JK Narva Trans
1997-05-03,Lelle SK,0:2,Tallinna FC Flora
1997-05-03,JK Narva Trans,1:2,FC Lantana
1997-05-03,Tallinna Sadam,0:1,FC Marlekor
1997-06-03,FC Lantana,1:0,JK Narva Trans
1997-06-03,FC Marlekor,0:1,Tallinna Sadam
1997-08-03,FC Lantana,2:2,Tallinna Sadam
1997-08-03,Tallinna FC TVMK,0:0,Viljandi JK Tulevik
1997-08-03,JK Narva Trans,1:0,Eesti Põlevkivi
1997-08-03,Tallinna FC Flora,7:0,Lelle SK
1997-10-04,Lelle SK,0:1,Viljandi JK Tulevik
1997-10-04,JK Narva Trans,2:4,Tallinna Sadam
1997-10-04,Eesti Põlevkivi,0:0,FC Lantana
1997-10-05,Tallinna FC Flora,3:0,Tallinna FC TVMK
1997-08-07,JK Narva Trans,0:0,FC Lantana
1997-08-09,Lelle SK,0:2,Tallinna FC TVMK
1997-08-09,Eesti Põlevkivi,1:1,Tallinna Sadam
1997-09-09,Tallinna Sadam,4:1,Lelle SK
1997-09-09,JK Narva Trans,0:2,Viljandi JK Tulevik
1997-05-10,FC Lantana,2:0,Tallinna Sadam
1997-05-10,Tallinna FC Flora,5:1,JK Narva Trans
1997-09-10,FC Lantana,2:1,Tallinna FC TVMK
1997-09-10,Eesti Põlevkivi,0:1,Tallinna FC Flora
1997-05-11,FC Marlekor,0:1,Lelle SK
1997-06-12,Tallinna Sadam,0:2,FC Lantana
1997-06-12,Lelle SK,3:0,FC Marlekor
1997-06-13,JK Narva Trans,0:4,Tallinna FC Flora
1997-09-13,Viljandi JK Tulevik,1:2,Tallinna Sadam
1997-09-14,JK Narva Trans,0:0,Lelle SK
1997-09-14,Tallinna FC Flora,2:1,FC Lantana
1997-09-14,Tallinna FC TVMK,0:2,Eesti Põlevkivi
1997-07-15,Viljandi JK Tulevik,3:1,Tallinna FC Flora
1997-08-15,Viljandi JK Tulevik,2:1,Lelle SK
1997-10-15,Lelle SK,3:0,Eesti Põlevkivi
1997-10-15,Tallinna FC TVMK,2:1,JK Narva Trans
1997-08-16,Tallinna FC TVMK,0:2,Tallinna FC Flora
1997-08-17,FC Lantana,1:1,Eesti Põlevkivi
1997-10-17,Tallinna Sadam,0:1,Tallinna FC Flora
1997-04-18,JK Narva Trans,1:0,Tallinna Sadam
1997-04-18,Tallinna FC Flora,2:0,FC Marlekor
1997-06-18,Lelle SK,0:4,Tallinna Sadam
1997-06-18,FC Lantana,0:0,Tallinna FC Flora
1997-06-18,JK Narva Trans,1:1,FC Marlekor
1997-08-18,Tallinna Sadam,4:0,JK Narva Trans
1997-10-18,FC Lantana,3:1,Viljandi JK Tulevik
1997-07-19,Tallinna FC Flora,4:0,Eesti Põlevkivi
1997-07-19,Lelle SK,0:5,Tallinna Sadam
1997-07-19,Tallinna FC TVMK,1:3,FC Lantana
1997-07-20,Viljandi JK Tulevik,2:3,JK Narva Trans
1997-09-20,Lelle SK,0:5,Tallinna FC Flora
1997-09-20,Tallinna Sadam,1:0,FC Lantana
1997-09-20,Eesti Põlevkivi,2:2,JK Narva Trans
1997-09-20,Viljandi JK Tulevik,1:2,Tallinna FC TVMK
1997-05-21,Tallinna Sadam,3:1,Lelle SK
1997-05-21,FC Marlekor,3:1,JK Narva Trans
1997-04-22,Tallinna FC Flora,5:1,Lelle SK
1997-05-22,Tallinna FC Flora,4:2,FC Lantana
1997-08-23,Eesti Põlevkivi,1:2,Lelle SK
1997-08-23,JK Narva Trans,2:0,Tallinna FC TVMK
1997-08-23,Viljandi JK Tulevik,3:2,FC Lantana
1997-08-24,Tallinna FC Flora,2:2,Tallinna Sadam
1997-04-26,Tallinna Sadam,1:1,Tallinna FC Flora
1997-04-26,FC Lantana,7:0,FC Marlekor
1997-05-26,Tallinna Sadam,3:1,JK Narva Trans
1997-07-26,Lelle SK,1:2,JK Narva Trans
1997-07-26,Tallinna Sadam,3:3,Viljandi JK Tulevik
1997-07-26,Eesti Põlevkivi,2:2,Tallinna FC TVMK
1997-10-26,FC Lantana,2:0,Lelle SK
1997-10-26,Tallinna Sadam,7:1,Tallinna FC TVMK
1997-10-26,Viljandi JK Tulevik,2:0,Eesti Põlevkivi
1997-10-26,JK Narva Trans,0:5,Tallinna FC Flora
1997-05-27,FC Marlekor,1:2,Tallinna FC Flora
1997-05-27,FC Lantana,3:0,Lelle SK
1997-09-27,Tallinna Sadam,4:1,Eesti Põlevkivi
1997-09-28,Tallinna FC Flora,2:0,Viljandi JK Tulevik
1997-09-28,Tallinna FC TVMK,2:1,Lelle SK
1997-09-28,FC Lantana,3:0,JK Narva Trans
1997-08-29,FC Lantana,0:3,Tallinna FC Flora
1997-05-31,JK Narva Trans,2:0,Lelle SK
1997-05-31,Tallinna FC Flora,0:1,Tallinna Sadam
1997-05-31,FC Marlekor,1:1,FC Lantana
