Date,Home,Result,Away
2000-04-01,Kohtla-Järve FC Lootus,0:1,Viljandi JK Tulevik
2000-04-01,Tallinna FC Flora,4:0,FC Valga
2000-04-01,Tallinna FC TVMK,1:2,JK Narva Trans
2000-04-01,FC Kuressaare,1:5,Tallinna FC Levadia
2000-05-01,Viljandi JK Tulevik,1:2,Tallinna FC Levadia
2000-05-01,JK Narva Trans,1:1,Tallinna FC Flora
2000-10-01,Tallinna FC Levadia,3:1,Tallinna FC Flora
2000-10-01,FC Kuressaare,1:1,Kohtla-Järve FC Lootus
2000-10-01,Viljandi JK Tulevik,2:2,Tallinna FC TVMK
2000-07-03,Tallinna FC Flora,1:0,FC Kuressaare
2000-07-03,JK Narva Trans,3:0,Viljandi JK Tulevik
2000-07-03,Kohtla-Järve FC Lootus,4:0,FC Valga
2000-07-03,Tallinna FC TVMK,1:2,Tallinna FC Levadia
2000-05-05,Tallinna FC Levadia,2:1,Kohtla-Järve FC Lootus
2000-05-05,Tallinna FC Flora,2:1,Viljandi JK Tulevik
2000-05-05,FC Kuressaare,0:2,JK Narva Trans
2000-05-05,FC Valga,0:1,Tallinna FC TVMK
2000-08-05,Viljandi JK Tulevik,4:3,JK Narva Trans
2000-08-05,FC Kuressaare,0:1,Tallinna FC Flora
2000-08-06,FC Valga,2:0,Kohtla-Järve FC Lootus
2000-08-06,Tallinna FC Levadia,2:1,Tallinna FC TVMK
2000-09-07,Tallinna FC Levadia,8:0,FC Valga
2000-09-07,Viljandi JK Tulevik,1:0,FC Kuressaare
2000-09-07,Tallinna FC TVMK,2:0,Tallinna FC Flora
2000-09-07,Kohtla-Järve FC Lootus,3:2,JK Narva Trans
2000-06-08,FC Kuressaare,0:2,Kohtla-Järve FC Lootus
2000-07-08,Tallinna FC TVMK,1:2,FC Kuressaare
2000-07-08,Tallinna FC Levadia,1:0,JK Narva Trans
2000-04-09,Tallinna FC Flora,5:0,Kohtla-Järve FC Lootus
2000-04-09,FC Kuressaare,1:6,Tallinna FC TVMK
2000-04-09,Viljandi JK Tulevik,0:0,FC Valga
2000-04-09,JK Narva Trans,2:3,Tallinna FC Levadia
2000-06-09,Viljandi JK Tulevik,0:0,Tallinna FC TVMK
2000-06-09,JK Narva Trans,9:0,FC Valga
2000-06-09,Tallinna FC Levadia,1:1,Tallinna FC Flora
2000-07-09,Kohtla-Järve FC Lootus,1:3,Tallinna FC Flora
2000-07-09,FC Valga,0:2,Viljandi JK Tulevik
2000-08-12,Kohtla-Järve FC Lootus,0:2,FC Kuressaare
2000-08-12,FC Valga,1:5,JK Narva Trans
2000-04-13,FC Valga,1:4,Kohtla-Järve FC Lootus
2000-04-13,Viljandi JK Tulevik,2:3,JK Narva Trans
2000-04-13,Tallinna FC Levadia,1:0,Tallinna FC TVMK
2000-04-13,FC Kuressaare,2:3,Tallinna FC Flora
2000-05-13,Tallinna FC TVMK,2:2,Tallinna FC Flora
2000-05-13,Tallinna FC Levadia,4:0,FC Valga
2000-05-13,Kohtla-Järve FC Lootus,0:2,JK Narva Trans
2000-05-13,Viljandi JK Tulevik,3:1,FC Kuressaare
2000-09-13,FC Valga,0:5,Tallinna FC Levadia
2000-09-13,Tallinna FC Flora,2:2,Tallinna FC TVMK
2000-09-13,JK Narva Trans,2:3,Kohtla-Järve FC Lootus
2000-09-13,FC Kuressaare,0:0,Viljandi JK Tulevik
2000-07-15,Viljandi JK Tulevik,1:0,Kohtla-Järve FC Lootus
2000-10-15,Tallinna FC Flora,3:0,FC Kuressaare
2000-10-15,JK Narva Trans,4:1,Viljandi JK Tulevik
2000-10-15,Tallinna FC TVMK,0:3,Tallinna FC Levadia
2000-10-15,Kohtla-Järve FC Lootus,2:0,FC Valga
2000-07-16,JK Narva Trans,0:3,Tallinna FC TVMK
2000-07-16,Tallinna FC Flora,3:0,FC Valga
2000-09-17,Kohtla-Järve FC Lootus,0:1,Tallinna FC Levadia
2000-09-17,Tallinna FC TVMK,6:2,FC Valga
2000-09-17,JK Narva Trans,1:1,FC Kuressaare
2000-09-17,Viljandi JK Tulevik,0:0,Tallinna FC Flora
2000-08-18,Viljandi JK Tulevik,1:4,Tallinna FC Levadia
2000-08-19,Tallinna FC TVMK,3:0,Kohtla-Järve FC Lootus
2000-08-19,FC Kuressaare,2:0,FC Valga
2000-07-20,JK Narva Trans,1:2,Tallinna FC Flora
2000-04-21,Kohtla-Järve FC Lootus,1:1,FC Kuressaare
2000-04-21,Tallinna FC Flora,2:3,Tallinna FC Levadia
2000-04-21,Tallinna FC TVMK,1:2,Viljandi JK Tulevik
2000-04-21,FC Valga,1:1,JK Narva Trans
2000-05-21,FC Valga,0:6,Tallinna FC Levadia
2000-05-21,JK Narva Trans,2:2,Kohtla-Järve FC Lootus
2000-05-21,Tallinna FC Flora,3:1,Tallinna FC TVMK
2000-05-21,FC Kuressaare,1:5,Viljandi JK Tulevik
2000-08-22,JK Narva Trans,2:2,Tallinna FC Levadia
2000-10-22,FC Valga,0:2,Viljandi JK Tulevik
2000-10-22,Kohtla-Järve FC Lootus,0:1,Tallinna FC Flora
2000-10-22,Tallinna FC TVMK,2:0,FC Kuressaare
2000-10-22,Tallinna FC Levadia,2:2,JK Narva Trans
2000-07-23,Kohtla-Järve FC Lootus,1:4,Viljandi JK Tulevik
2000-07-23,Tallinna FC TVMK,1:1,JK Narva Trans
2000-09-23,Kohtla-Järve FC Lootus,0:0,Tallinna FC TVMK
2000-09-23,Tallinna FC Flora,2:0,JK Narva Trans
2000-09-23,FC Valga,1:4,FC Kuressaare
2000-09-23,Tallinna FC Levadia,1:1,Viljandi JK Tulevik
2000-05-25,JK Narva Trans,4:0,FC Kuressaare
2000-05-25,Kohtla-Järve FC Lootus,0:3,Tallinna FC Levadia
2000-05-25,Tallinna FC TVMK,2:0,FC Valga
2000-05-25,Viljandi JK Tulevik,0:0,Tallinna FC Flora
2000-08-27,FC Kuressaare,2:4,JK Narva Trans
2000-08-27,FC Valga,0:2,Tallinna FC TVMK
2000-08-27,Tallinna FC Levadia,6:0,Kohtla-Järve FC Lootus
2000-09-27,Tallinna FC Flora,1:2,Tallinna FC Levadia
2000-09-27,Tallinna FC TVMK,3:1,Viljandi JK Tulevik
2000-09-27,JK Narva Trans,6:0,FC Valga
2000-08-28,Tallinna FC Flora,2:2,Viljandi JK Tulevik
2000-10-29,JK Narva Trans,0:2,Tallinna FC TVMK
2000-10-29,Viljandi JK Tulevik,2:1,Kohtla-Järve FC Lootus
2000-10-29,Tallinna FC Levadia,8:1,FC Kuressaare
2000-10-29,FC Valga,0:2,Tallinna FC Flora
2000-04-30,FC Kuressaare,2:0,FC Valga
2000-04-30,Tallinna FC TVMK,5:0,Kohtla-Järve FC Lootus
2000-05-30,FC Valga,3:0,FC Kuressaare
2000-06-30,FC Kuressaare,0:4,Tallinna FC Levadia
2000-06-30,FC Valga,0:3,Tallinna FC Flora
2000-07-30,FC Kuressaare,1:3,Tallinna FC TVMK
2000-07-30,Tallinna FC Flora,1:0,Kohtla-Järve FC Lootus
2000-05-31,Kohtla-Järve FC Lootus,0:1,Tallinna FC TVMK
2000-05-31,Tallinna FC Flora,0:1,JK Narva Trans
2000-05-31,Tallinna FC Levadia,1:1,Viljandi JK Tulevik
2000-07-31,Viljandi JK Tulevik,5:0,FC Valga
2000-08-31,Tallinna FC Levadia,3:0,FC Kuressaare
