Date,Home,Result,Away
2001-09-19,Tallinna FC TVMK,1:1,Viljandi JK Tulevik
2001-05-20,JK Narva Trans,5:0,Kohtla-Järve FC Lootus
2001-05-20,FC Levadia Tallinn,1:2,Tallinna FC Flora
2001-05-20,Viljandi JK Tulevik,1:4,Tallinna FC TVMK
2001-05-20,FC Kuressaare,1:3,Tallinna FC Levadia
2001-06-20,Tallinna FC Flora,3:1,FC Kuressaare
2001-06-20,Kohtla-Järve FC Lootus,0:0,Viljandi JK Tulevik
2001-06-20,JK Narva Trans,4:0,FC Levadia Tallinn
2001-10-21,Viljandi JK Tulevik,1:2,Tallinna FC Flora
2001-10-21,Tallinna FC TVMK,4:0,Kohtla-Järve FC Lootus
2001-10-21,FC Kuressaare,0:12,JK Narva Trans
2001-10-21,Tallinna FC Levadia,6:2,FC Levadia Tallinn
2001-07-22,Tallinna FC TVMK,5:1,FC Kuressaare
2001-07-22,JK Narva Trans,3:4,Tallinna FC Levadia
2001-07-22,Viljandi JK Tulevik,1:1,FC Levadia Tallinn
2001-09-22,Tallinna FC Levadia,2:0,Viljandi JK Tulevik
2001-08-23,Kohtla-Järve FC Lootus,1:1,FC Levadia Tallinn
2001-08-23,FC Kuressaare,1:2,Viljandi JK Tulevik
2001-09-23,FC Levadia Tallinn,1:4,Tallinna FC TVMK
2001-09-23,JK Narva Trans,0:0,Tallinna FC Flora
2001-09-23,FC Kuressaare,0:5,Kohtla-Järve FC Lootus
2001-06-26,Tallinna FC Levadia,3:0,Tallinna FC TVMK
2001-07-27,Tallinna FC Flora,1:0,Kohtla-Järve FC Lootus
2001-08-27,JK Narva Trans,6:3,Tallinna FC TVMK
2001-10-27,Kohtla-Järve FC Lootus,0:1,Tallinna FC Levadia
2001-10-27,JK Narva Trans,2:0,Viljandi JK Tulevik
2001-10-27,FC Levadia Tallinn,0:0,FC Kuressaare
2001-10-27,Tallinna FC Flora,0:0,Tallinna FC TVMK
2001-05-28,Tallinna FC TVMK,1:1,Viljandi JK Tulevik
2001-05-28,Kohtla-Järve FC Lootus,0:1,JK Narva Trans
2001-05-28,Tallinna FC Levadia,2:1,FC Kuressaare
2001-05-28,Tallinna FC Flora,3:1,FC Levadia Tallinn
2001-07-28,Tallinna FC Levadia,3:3,JK Narva Trans
2001-07-28,FC Kuressaare,1:7,Tallinna FC TVMK
2001-07-28,FC Levadia Tallinn,1:1,Viljandi JK Tulevik
2001-08-28,Tallinna FC Levadia,0:1,Tallinna FC Flora
2001-04-29,Viljandi JK Tulevik,3:0,Kohtla-Järve FC Lootus
2001-04-29,Tallinna FC TVMK,1:1,Tallinna FC Levadia
2001-04-29,FC Levadia Tallinn,0:0,JK Narva Trans
2001-04-29,FC Kuressaare,0:3,Tallinna FC Flora
2001-09-29,FC Levadia Tallinn,3:0,Kohtla-Järve FC Lootus
2001-09-29,Tallinna FC TVMK,1:0,JK Narva Trans
2001-09-29,Viljandi JK Tulevik,4:0,FC Kuressaare
2001-03-31,FC Kuressaare,1:6,Tallinna FC TVMK
2001-03-31,Tallinna FC Levadia,3:0,JK Narva Trans
