Date,Home,Result,Away
2015-07-03,Tartu JK Tammeka,1:0,Pärnu Linnameeskond
2015-07-04,JK Narva Trans,1:3,Tallinna FC Levadia
2015-06-05,Tallinna FC Flora,0:1,JK Narva Trans
2015-06-05,Paide Linnameeskond,1:5,Tallinna FC Levadia
2015-06-05,Tartu JK Tammeka,1:2,Tallinna FC Infonet
2015-07-05,Tallinna FC Flora,1:0,Tallinna FC Infonet
2015-06-06,Nõmme Kalju FC,0:2,JK Sillamäe Kalev
2015-06-06,Pärnu Linnameeskond,2:1,Viljandi JK Tulevik
2015-07-06,JK Sillamäe Kalev,2:1,Viljandi JK Tulevik
2015-07-06,Nõmme Kalju FC,2:1,Paide Linnameeskond
2015-05-08,JK Narva Trans,2:0,Nõmme Kalju FC
2015-05-08,Tartu JK Tammeka,0:5,JK Sillamäe Kalev
2015-05-08,Tallinna FC Infonet,2:0,Pärnu Linnameeskond
2015-05-09,Tallinna FC Levadia,1:1,Tallinna FC Flora
2015-07-10,Tallinna FC Infonet,1:2,Tallinna FC Levadia
2015-07-11,Pärnu Linnameeskond,0:1,JK Narva Trans
2015-07-13,Viljandi JK Tulevik,0:4,Tallinna FC Flora
2015-07-13,Paide Linnameeskond,1:1,JK Sillamäe Kalev
2015-07-13,Tartu JK Tammeka,1:2,Nõmme Kalju FC
2015-05-15,Viljandi JK Tulevik,3:1,Tartu JK Tammeka
2015-05-15,JK Sillamäe Kalev,1:0,JK Narva Trans
2015-05-16,Tallinna FC Levadia,3:0,Pärnu Linnameeskond
2015-05-16,Tallinna FC Infonet,1:0,Nõmme Kalju FC
2015-05-16,Tallinna FC Flora,2:1,Paide Linnameeskond
2015-05-22,Pärnu Linnameeskond,1:2,Tallinna FC Flora
2015-05-22,JK Narva Trans,2:0,Viljandi JK Tulevik
2015-05-22,Tartu JK Tammeka,3:2,Paide Linnameeskond
2015-05-23,Nõmme Kalju FC,1:2,Tallinna FC Levadia
2015-05-23,JK Sillamäe Kalev,0:0,Tallinna FC Infonet
2015-05-25,Paide Linnameeskond,1:0,JK Narva Trans
2015-05-26,Tallinna FC Levadia,2:0,JK Sillamäe Kalev
2015-05-26,Viljandi JK Tulevik,0:0,Tallinna FC Infonet
2015-05-26,Pärnu Linnameeskond,0:3,Nõmme Kalju FC
2015-05-26,Tallinna FC Flora,7:0,Tartu JK Tammeka
2015-06-26,Tartu JK Tammeka,2:3,Tallinna FC Levadia
2015-06-26,Tallinna FC Infonet,3:0,JK Narva Trans
2015-06-26,Viljandi JK Tulevik,1:0,Nõmme Kalju FC
2015-06-27,JK Sillamäe Kalev,1:2,Tallinna FC Flora
2015-06-27,Paide Linnameeskond,4:1,Pärnu Linnameeskond
2015-08-01,Paide Linnameeskond,4:1,Viljandi JK Tulevik
2015-08-01,Pärnu Linnameeskond,0:5,Tallinna FC Levadia
2015-08-03,JK Sillamäe Kalev,0:1,Tallinna FC Flora
2015-10-03,Tallinna FC Levadia,1:0,Tartu JK Tammeka
2015-08-04,Paide Linnameeskond,0:2,Tallinna FC Infonet
2015-08-04,Nõmme Kalju FC,4:3,Pärnu Linnameeskond
2015-08-04,JK Narva Trans,0:1,Tallinna FC Levadia
2015-08-07,Nõmme Kalju FC,2:1,JK Sillamäe Kalev
2015-08-07,Tallinna FC Infonet,1:1,Pärnu Linnameeskond
2015-08-08,Tartu JK Tammeka,1:1,Paide Linnameeskond
2015-08-08,Tallinna FC Flora,2:3,JK Narva Trans
2015-08-08,Viljandi JK Tulevik,0:4,Tallinna FC Levadia
2015-08-14,Pärnu Linnameeskond,1:5,Tallinna FC Flora
2015-08-14,Viljandi JK Tulevik,0:1,Tallinna FC Infonet
2015-08-14,Paide Linnameeskond,5:4,Nõmme Kalju FC
2015-08-15,JK Narva Trans,0:0,JK Sillamäe Kalev
2015-07-17,JK Narva Trans,4:2,Tartu JK Tammeka
2015-08-17,Tallinna FC Flora,4:1,Viljandi JK Tulevik
2015-07-18,Tallinna FC Infonet,2:2,Tallinna FC Levadia
2015-08-18,Pärnu Linnameeskond,2:2,JK Narva Trans
2015-08-18,JK Sillamäe Kalev,1:0,Paide Linnameeskond
2015-08-18,Tallinna FC Infonet,4:2,Tartu JK Tammeka
2015-08-18,Nõmme Kalju FC,0:0,Tallinna FC Levadia
2015-07-20,Nõmme Kalju FC,4:0,Viljandi JK Tulevik
2015-07-20,JK Sillamäe Kalev,3:3,Pärnu Linnameeskond
2015-07-20,Tallinna FC Flora,1:0,Paide Linnameeskond
2015-08-21,Tallinna FC Infonet,2:2,Nõmme Kalju FC
2015-08-21,Tartu JK Tammeka,1:4,Tallinna FC Flora
2015-08-22,JK Narva Trans,2:0,Paide Linnameeskond
2015-08-22,Viljandi JK Tulevik,1:2,Pärnu Linnameeskond
2015-08-22,Tallinna FC Levadia,2:1,JK Sillamäe Kalev
2015-07-24,Tallinna FC Infonet,3:0,JK Narva Trans
2015-07-25,Paide Linnameeskond,3:3,Pärnu Linnameeskond
2015-07-27,Tallinna FC Flora,1:1,Tallinna FC Levadia
2015-07-27,Viljandi JK Tulevik,1:2,JK Sillamäe Kalev
2015-07-27,Tartu JK Tammeka,0:3,Nõmme Kalju FC
2015-08-28,Pärnu Linnameeskond,0:1,Tartu JK Tammeka
2015-08-28,Viljandi JK Tulevik,2:3,JK Narva Trans
2015-08-28,Paide Linnameeskond,2:4,Tallinna FC Levadia
2015-08-29,Tallinna FC Flora,1:0,Nõmme Kalju FC
2015-08-29,JK Sillamäe Kalev,1:0,Tallinna FC Infonet
2015-07-31,JK Sillamäe Kalev,4:1,Tartu JK Tammeka
2015-07-31,JK Narva Trans,0:2,Nõmme Kalju FC
2015-07-31,Tallinna FC Flora,0:0,Tallinna FC Infonet
2015-08-31,Tartu JK Tammeka,1:0,Viljandi JK Tulevik
2015-10-01,Tallinna FC Infonet,2:1,Viljandi JK Tulevik
2015-11-01,Nõmme Kalju FC,1:0,Tartu JK Tammeka
2015-11-01,JK Sillamäe Kalev,2:1,Viljandi JK Tulevik
2015-10-02,Tallinna FC Flora,4:0,Pärnu Linnameeskond
2015-10-03,JK Sillamäe Kalev,2:0,JK Narva Trans
2015-10-03,Nõmme Kalju FC,1:0,Paide Linnameeskond
2015-11-07,Pärnu Linnameeskond,1:2,JK Sillamäe Kalev
2015-11-07,Paide Linnameeskond,2:1,Tallinna FC Flora
2015-11-07,Viljandi JK Tulevik,2:2,Nõmme Kalju FC
2015-11-07,Tallinna FC Levadia,5:0,Tallinna FC Infonet
2015-11-07,Tartu JK Tammeka,2:1,JK Narva Trans
2015-09-11,Pärnu Linnameeskond,2:1,Nõmme Kalju FC
2015-09-11,Viljandi JK Tulevik,3:2,Tartu JK Tammeka
2015-09-12,Tallinna FC Levadia,0:1,JK Narva Trans
2015-09-12,Tallinna FC Flora,3:1,JK Sillamäe Kalev
2015-09-12,Tallinna FC Infonet,1:0,Paide Linnameeskond
2015-09-14,Tartu JK Tammeka,0:1,Pärnu Linnameeskond
2015-08-15,Tartu JK Tammeka,1:6,Tallinna FC Levadia
2015-09-15,Nõmme Kalju FC,0:2,Tallinna FC Flora
2015-09-15,Tallinna FC Levadia,5:1,Paide Linnameeskond
2015-09-15,JK Narva Trans,2:0,Viljandi JK Tulevik
2015-09-15,Tallinna FC Infonet,3:1,JK Sillamäe Kalev
2015-10-17,JK Sillamäe Kalev,0:4,Nõmme Kalju FC
2015-10-17,Pärnu Linnameeskond,0:4,Tallinna FC Infonet
2015-10-17,JK Narva Trans,1:3,Tallinna FC Flora
2015-10-17,Viljandi JK Tulevik,0:3,Tallinna FC Levadia
2015-09-18,Tallinna FC Flora,2:1,Tartu JK Tammeka
2015-09-18,Pärnu Linnameeskond,1:0,Viljandi JK Tulevik
2015-10-18,Paide Linnameeskond,4:0,Tartu JK Tammeka
2015-09-19,Nõmme Kalju FC,1:1,Tallinna FC Infonet
2015-09-19,Paide Linnameeskond,1:2,JK Narva Trans
2015-09-19,JK Sillamäe Kalev,2:2,Tallinna FC Levadia
2015-10-23,Tartu JK Tammeka,1:4,JK Sillamäe Kalev
2015-10-24,Nõmme Kalju FC,1:1,JK Narva Trans
2015-10-24,Tallinna FC Levadia,0:0,Pärnu Linnameeskond
2015-10-24,Viljandi JK Tulevik,2:3,Paide Linnameeskond
2015-10-24,Tallinna FC Infonet,0:1,Tallinna FC Flora
2015-09-25,Tartu JK Tammeka,1:1,Tallinna FC Infonet
2015-09-26,Viljandi JK Tulevik,0:1,Tallinna FC Flora
2015-09-26,Paide Linnameeskond,1:1,JK Sillamäe Kalev
2015-09-26,Tallinna FC Levadia,1:2,Nõmme Kalju FC
2015-09-26,JK Narva Trans,5:0,Pärnu Linnameeskond
2015-10-30,JK Narva Trans,0:1,Tallinna FC Infonet
2015-10-31,Tallinna FC Levadia,0:2,Tallinna FC Flora
2015-10-31,Pärnu Linnameeskond,0:1,Paide Linnameeskond
