Date,Home,Result,Away
2019-05-30,Viimsi JK,9:0,Vändra JK Vaprus
2019-05-30,JK Tabasalu,0:5,Nõmme Kalju FC U21
2019-05-30,FC Nõmme United,3:2,Keila JK
2019-05-30,Võru FC Helios,3:2,Pärnu Jalgpalliklubi
2019-06-02,Pärnu Jalgpalliklubi,2:1,Viimsi JK
2019-06-02,Vändra JK Vaprus,5:0,Keila JK
2019-06-02,Nõmme Kalju FC U21,0:1,FC Nõmme United
2019-06-03,Põhja-Tallinna JK Volta,3:1,JK Tabasalu
2019-06-03,Paide Linnameeskond U21,2:4,Võru FC Helios
2019-06-13,Keila JK,2:3,Viimsi JK
2019-06-13,Pärnu Jalgpalliklubi,3:1,Nõmme Kalju FC U21
2019-06-15,FC Nõmme United,5:1,Paide Linnameeskond U21
2019-06-15,Võru FC Helios,1:6,Põhja-Tallinna JK Volta
2019-06-15,JK Tabasalu,1:3,Vändra JK Vaprus
2019-06-20,Põhja-Tallinna JK Volta,2:3,Pärnu Jalgpalliklubi
2019-06-20,Viimsi JK,1:2,FC Nõmme United
2019-06-20,Vändra JK Vaprus,4:1,Võru FC Helios
2019-06-20,Nõmme Kalju FC U21,3:0,Paide Linnameeskond U21
2019-06-20,Keila JK,2:1,JK Tabasalu
2019-06-26,Pärnu Jalgpalliklubi,6:0,Keila JK
2019-06-27,FC Nõmme United,2:1,Vändra JK Vaprus
2019-06-27,Võru FC Helios,1:4,Nõmme Kalju FC U21
2019-06-27,Paide Linnameeskond U21,0:6,JK Tabasalu
2019-06-28,Viimsi JK,5:0,Põhja-Tallinna JK Volta
2019-07-01,JK Tabasalu,3:1,Võru FC Helios
2019-07-01,Paide Linnameeskond U21,1:4,Keila JK
2019-07-01,Nõmme Kalju FC U21,4:1,Viimsi JK
2019-07-01,Vändra JK Vaprus,3:2,Pärnu Jalgpalliklubi
2019-08-19,Põhja-Tallinna JK Volta,0:2,FC Nõmme United
2019-07-04,FC Nõmme United,6:1,JK Tabasalu
2019-07-06,Viimsi JK,1:3,Võru FC Helios
2019-07-06,Keila JK,3:1,Nõmme Kalju FC U21
2019-07-06,Põhja-Tallinna JK Volta,1:4,Vändra JK Vaprus
2019-07-06,Pärnu Jalgpalliklubi,3:0,Paide Linnameeskond U21
2019-07-10,Paide Linnameeskond U21,1:1,FC Nõmme United
2019-07-20,Nõmme Kalju FC U21,10:0,Vändra JK Vaprus
2019-07-20,Võru FC Helios,1:1,Põhja-Tallinna JK Volta
2019-07-22,JK Tabasalu,1:1,Pärnu Jalgpalliklubi
2019-07-22,Keila JK,2:3,Viimsi JK
2019-07-26,Viimsi JK,4:3,Põhja-Tallinna JK Volta
2019-07-27,Pärnu Jalgpalliklubi,1:4,FC Nõmme United
2019-07-27,Vändra JK Vaprus,5:2,Keila JK
2019-07-28,Võru FC Helios,2:3,Paide Linnameeskond U21
2019-07-29,JK Tabasalu,1:2,Nõmme Kalju FC U21
2019-08-01,Paide Linnameeskond U21,1:3,Viimsi JK
2019-08-02,Põhja-Tallinna JK Volta,3:1,Keila JK
2019-08-02,Nõmme Kalju FC U21,2:1,Pärnu Jalgpalliklubi
2019-08-03,FC Nõmme United,2:2,Võru FC Helios
2019-08-03,Vändra JK Vaprus,4:1,JK Tabasalu
2019-08-08,Pärnu Jalgpalliklubi,4:2,Vändra JK Vaprus
2019-08-10,FC Nõmme United,4:1,Viimsi JK
2019-08-10,Võru FC Helios,0:3,JK Tabasalu
2019-08-10,Keila JK,0:2,Paide Linnameeskond U21
2019-08-11,Nõmme Kalju FC U21,3:2,Põhja-Tallinna JK Volta
2019-08-15,JK Tabasalu,4:1,Paide Linnameeskond U21
2019-08-16,Põhja-Tallinna JK Volta,0:3,Pärnu Jalgpalliklubi
2019-08-16,Viimsi JK,2:3,Nõmme Kalju FC U21
2019-08-16,Keila JK,0:6,FC Nõmme United
2019-08-17,Vändra JK Vaprus,6:1,Võru FC Helios
2019-08-24,Paide Linnameeskond U21,1:2,Põhja-Tallinna JK Volta
2019-08-25,FC Nõmme United,1:2,Nõmme Kalju FC U21
2019-08-25,Võru FC Helios,1:3,Pärnu Jalgpalliklubi
2019-08-25,JK Tabasalu,1:2,Keila JK
2019-08-25,Viimsi JK,2:1,Vändra JK Vaprus
2019-08-28,Pärnu Jalgpalliklubi,4:2,Viimsi JK
2019-08-29,Põhja-Tallinna JK Volta,3:4,JK Tabasalu
2019-08-29,Keila JK,4:2,Võru FC Helios
2019-08-29,Vändra JK Vaprus,2:0,FC Nõmme United
2019-08-29,Nõmme Kalju FC U21,3:4,Paide Linnameeskond U21
2019-09-01,FC Nõmme United,5:0,Põhja-Tallinna JK Volta
2019-09-01,Pärnu Jalgpalliklubi,4:2,Keila JK
2019-09-01,Võru FC Helios,0:3,Nõmme Kalju FC U21
2019-09-02,Paide Linnameeskond U21,1:1,Vändra JK Vaprus
2019-09-02,JK Tabasalu,4:2,Viimsi JK
2019-09-14,FC Nõmme United,4:2,Pärnu Jalgpalliklubi
2019-09-14,Vändra JK Vaprus,9:0,Põhja-Tallinna JK Volta
2019-09-15,Viimsi JK,3:0,Keila JK
2019-09-15,Paide Linnameeskond U21,7:3,Võru FC Helios
2019-09-15,Nõmme Kalju FC U21,1:2,JK Tabasalu
2019-10-02,JK Tabasalu,0:2,FC Nõmme United
2019-09-18,Pärnu Jalgpalliklubi,0:0,Võru FC Helios
2019-09-19,Keila JK,1:4,Vändra JK Vaprus
2019-09-19,Nõmme Kalju FC U21,1:1,Viimsi JK
2019-09-19,Põhja-Tallinna JK Volta,0:7,Paide Linnameeskond U21
2019-09-22,Keila JK,7:1,Põhja-Tallinna JK Volta
2019-09-22,Võru FC Helios,0:6,FC Nõmme United
2019-09-22,Vändra JK Vaprus,3:0,Nõmme Kalju FC U21
2019-09-22,Paide Linnameeskond U21,2:0,JK Tabasalu
2019-09-28,FC Nõmme United,6:1,Keila JK
2019-09-28,Võru FC Helios,1:3,Viimsi JK
2019-09-28,Vändra JK Vaprus,2:1,Paide Linnameeskond U21
2019-09-29,Pärnu Jalgpalliklubi,3:1,JK Tabasalu
2019-09-29,Põhja-Tallinna JK Volta,0:0,Nõmme Kalju FC U21
2019-10-05,FC Nõmme United,1:1,Vändra JK Vaprus
2019-10-05,Nõmme Kalju FC U21,0:1,Keila JK
2019-10-05,Paide Linnameeskond U21,3:1,Pärnu Jalgpalliklubi
2019-10-06,JK Tabasalu,6:2,Võru FC Helios
2019-10-06,Põhja-Tallinna JK Volta,2:1,Viimsi JK
2019-10-18,Paide Linnameeskond U21,2:4,Nõmme Kalju FC U21
2019-10-19,Võru FC Helios,0:3,Vändra JK Vaprus
2019-10-20,Viimsi JK,0:2,FC Nõmme United
2019-10-20,Pärnu Jalgpalliklubi,12:1,Põhja-Tallinna JK Volta
2019-10-20,Keila JK,1:1,JK Tabasalu
2019-10-26,FC Nõmme United,2:1,Paide Linnameeskond U21
2019-10-26,Nõmme Kalju FC U21,2:3,Võru FC Helios
2019-10-26,JK Tabasalu,4:0,Põhja-Tallinna JK Volta
2019-10-27,Keila JK,1:0,Pärnu Jalgpalliklubi
2019-10-27,Vändra JK Vaprus,3:1,Viimsi JK
2019-11-02,Viimsi JK,2:0,Paide Linnameeskond U21
2019-11-02,Võru FC Helios,0:3,Keila JK
2019-11-03,JK Tabasalu,2:2,Vändra JK Vaprus
2019-11-03,Pärnu Jalgpalliklubi,2:1,Nõmme Kalju FC U21
2019-11-03,Põhja-Tallinna JK Volta,0:14,FC Nõmme United
2019-11-10,Vändra JK Vaprus,1:3,Pärnu Jalgpalliklubi
2019-11-10,Nõmme Kalju FC U21,0:3,FC Nõmme United
2019-11-10,Viimsi JK,1:3,JK Tabasalu
2019-11-10,Põhja-Tallinna JK Volta,5:2,Võru FC Helios
2019-11-10,Paide Linnameeskond U21,2:4,Keila JK
