Date,Home,Result,Away
2020-06-28,Läänemaa JK,1:3,JK Tallinna Kalev U21
2020-07-02,Paide Linnameeskond U21,5:3,Keila JK
2020-07-02,Rakvere JK Tarvas,0:1,Läänemaa JK
2020-07-02,Tartu JK Welco,2:0,Võru FC Helios
2020-07-02,JK Tabasalu,1:2,Viimsi JK
2020-07-02,JK Tallinna Kalev U21,4:1,Nõmme Kalju FC U21
2020-07-05,Keila JK,2:2,JK Tabasalu
2020-07-05,Tartu JK Welco,2:3,JK Tallinna Kalev U21
2020-07-05,Võru FC Helios,2:5,Nõmme Kalju FC U21
2020-07-05,Paide Linnameeskond U21,4:0,Läänemaa JK
2020-07-05,Rakvere JK Tarvas,1:3,Viimsi JK
2020-07-10,JK Tabasalu,2:1,Paide Linnameeskond U21
2020-07-11,Läänemaa JK,4:1,Võru FC Helios
2020-07-11,Nõmme Kalju FC U21,1:0,Rakvere JK Tarvas
2020-07-11,Viimsi JK,1:1,Tartu JK Welco
2020-07-11,JK Tallinna Kalev U21,13:1,Keila JK
2020-07-16,Läänemaa JK,1:3,Tartu JK Welco
2020-07-16,Rakvere JK Tarvas,0:3,JK Tabasalu
2020-07-16,Paide Linnameeskond U21,1:2,JK Tallinna Kalev U21
2020-07-16,Nõmme Kalju FC U21,3:5,Keila JK
2020-07-16,Võru FC Helios,1:1,Viimsi JK
2020-07-19,JK Tabasalu,5:0,Nõmme Kalju FC U21
2020-07-19,Tartu JK Welco,3:0,Rakvere JK Tarvas
2020-07-19,Võru FC Helios,0:1,JK Tallinna Kalev U21
2020-07-19,Keila JK,4:4,Paide Linnameeskond U21
2020-07-19,Viimsi JK,0:1,Läänemaa JK
2020-07-25,Viimsi JK,0:1,JK Tabasalu
2020-07-25,Nõmme Kalju FC U21,2:5,Tartu JK Welco
2020-07-25,JK Tallinna Kalev U21,4:2,Läänemaa JK
2020-07-25,Rakvere JK Tarvas,2:4,Keila JK
2020-07-26,Paide Linnameeskond U21,3:0,Võru FC Helios
2020-08-01,JK Tallinna Kalev U21,2:3,Viimsi JK
2020-08-01,Keila JK,1:2,Võru FC Helios
2020-08-01,Tartu JK Welco,0:1,JK Tabasalu
2020-08-03,Paide Linnameeskond U21,4:3,Nõmme Kalju FC U21
2020-07-31,Läänemaa JK,3:0,Rakvere JK Tarvas
2020-08-08,Läänemaa JK,7:1,Keila JK
2020-08-08,JK Tabasalu,3:2,JK Tallinna Kalev U21
2020-08-08,Viimsi JK,6:0,Nõmme Kalju FC U21
2020-08-08,Rakvere JK Tarvas,0:3,Paide Linnameeskond U21
2020-08-08,Võru FC Helios,2:4,Tartu JK Welco
2020-08-14,JK Tabasalu,3:0,Läänemaa JK
2020-08-14,Nõmme Kalju FC U21,2:1,JK Tallinna Kalev U21
2020-08-15,Rakvere JK Tarvas,5:2,Võru FC Helios
2020-08-16,Keila JK,1:3,Tartu JK Welco
2020-08-16,Paide Linnameeskond U21,3:1,Viimsi JK
2020-10-07,Võru FC Helios,1:4,JK Tabasalu
2020-09-09,JK Tallinna Kalev U21,3:1,Rakvere JK Tarvas
2020-08-20,Läänemaa JK,3:1,Nõmme Kalju FC U21
2020-08-20,Viimsi JK,2:2,Keila JK
2020-08-20,Tartu JK Welco,1:3,Paide Linnameeskond U21
2020-10-10,Rakvere JK Tarvas,0:3,Võru FC Helios
2020-08-23,Paide Linnameeskond U21,4:1,Tartu JK Welco
2020-08-23,JK Tabasalu,2:0,Viimsi JK
2020-08-23,Keila JK,3:4,Läänemaa JK
2020-08-24,Nõmme Kalju FC U21,0:2,JK Tallinna Kalev U21
2020-09-06,JK Tallinna Kalev U21,3:1,Keila JK
2020-10-11,Viimsi JK,2:4,Nõmme Kalju FC U21
2020-08-29,Läänemaa JK,1:2,Rakvere JK Tarvas
2020-08-29,Tartu JK Welco,2:1,JK Tabasalu
2020-08-31,Võru FC Helios,1:6,Paide Linnameeskond U21
2020-09-12,Rakvere JK Tarvas,0:2,Tartu JK Welco
2020-09-13,Keila JK,0:1,JK Tabasalu
2020-09-13,Võru FC Helios,3:0,Nõmme Kalju FC U21
2020-09-13,Paide Linnameeskond U21,7:0,Läänemaa JK
2020-09-13,JK Tallinna Kalev U21,1:6,Viimsi JK
2020-09-17,Tartu JK Welco,1:0,JK Tallinna Kalev U21
2020-09-17,Nõmme Kalju FC U21,0:5,Läänemaa JK
2020-09-17,Viimsi JK,1:2,Paide Linnameeskond U21
2020-09-17,JK Tabasalu,2:1,Rakvere JK Tarvas
2020-09-17,Keila JK,1:3,Võru FC Helios
2020-10-08,JK Tallinna Kalev U21,1:3,Paide Linnameeskond U21
2020-09-20,Läänemaa JK,2:3,Võru FC Helios
2020-09-20,Tartu JK Welco,6:1,Keila JK
2020-09-20,Viimsi JK,4:3,Rakvere JK Tarvas
2020-09-21,JK Tabasalu,5:0,Nõmme Kalju FC U21
2020-09-26,Nõmme Kalju FC U21,1:3,Keila JK
2020-09-26,Läänemaa JK,2:0,Viimsi JK
2020-09-26,Võru FC Helios,0:2,Tartu JK Welco
2020-09-27,Paide Linnameeskond U21,6:0,JK Tabasalu
2020-09-30,Rakvere JK Tarvas,2:3,JK Tallinna Kalev U21
2020-10-02,JK Tabasalu,1:1,Läänemaa JK
2020-10-03,Keila JK,3:6,Paide Linnameeskond U21
2020-10-03,Nõmme Kalju FC U21,3:3,Rakvere JK Tarvas
2020-10-04,Võru FC Helios,0:5,JK Tallinna Kalev U21
2020-10-04,Tartu JK Welco,1:5,Viimsi JK
2020-10-16,Paide Linnameeskond U21,3:1,Nõmme Kalju FC U21
2020-10-17,Viimsi JK,2:5,Võru FC Helios
2020-10-17,Läänemaa JK,1:5,Tartu JK Welco
2020-10-17,Rakvere JK Tarvas,1:6,Keila JK
2020-10-18,JK Tallinna Kalev U21,1:0,JK Tabasalu
2020-10-24,Keila JK,0:0,Viimsi JK
2020-10-24,Paide Linnameeskond U21,7:0,Rakvere JK Tarvas
2020-10-24,Tartu JK Welco,4:1,Nõmme Kalju FC U21
2020-10-24,Võru FC Helios,3:4,JK Tabasalu
2020-10-25,JK Tallinna Kalev U21,4:1,Läänemaa JK
2020-11-14,Rakvere JK Tarvas,0:3,Nõmme Kalju FC U21
2020-10-29,Paide Linnameeskond U21,7:1,JK Tallinna Kalev U21
2020-10-31,JK Tabasalu,4:2,Tartu JK Welco
2020-10-31,Viimsi JK,3:1,Läänemaa JK
2020-10-31,Võru FC Helios,2:2,Keila JK
2020-11-06,JK Tabasalu,1:1,Paide Linnameeskond U21
2020-11-07,JK Tallinna Kalev U21,3:6,Tartu JK Welco
2020-11-08,Nõmme Kalju FC U21,1:0,Võru FC Helios
2020-11-09,Keila JK,0:1,Rakvere JK Tarvas
2020-11-12,Tartu JK Welco,2:7,Paide Linnameeskond U21
2020-11-21,Võru FC Helios,5:1,Rakvere JK Tarvas
2020-11-21,Keila JK,3:3,Nõmme Kalju FC U21
2020-11-22,JK Tabasalu,1:5,JK Tallinna Kalev U21
