Date,Home,Result,Away
2018-06-07,Tartu FC Santos,1:2,Tartu JK Welco
2018-06-08,Nõmme Kalju FC U21,1:2,Tallinna FC Flora U21
2018-06-08,JK Tallinna Kalev U21,1:0,Keila JK
2018-06-09,Tallinna FCI Levadia U21,3:0,Rakvere JK Tarvas
2018-06-09,Maardu Linnameeskond,8:1,FC Elva
2018-03-01,Tallinna FC Flora U21,2:2,Tallinna FCI Levadia U21
2018-11-01,Keila JK,3:2,Nõmme Kalju FC U21
2018-03-02,Nõmme Kalju FC U21,1:1,Keila JK
2018-03-02,Maardu Linnameeskond,5:1,Tartu JK Welco
2018-03-04,JK Tallinna Kalev U21,0:0,Rakvere JK Tarvas
2018-03-04,Tartu FC Santos,0:1,FC Elva
2018-03-08,Maardu Linnameeskond,4:1,Rakvere JK Tarvas
2018-03-09,Tallinna FCI Levadia U21,0:0,Tartu FC Santos
2018-03-10,Keila JK,0:9,Tallinna FC Flora U21
2018-03-11,Nõmme Kalju FC U21,3:2,Tartu JK Welco
2018-03-11,JK Tallinna Kalev U21,0:0,FC Elva
2018-03-15,Tartu JK Welco,1:1,Tallinna FCI Levadia U21
2018-03-17,Rakvere JK Tarvas,2:3,Keila JK
2018-03-17,Maardu Linnameeskond,2:0,Nõmme Kalju FC U21
2018-03-18,Tartu FC Santos,0:2,JK Tallinna Kalev U21
2018-03-18,Tallinna FC Flora U21,5:0,FC Elva
2018-04-01,Tallinna FCI Levadia U21,0:3,Maardu Linnameeskond
2018-03-29,JK Tallinna Kalev U21,2:0,Nõmme Kalju FC U21
2018-03-29,Tartu FC Santos,1:6,Tallinna FC Flora U21
2018-03-31,FC Elva,2:3,Rakvere JK Tarvas
2018-03-31,Tartu JK Welco,0:0,Keila JK
2018-04-05,JK Tallinna Kalev U21,1:1,Tartu JK Welco
2018-04-05,Tallinna FC Flora U21,1:1,Rakvere JK Tarvas
2018-04-05,Keila JK,0:0,FC Elva
2018-04-05,Maardu Linnameeskond,4:0,Tartu FC Santos
2018-04-05,Nõmme Kalju FC U21,2:0,Tallinna FCI Levadia U21
2018-04-08,FC Elva,2:0,Tartu JK Welco
2018-04-08,Tartu FC Santos,4:1,Keila JK
2018-04-09,Tallinna FC Flora U21,2:1,Maardu Linnameeskond
2018-04-09,Tallinna FCI Levadia U21,4:0,JK Tallinna Kalev U21
2018-04-09,Rakvere JK Tarvas,4:2,Nõmme Kalju FC U21
2018-04-12,Rakvere JK Tarvas,2:1,Tartu FC Santos
2018-04-14,JK Tallinna Kalev U21,0:4,Maardu Linnameeskond
2018-04-15,Nõmme Kalju FC U21,1:1,FC Elva
2018-04-15,Tartu JK Welco,1:0,Tallinna FC Flora U21
2018-04-15,Keila JK,0:0,Tallinna FCI Levadia U21
2018-04-19,Maardu Linnameeskond,4:0,Keila JK
2018-04-21,FC Elva,1:1,Tallinna FCI Levadia U21
2018-04-21,Tartu JK Welco,1:2,Rakvere JK Tarvas
2018-04-22,Tartu FC Santos,2:2,Nõmme Kalju FC U21
2018-04-22,Tallinna FC Flora U21,1:0,JK Tallinna Kalev U21
2018-04-26,Keila JK,0:1,Tartu JK Welco
2018-04-28,Rakvere JK Tarvas,5:1,FC Elva
2018-04-28,Nõmme Kalju FC U21,1:2,Maardu Linnameeskond
2018-04-29,JK Tallinna Kalev U21,1:0,Tartu FC Santos
2018-04-29,Tallinna FCI Levadia U21,0:4,Tallinna FC Flora U21
2018-05-01,Keila JK,0:2,Rakvere JK Tarvas
2018-05-01,Maardu Linnameeskond,6:0,Tartu JK Welco
