Date,Home,Result,Away
2007-07-21,Viljandi JK Tulevik,0:1,Tallinna FC TVMK
2007-07-21,JK Tallinna Kalev,2:1,Pärnu JK Vaprus
2007-09-22,JK Maag Tammeka,5:1,Lasnamäe FC Ajax
2007-09-22,JK Tallinna Kalev,1:3,Tallinna FC TVMK
2007-09-22,Tallinna FC Levadia,1:1,Tallinna FC Flora
2007-09-22,FC Kuressaare,0:3,JK Narva Trans
2007-09-22,Pärnu JK Vaprus,0:3,Viljandi JK Tulevik
2007-04-24,FC Kuressaare,2:2,Lasnamäe FC Ajax
2007-04-24,JK Tallinna Kalev,0:2,Pärnu JK Vaprus
2007-04-24,Viljandi JK Tulevik,1:1,Tallinna FC TVMK
2007-04-24,Tallinna FC Levadia,2:2,JK Maag Tammeka
2007-04-24,JK Narva Trans,3:1,Tallinna FC Flora
2007-07-24,Tallinna FC TVMK,4:0,FC Kuressaare
2007-07-24,JK Narva Trans,0:3,Tallinna FC Flora
2007-08-25,Tallinna FC Levadia,1:0,Tallinna FC TVMK
2007-08-25,JK Maag Tammeka,0:0,Tallinna FC Flora
2007-08-25,JK Tallinna Kalev,1:5,JK Narva Trans
2007-08-25,Pärnu JK Vaprus,2:0,Lasnamäe FC Ajax
2007-08-25,FC Kuressaare,0:2,Viljandi JK Tulevik
2007-05-26,Tallinna FC Levadia,4:2,JK Tallinna Kalev
2007-05-26,Tallinna FC Flora,4:0,Viljandi JK Tulevik
2007-05-26,Lasnamäe FC Ajax,0:6,Tallinna FC TVMK
2007-05-26,Pärnu JK Vaprus,0:3,JK Narva Trans
2007-05-26,JK Maag Tammeka,4:1,FC Kuressaare
2007-10-27,Viljandi JK Tulevik,0:6,Tallinna FC Levadia
2007-10-27,FC Kuressaare,0:3,Pärnu JK Vaprus
2007-10-27,JK Narva Trans,6:1,Lasnamäe FC Ajax
2007-10-27,Tallinna FC TVMK,1:2,Tallinna FC Flora
2007-10-27,JK Tallinna Kalev,2:2,JK Maag Tammeka
2007-04-28,Tallinna FC TVMK,2:2,JK Narva Trans
2007-04-28,JK Maag Tammeka,1:1,Viljandi JK Tulevik
2007-04-28,Lasnamäe FC Ajax,1:4,JK Tallinna Kalev
2007-04-28,Tallinna FC Flora,5:0,FC Kuressaare
2007-04-28,Pärnu JK Vaprus,0:5,Tallinna FC Levadia
2007-07-28,Pärnu JK Vaprus,2:0,FC Kuressaare
2007-07-28,JK Maag Tammeka,4:1,JK Tallinna Kalev
2007-07-28,Tallinna FC Levadia,5:0,Viljandi JK Tulevik
2007-07-28,Tallinna FC Flora,2:0,Tallinna FC TVMK
2007-05-29,FC Kuressaare,0:5,JK Narva Trans
2007-09-29,Viljandi JK Tulevik,3:2,FC Kuressaare
2007-09-29,JK Narva Trans,2:0,JK Tallinna Kalev
2007-09-29,Tallinna FC TVMK,2:6,Tallinna FC Levadia
2007-09-29,Tallinna FC Flora,3:1,JK Maag Tammeka
2007-09-29,Lasnamäe FC Ajax,1:7,Pärnu JK Vaprus
2007-06-30,Tallinna FC Levadia,2:1,Tallinna FC Flora
2007-06-30,Pärnu JK Vaprus,2:3,Viljandi JK Tulevik
2007-06-30,JK Maag Tammeka,2:0,Lasnamäe FC Ajax
2007-03-31,FC Kuressaare,0:1,Viljandi JK Tulevik
2007-03-31,Tallinna FC Levadia,2:0,Tallinna FC TVMK
2007-03-31,JK Tallinna Kalev,0:2,JK Narva Trans
2007-03-31,JK Maag Tammeka,0:0,Tallinna FC Flora
2007-03-31,Pärnu JK Vaprus,1:0,Lasnamäe FC Ajax
