Date,Home,Result,Away
2003-06-01,JK Narva Trans,1:2,FC Levadia Tallinn
2003-06-01,FC Levadia Maardu,0:3,Tallinna FC TVMK
2003-06-01,Viljandi JK Tulevik,0:2,Tallinna FC Flora
2003-09-01,Viljandi JK Tulevik,1:3,Tallinna FC TVMK
2003-09-01,FC Levadia Tallinn,4:2,FC Kuressaare
2003-09-01,FC Valga,0:3,FC Levadia Maardu
2003-11-02,Tallinna FC TVMK,1:3,Tallinna FC Flora
2003-11-02,FC Levadia Tallinn,1:1,FC Levadia Maardu
2003-11-02,JK Narva Trans,8:0,FC Kuressaare
2003-11-02,Viljandi JK Tulevik,3:1,FC Valga
2003-05-04,JK Narva Trans,4:0,FC Valga
2003-05-04,Tallinna FC TVMK,3:0,FC Kuressaare
2003-05-04,Viljandi JK Tulevik,0:2,FC Levadia Maardu
2003-08-04,Viljandi JK Tulevik,0:1,FC Levadia Maardu
2003-08-04,JK Narva Trans,3:0,FC Valga
2003-08-04,Tallinna FC TVMK,5:0,FC Kuressaare
2003-10-04,FC Levadia Tallinn,0:0,FC Valga
2003-10-04,JK Narva Trans,2:0,Tallinna FC TVMK
2003-10-04,FC Kuressaare,0:3,Viljandi JK Tulevik
2003-04-05,Viljandi JK Tulevik,0:0,Tallinna FC TVMK
2003-04-05,FC Valga,0:3,FC Levadia Maardu
2003-05-05,FC Levadia Tallinn,1:4,Tallinna FC Flora
2003-08-05,FC Levadia Tallinn,1:3,Tallinna FC Flora
2003-10-05,FC Levadia Maardu,1:3,Tallinna FC Flora
2003-08-09,Tallinna FC TVMK,4:3,JK Narva Trans
2003-08-09,FC Valga,4:1,FC Levadia Tallinn
2003-08-09,Viljandi JK Tulevik,5:0,FC Kuressaare
2003-07-10,FC Levadia Tallinn,2:3,FC Levadia Maardu
2003-07-10,Viljandi JK Tulevik,3:3,FC Valga
2003-07-10,JK Narva Trans,3:1,FC Kuressaare
2003-08-10,Tallinna FC Flora,1:0,FC Levadia Maardu
2003-07-11,Tallinna FC TVMK,4:4,Tallinna FC Flora
2003-03-13,FC Valga,1:2,Viljandi JK Tulevik
2003-05-13,FC Levadia Maardu,0:0,FC Valga
2003-05-13,Tallinna FC TVMK,4:0,Viljandi JK Tulevik
2003-05-13,FC Kuressaare,3:9,FC Levadia Tallinn
2003-08-13,FC Valga,2:2,JK Narva Trans
2003-09-13,FC Valga,0:1,JK Narva Trans
2003-09-13,FC Levadia Maardu,3:0,Viljandi JK Tulevik
2003-09-13,FC Kuressaare,0:2,Tallinna FC TVMK
2003-03-14,Tallinna FC Flora,2:2,Tallinna FC TVMK
2003-04-14,Viljandi JK Tulevik,0:0,FC Kuressaare
2003-05-14,Tallinna FC Flora,2:2,JK Narva Trans
2003-06-14,JK Narva Trans,1:2,Tallinna FC TVMK
2003-06-14,FC Kuressaare,0:4,Viljandi JK Tulevik
2003-07-14,JK Narva Trans,2:2,Viljandi JK Tulevik
2003-07-14,FC Kuressaare,0:2,FC Levadia Maardu
