Date,Home,Result,Away
1999-05-01,FS Junior Maardu,2:3,FC Valga
1999-05-01,FC Maardu,5:0,Paide Linnameeskond
1999-05-01,JK Sillamäe Kalev,1:4,Kohtla-Järve FC Lootus
1999-08-01,FC Kuressaare,8:1,FS Junior Maardu
1999-10-02,FC Pärnu Levadia,2:3,FC Kuressaare
1999-10-02,FC Valga,0:2,FS Junior Maardu
1999-10-02,Kohtla-Järve FC Lootus,1:0,JK Sillamäe Kalev
1999-10-02,Paide Linnameeskond,1:4,FC Maardu
1999-05-03,FC Kuressaare,3:0,FC Pärnu Levadia
1999-07-03,Paide Linnameeskond,0:5,FC Kuressaare
1999-07-03,FS Junior Maardu,5:0,JK Sillamäe Kalev
1999-07-03,FC Pärnu Levadia,1:4,FC Valga
1999-09-03,FC Pärnu Levadia,1:1,JK Sillamäe Kalev
1999-09-05,Kohtla-Järve FC Lootus,2:1,FC Kuressaare
1999-09-05,Paide Linnameeskond,0:1,FS Junior Maardu
1999-09-05,FC Maardu,3:0,FC Valga
1999-04-06,FC Pärnu Levadia,2:2,FS Junior Maardu
1999-06-06,Kohtla-Järve FC Lootus,4:0,FC Valga
1999-06-06,FS Junior Maardu,2:3,FC Kuressaare
1999-06-06,Paide Linnameeskond,0:1,FC Pärnu Levadia
1999-06-06,JK Sillamäe Kalev,0:1,FC Maardu
1999-10-06,Paide Linnameeskond,2:5,FC Pärnu Levadia
1999-10-06,Kohtla-Järve FC Lootus,4:0,FC Valga
1999-08-07,FS Junior Maardu,0:2,FC Maardu
1999-08-07,JK Sillamäe Kalev,1:5,FC Kuressaare
1999-08-07,Kohtla-Järve FC Lootus,3:1,FC Pärnu Levadia
1999-05-08,FC Pärnu Levadia,0:0,FC Maardu
1999-05-09,Kohtla-Järve FC Lootus,6:0,FS Junior Maardu
1999-05-09,FC Valga,1:4,FC Kuressaare
1999-04-10,Paide Linnameeskond,0:1,Kohtla-Järve FC Lootus
1999-08-10,FC Kuressaare,3:3,FC Pärnu Levadia
1999-04-11,FC Maardu,0:0,FC Kuressaare
1999-04-11,FC Valga,1:0,JK Sillamäe Kalev
1999-07-11,FC Kuressaare,2:3,Kohtla-Järve FC Lootus
1999-07-11,FC Valga,1:3,FC Maardu
1999-07-11,FS Junior Maardu,1:0,Paide Linnameeskond
1999-09-11,Kohtla-Järve FC Lootus,4:1,Paide Linnameeskond
1999-09-11,JK Sillamäe Kalev,0:1,FC Valga
1999-09-11,FS Junior Maardu,0:0,FC Pärnu Levadia
1999-06-12,FC Maardu,1:1,FS Junior Maardu
1999-06-12,FC Kuressaare,7:0,JK Sillamäe Kalev
1999-06-13,FC Pärnu Levadia,2:1,Kohtla-Järve FC Lootus
1999-06-13,FC Valga,0:0,Paide Linnameeskond
1999-04-14,FC Pärnu Levadia,0:3,Paide Linnameeskond
1999-08-14,FC Maardu,5:1,Paide Linnameeskond
1999-08-14,JK Sillamäe Kalev,0:3,Kohtla-Järve FC Lootus
1999-08-14,FS Junior Maardu,1:4,FC Valga
1999-05-15,FC Kuressaare,4:0,Paide Linnameeskond
1999-05-15,FC Maardu,3:1,Kohtla-Järve FC Lootus
1999-05-15,JK Sillamäe Kalev,1:0,FS Junior Maardu
1999-05-16,FC Valga,2:0,FC Pärnu Levadia
1999-10-16,FC Kuressaare,6:0,FC Valga
1999-10-16,FS Junior Maardu,4:2,Kohtla-Järve FC Lootus
1999-10-16,FC Maardu,4:3,FC Pärnu Levadia
1999-10-16,JK Sillamäe Kalev,6:1,Paide Linnameeskond
