Date,Home,Result,Away
1998-08-01,JK Merkuur Tartu,1:3,FC Pärnu Levadia
1998-08-02,FC Maardu,2:0,PJK
1998-08-02,FC Valga,2:1,JK Sillamäe Kalev
1998-08-03,FC Kuressaare,1:2,Kohtla-Järve FC Lootus
1998-10-03,JK Merkuur Tartu,0:2,Kohtla-Järve FC Lootus
1998-10-03,FC Kuressaare,4:1,JK Sillamäe Kalev
1998-10-04,FC Valga,1:0,FC Maardu
1998-10-04,FC Pärnu Levadia,4:2,PJK
1998-09-06,PJK,0:5,FC Valga
1998-09-06,Kohtla-Järve FC Lootus,1:3,FC Pärnu Levadia
1998-09-06,FC Kuressaare,2:3,JK Merkuur Tartu
1998-09-06,FC Maardu,5:1,JK Sillamäe Kalev
1998-10-07,FC Valga,0:1,Kohtla-Järve FC Lootus
1998-10-07,FC Kuressaare,3:1,PJK
1998-10-07,FC Maardu,1:1,FC Pärnu Levadia
1998-10-07,JK Sillamäe Kalev,1:0,JK Merkuur Tartu
1998-08-09,JK Sillamäe Kalev,2:1,FC Kuressaare
1998-08-09,PJK,1:3,FC Pärnu Levadia
1998-08-09,Kohtla-Järve FC Lootus,4:0,JK Merkuur Tartu
1998-08-12,FC Maardu,2:0,FC Valga
1998-09-12,FC Kuressaare,1:1,FC Pärnu Levadia
1998-09-12,JK Merkuur Tartu,0:1,FC Valga
1998-09-12,FC Maardu,6:1,Kohtla-Järve FC Lootus
1998-09-12,PJK,0:0,JK Sillamäe Kalev
1998-08-15,FC Pärnu Levadia,0:0,FC Maardu
1998-08-16,JK Merkuur Tartu,1:2,JK Sillamäe Kalev
1998-08-16,Kohtla-Järve FC Lootus,0:0,FC Valga
1998-08-17,PJK,2:2,FC Kuressaare
1998-07-18,JK Sillamäe Kalev,3:1,PJK
1998-07-18,FC Pärnu Levadia,3:0,FC Kuressaare
1998-10-18,FC Maardu,2:1,FC Kuressaare
1998-10-18,PJK,1:3,JK Merkuur Tartu
1998-10-18,Kohtla-Järve FC Lootus,3:4,JK Sillamäe Kalev
1998-10-18,FC Pärnu Levadia,1:0,FC Valga
1998-07-19,FC Valga,0:4,JK Merkuur Tartu
1998-07-19,Kohtla-Järve FC Lootus,0:0,FC Maardu
1998-09-19,JK Sillamäe Kalev,0:0,FC Pärnu Levadia
1998-09-20,FC Maardu,2:3,JK Merkuur Tartu
1998-09-20,Kohtla-Järve FC Lootus,4:1,PJK
1998-09-20,FC Valga,1:1,FC Kuressaare
1998-10-24,JK Sillamäe Kalev,0:1,FC Maardu
1998-10-24,FC Pärnu Levadia,0:0,Kohtla-Järve FC Lootus
1998-10-24,JK Merkuur Tartu,0:2,FC Kuressaare
1998-10-24,FC Valga,4:0,PJK
1998-07-26,FC Kuressaare,0:0,FC Valga
1998-07-26,PJK,3:1,Kohtla-Järve FC Lootus
1998-07-26,FC Pärnu Levadia,4:0,JK Sillamäe Kalev
1998-07-26,JK Merkuur Tartu,3:4,FC Maardu
1998-09-26,JK Sillamäe Kalev,0:0,FC Valga
1998-09-27,PJK,0:3,FC Maardu
1998-09-27,FC Pärnu Levadia,5:0,JK Merkuur Tartu
1998-09-28,Kohtla-Järve FC Lootus,1:1,FC Kuressaare
1998-08-29,FC Kuressaare,1:0,FC Maardu
1998-08-29,FC Valga,0:1,FC Pärnu Levadia
1998-08-30,JK Merkuur Tartu,3:2,PJK
1998-08-30,JK Sillamäe Kalev,0:1,Kohtla-Järve FC Lootus
