Date,Home,Result,Away
2002-04-01,Tallinna FC Flora,6:1,JK Narva Trans
2002-05-01,Tallinna FC TVMK,2:0,FC Levadia Tallinn
2002-05-01,JK Narva Trans,2:0,FC Pärnu Levadia
2002-05-01,FC Lootus Kohtla-Järve,1:2,FC Levadia Maardu
2002-05-01,Viljandi JK Tulevik,2:3,Tallinna FC Flora
2002-09-02,JK Narva Trans,1:1,FC Levadia Maardu
2002-09-02,Viljandi JK Tulevik,3:0,FC Pärnu Levadia
2002-09-02,FC Levadia Tallinn,2:1,Tallinna FC Flora
2002-09-02,Tallinna FC TVMK,8:0,FC Lootus Kohtla-Järve
2002-11-03,JK Narva Trans,0:3,Tallinna FC TVMK
2002-11-03,FC Levadia Maardu,0:0,Tallinna FC Flora
2002-11-03,FC Lootus Kohtla-Järve,1:0,FC Pärnu Levadia
2002-11-03,Viljandi JK Tulevik,2:0,FC Levadia Tallinn
2002-06-04,Viljandi JK Tulevik,2:3,FC Levadia Tallinn
2002-06-04,FC Lootus Kohtla-Järve,2:1,FC Pärnu Levadia
2002-06-04,Tallinna FC TVMK,7:0,JK Narva Trans
2002-04-05,FC Levadia Tallinn,1:2,Tallinna FC Flora
2002-04-05,FC Pärnu Levadia,1:6,Viljandi JK Tulevik
2002-04-05,FC Lootus Kohtla-Järve,0:3,Tallinna FC TVMK
2002-04-05,FC Levadia Maardu,1:1,JK Narva Trans
2002-06-05,FC Levadia Maardu,1:1,Tallinna FC Flora
2002-08-05,FC Lootus Kohtla-Järve,4:1,Viljandi JK Tulevik
2002-08-05,FC Levadia Maardu,2:0,FC Levadia Tallinn
2002-08-05,FC Pärnu Levadia,2:1,JK Narva Trans
2002-08-06,Tallinna FC TVMK,3:2,Tallinna FC Flora
2002-10-06,FC Lootus Kohtla-Järve,0:3,JK Narva Trans
2002-10-06,FC Pärnu Levadia,2:7,FC Levadia Maardu
2002-10-06,Viljandi JK Tulevik,5:1,Tallinna FC Flora
2002-10-06,Tallinna FC TVMK,3:2,FC Levadia Tallinn
2002-06-09,JK Narva Trans,4:1,FC Lootus Kohtla-Järve
2002-06-09,FC Levadia Tallinn,0:3,FC Levadia Maardu
2002-06-09,Tallinna FC Flora,3:1,FC Pärnu Levadia
2002-06-09,Viljandi JK Tulevik,3:1,Tallinna FC TVMK
2002-08-11,FC Levadia Maardu,4:0,FC Pärnu Levadia
2002-08-11,JK Narva Trans,1:0,FC Lootus Kohtla-Järve
2002-08-11,FC Levadia Tallinn,2:1,Tallinna FC TVMK
2002-07-12,Tallinna FC Flora,2:1,FC Levadia Tallinn
2002-08-12,Tallinna FC Flora,5:1,Viljandi JK Tulevik
2002-04-13,Tallinna FC TVMK,1:2,Tallinna FC Flora
2002-04-13,JK Narva Trans,3:1,FC Levadia Tallinn
2002-04-13,FC Pärnu Levadia,0:1,FC Levadia Maardu
2002-04-13,Viljandi JK Tulevik,1:1,FC Lootus Kohtla-Järve
2002-05-13,FC Levadia Tallinn,1:3,Viljandi JK Tulevik
2002-05-13,JK Narva Trans,0:3,Tallinna FC TVMK
2002-05-13,FC Pärnu Levadia,2:1,FC Lootus Kohtla-Järve
2002-06-13,FC Pärnu Levadia,1:7,Tallinna FC TVMK
2002-06-13,FC Levadia Maardu,3:0,Viljandi JK Tulevik
2002-06-13,FC Levadia Tallinn,1:0,FC Lootus Kohtla-Järve
2002-06-13,JK Narva Trans,3:2,Tallinna FC Flora
2002-09-13,Tallinna FC Flora,10:0,FC Levadia Tallinn
2002-05-14,Tallinna FC Flora,1:3,FC Levadia Maardu
2002-09-14,FC Pärnu Levadia,1:1,Viljandi JK Tulevik
2002-09-14,FC Lootus Kohtla-Järve,3:1,Tallinna FC TVMK
2002-09-14,FC Levadia Maardu,5:2,JK Narva Trans
2002-07-15,Viljandi JK Tulevik,0:0,FC Pärnu Levadia
2002-07-15,Tallinna FC TVMK,6:0,FC Lootus Kohtla-Järve
2002-04-17,FC Levadia Maardu,2:1,Tallinna FC TVMK
2002-04-17,FC Levadia Tallinn,2:2,FC Pärnu Levadia
2002-04-17,JK Narva Trans,2:0,Viljandi JK Tulevik
2002-06-17,Tallinna FC TVMK,6:0,FC Levadia Maardu
2002-06-17,Viljandi JK Tulevik,1:1,JK Narva Trans
2002-06-17,FC Pärnu Levadia,1:1,FC Levadia Tallinn
2002-06-17,FC Lootus Kohtla-Järve,0:3,Tallinna FC Flora
2002-04-18,Tallinna FC Flora,4:0,FC Lootus Kohtla-Järve
2002-07-18,JK Narva Trans,1:1,FC Levadia Maardu
2002-08-18,FC Lootus Kohtla-Järve,1:0,Tallinna FC Flora
2002-08-19,Tallinna FC TVMK,4:0,FC Levadia Maardu
2002-08-19,FC Pärnu Levadia,2:1,FC Levadia Tallinn
2002-08-19,Viljandi JK Tulevik,2:1,JK Narva Trans
2002-07-20,FC Pärnu Levadia,1:1,FC Lootus Kohtla-Järve
2002-10-20,FC Levadia Tallinn,0:5,FC Levadia Maardu
2002-10-20,JK Narva Trans,4:3,FC Pärnu Levadia
2002-10-20,Viljandi JK Tulevik,4:0,FC Lootus Kohtla-Järve
2002-06-21,FC Lootus Kohtla-Järve,3:1,Viljandi JK Tulevik
2002-06-21,FC Levadia Tallinn,2:3,JK Narva Trans
2002-06-21,Tallinna FC Flora,0:0,Tallinna FC TVMK
2002-10-21,Tallinna FC Flora,0:0,Tallinna FC TVMK
2002-03-22,Tallinna FC Flora,1:0,FC Levadia Maardu
2002-07-22,FC Levadia Tallinn,1:3,Viljandi JK Tulevik
2002-09-22,Viljandi JK Tulevik,0:1,FC Levadia Maardu
2002-09-22,JK Narva Trans,0:5,Tallinna FC Flora
2002-09-22,Tallinna FC TVMK,6:0,FC Pärnu Levadia
2002-09-22,FC Lootus Kohtla-Järve,1:1,FC Levadia Tallinn
2002-07-23,Tallinna FC TVMK,2:2,JK Narva Trans
2002-07-25,FC Levadia Maardu,5:0,FC Pärnu Levadia
2002-08-25,FC Pärnu Levadia,6:0,Tallinna FC TVMK
2002-08-25,FC Levadia Tallinn,1:1,FC Lootus Kohtla-Järve
2002-08-25,FC Levadia Maardu,3:0,Viljandi JK Tulevik
2002-04-26,FC Pärnu Levadia,0:4,Tallinna FC Flora
2002-04-26,FC Lootus Kohtla-Järve,4:2,JK Narva Trans
2002-04-26,Tallinna FC TVMK,4:1,Viljandi JK Tulevik
2002-05-26,FC Levadia Tallinn,0:4,Tallinna FC TVMK
2002-05-26,FC Pärnu Levadia,1:3,JK Narva Trans
2002-05-26,FC Levadia Maardu,6:2,FC Lootus Kohtla-Järve
2002-08-26,Tallinna FC Flora,1:0,JK Narva Trans
2002-10-26,FC Levadia Tallinn,0:4,JK Narva Trans
2002-10-26,Tallinna FC TVMK,3:6,Viljandi JK Tulevik
2002-10-26,FC Pärnu Levadia,0:7,Tallinna FC Flora
2002-04-27,FC Levadia Maardu,6:2,FC Levadia Tallinn
2002-05-27,Tallinna FC Flora,2:0,Viljandi JK Tulevik
2002-10-27,FC Levadia Maardu,1:0,FC Lootus Kohtla-Järve
2002-07-29,FC Lootus Kohtla-Järve,1:1,FC Levadia Maardu
2002-07-29,Tallinna FC Flora,7:0,FC Pärnu Levadia
2002-07-29,Viljandi JK Tulevik,4:4,Tallinna FC TVMK
2002-07-29,JK Narva Trans,3:0,FC Levadia Tallinn
2002-09-29,JK Narva Trans,1:0,Viljandi JK Tulevik
