Date,Home,Result,Away
2015-04-19,FC Kuressaare,2:2,Tartu FC Santos
2015-04-19,Kiviõli FC Irbis,0:3,Vändra JK Vaprus
2015-04-19,JK Tallinna Kalev,3:2,Tallinna FC Levadia II
2015-03-21,Tallinna FC Infonet II,5:0,Kiviõli FC Irbis
2015-03-22,Rakvere JK Tarvas,3:1,FC Kuressaare
2015-03-22,JK Tallinna Kalev,2:1,Vändra JK Vaprus
2015-03-22,Tallinna FC Flora II,4:0,Tartu FC Santos
2015-03-22,Nõmme Kalju FC II,1:2,Tallinna FC Levadia II
2015-04-24,Rakvere JK Tarvas,3:4,Tallinna FC Flora II
2015-04-24,Tallinna FC Infonet II,1:0,JK Tallinna Kalev
2015-04-26,FC Kuressaare,1:0,Nõmme Kalju FC II
2015-04-26,Tartu FC Santos,0:2,Kiviõli FC Irbis
2015-04-26,Vändra JK Vaprus,2:4,Tallinna FC Levadia II
2015-04-30,Rakvere JK Tarvas,1:2,JK Tallinna Kalev
2015-04-30,Kiviõli FC Irbis,3:1,FC Kuressaare
2015-07-01,Tartu FC Santos,5:1,Rakvere JK Tarvas
2015-06-03,JK Tallinna Kalev,1:2,FC Kuressaare
2015-06-03,Rakvere JK Tarvas,1:1,Kiviõli FC Irbis
2015-07-03,Vändra JK Vaprus,0:4,Tallinna FC Flora II
2015-07-03,Tallinna FC Levadia II,1:1,Kiviõli FC Irbis
2015-07-03,Nõmme Kalju FC II,0:2,JK Tallinna Kalev
2015-06-06,Tallinna FC Infonet II,3:0,Tallinna FC Levadia II
2015-05-07,Tallinna FC Flora II,3:1,Nõmme Kalju FC II
2015-06-07,FC Kuressaare,0:0,Rakvere JK Tarvas
2015-06-07,Nõmme Kalju FC II,1:3,Vändra JK Vaprus
2015-07-07,Tallinna FC Infonet II,10:1,FC Kuressaare
2015-05-09,Vändra JK Vaprus,1:0,Tallinna FC Infonet II
2015-05-09,JK Tallinna Kalev,0:0,Rakvere JK Tarvas
2015-05-09,FC Kuressaare,1:3,Kiviõli FC Irbis
2015-05-10,Tartu FC Santos,2:5,Tallinna FC Levadia II
2015-06-10,Tartu FC Santos,3:1,JK Tallinna Kalev
2015-07-10,Kiviõli FC Irbis,0:0,Nõmme Kalju FC II
2015-07-11,Tallinna FC Flora II,1:3,JK Tallinna Kalev
2015-07-11,Tartu FC Santos,2:3,Tallinna FC Infonet II
2015-07-12,FC Kuressaare,2:0,Tallinna FC Levadia II
2015-07-12,Rakvere JK Tarvas,1:0,Vändra JK Vaprus
2015-05-13,JK Tallinna Kalev,0:2,Tallinna FC Infonet II
2015-05-16,Kiviõli FC Irbis,7:3,Tartu FC Santos
2015-05-17,Tallinna FC Flora II,3:3,Rakvere JK Tarvas
2015-05-17,Tallinna FC Levadia II,4:3,Vändra JK Vaprus
2015-05-17,Nõmme Kalju FC II,0:1,FC Kuressaare
2015-06-21,FC Kuressaare,3:0,Tallinna FC Flora II
2015-05-23,Vändra JK Vaprus,0:2,Kiviõli FC Irbis
2015-05-24,Rakvere JK Tarvas,2:0,Nõmme Kalju FC II
2015-05-24,JK Tallinna Kalev,0:1,Tallinna FC Levadia II
2015-05-24,Tallinna FC Infonet II,3:1,Tallinna FC Flora II
2015-05-24,Tartu FC Santos,1:2,FC Kuressaare
2015-06-26,JK Tallinna Kalev,0:1,Vändra JK Vaprus
2015-05-27,Kiviõli FC Irbis,4:1,JK Tallinna Kalev
2015-05-27,Tallinna FC Flora II,3:2,Tallinna FC Levadia II
2015-05-27,FC Kuressaare,4:0,Vändra JK Vaprus
2015-05-27,Tartu FC Santos,1:2,Nõmme Kalju FC II
2015-05-27,Rakvere JK Tarvas,0:0,Tallinna FC Infonet II
2015-06-27,Kiviõli FC Irbis,4:2,Tallinna FC Infonet II
2015-06-27,Tallinna FC Levadia II,3:0,Nõmme Kalju FC II
2015-06-28,Tallinna FC Flora II,6:0,Tartu FC Santos
2015-05-31,Vändra JK Vaprus,1:3,Tartu FC Santos
2015-05-31,Tallinna FC Levadia II,2:0,Rakvere JK Tarvas
2015-05-31,Kiviõli FC Irbis,1:1,Tallinna FC Flora II
2015-05-31,Tallinna FC Infonet II,2:0,Nõmme Kalju FC II
2015-08-01,Vändra JK Vaprus,0:5,Nõmme Kalju FC II
2015-08-01,Kiviõli FC Irbis,3:1,Tallinna FC Flora II
2015-09-01,FC Kuressaare,1:3,Tartu FC Santos
2015-08-02,FC Kuressaare,1:0,JK Tallinna Kalev
2015-08-02,Tallinna FC Levadia II,1:0,Tallinna FC Infonet II
2015-09-03,Tallinna FC Levadia II,8:3,JK Tallinna Kalev
2015-09-04,Rakvere JK Tarvas,0:2,Tallinna FC Infonet II
2015-08-07,Tartu FC Santos,2:0,Tallinna FC Flora II
2015-08-07,FC Kuressaare,0:1,Rakvere JK Tarvas
2015-08-08,Vändra JK Vaprus,1:1,JK Tallinna Kalev
2015-08-09,Tallinna FC Levadia II,5:1,Nõmme Kalju FC II
2015-08-09,Tallinna FC Infonet II,12:1,Kiviõli FC Irbis
2015-09-10,Tallinna FC Flora II,2:1,Nõmme Kalju FC II
2015-09-10,Tartu FC Santos,0:2,FC Kuressaare
2015-09-10,Tallinna FC Levadia II,5:1,JK Tallinna Kalev
2015-09-12,Kiviõli FC Irbis,5:1,Vändra JK Vaprus
2015-09-13,Tallinna FC Infonet II,5:1,Rakvere JK Tarvas
2015-08-14,Kiviõli FC Irbis,0:5,Tallinna FC Levadia II
2015-08-16,Tartu FC Santos,0:4,Tallinna FC Infonet II
2015-08-16,Nõmme Kalju FC II,0:1,JK Tallinna Kalev
2015-08-16,Vändra JK Vaprus,2:1,Rakvere JK Tarvas
2015-07-17,Tallinna FC Infonet II,2:3,Tallinna FC Flora II
2015-07-17,Nõmme Kalju FC II,2:0,FC Kuressaare
2015-07-18,Vändra JK Vaprus,0:0,Tartu FC Santos
2015-07-19,Tallinna FC Levadia II,3:0,Rakvere JK Tarvas
2015-07-19,JK Tallinna Kalev,2:1,Kiviõli FC Irbis
2015-08-19,Kiviõli FC Irbis,0:1,Nõmme Kalju FC II
2015-08-19,JK Tallinna Kalev,0:2,Rakvere JK Tarvas
2015-08-19,Tallinna FC Levadia II,7:0,Tartu FC Santos
2015-08-19,Vändra JK Vaprus,0:0,Tallinna FC Flora II
2015-08-19,FC Kuressaare,4:4,Tallinna FC Infonet II
2015-08-22,Nõmme Kalju FC II,1:1,Rakvere JK Tarvas
2015-08-22,Tallinna FC Infonet II,5:2,Vändra JK Vaprus
2015-07-24,FC Kuressaare,2:2,Vändra JK Vaprus
2015-07-24,Tallinna FC Flora II,1:0,Tallinna FC Levadia II
2015-07-24,Tartu FC Santos,1:3,JK Tallinna Kalev
2015-07-24,Kiviõli FC Irbis,0:2,Rakvere JK Tarvas
2015-07-25,Tallinna FC Infonet II,3:3,Nõmme Kalju FC II
2015-08-25,Tallinna FC Flora II,4:1,JK Tallinna Kalev
2015-08-25,FC Kuressaare,3:6,Tallinna FC Levadia II
2015-08-25,Tartu FC Santos,5:1,Kiviõli FC Irbis
2015-07-28,Tallinna FC Flora II,6:0,FC Kuressaare
2015-08-28,Kiviõli FC Irbis,4:2,FC Kuressaare
2015-08-28,Rakvere JK Tarvas,2:0,Tallinna FC Flora II
2015-08-28,Tartu FC Santos,1:2,Nõmme Kalju FC II
2015-07-30,Rakvere JK Tarvas,3:1,Tartu FC Santos
2015-08-30,JK Tallinna Kalev,2:2,Tallinna FC Infonet II
2015-08-30,Tallinna FC Levadia II,6:3,Vändra JK Vaprus
2015-09-30,Nõmme Kalju FC II,1:2,Tallinna FC Flora II
2015-11-01,JK Tallinna Kalev,2:0,Tartu FC Santos
2015-11-01,Tallinna FC Levadia II,0:2,Tallinna FC Flora II
2015-11-01,Vändra JK Vaprus,1:1,FC Kuressaare
2015-11-01,Kiviõli FC Irbis,3:0,Rakvere JK Tarvas
2015-10-02,Tallinna FC Infonet II,0:1,Tartu FC Santos
2015-10-03,FC Kuressaare,0:3,Tallinna FC Flora II
2015-10-03,Kiviõli FC Irbis,3:4,Tallinna FC Levadia II
2015-10-04,Vändra JK Vaprus,2:0,Rakvere JK Tarvas
2015-10-04,JK Tallinna Kalev,2:2,Nõmme Kalju FC II
2015-11-08,Kiviõli FC Irbis,1:0,JK Tallinna Kalev
2015-11-08,Rakvere JK Tarvas,3:1,Tallinna FC Levadia II
2015-11-08,Tartu FC Santos,2:1,Vändra JK Vaprus
2015-11-08,Tallinna FC Flora II,3:1,Tallinna FC Infonet II
2015-11-08,FC Kuressaare,2:3,Nõmme Kalju FC II
2015-09-16,FC Kuressaare,0:1,Kiviõli FC Irbis
2015-09-16,Vändra JK Vaprus,1:4,Tallinna FC Levadia II
2015-09-16,Tallinna FC Flora II,1:1,Rakvere JK Tarvas
2015-09-16,Nõmme Kalju FC II,2:0,Tartu FC Santos
2015-09-16,Tallinna FC Infonet II,4:1,JK Tallinna Kalev
2015-10-16,Nõmme Kalju FC II,1:0,Tallinna FC Levadia II
2015-10-18,Tartu FC Santos,2:5,Tallinna FC Flora II
2015-10-18,Rakvere JK Tarvas,6:1,FC Kuressaare
2015-10-18,Kiviõli FC Irbis,1:4,Tallinna FC Infonet II
2015-10-18,Vändra JK Vaprus,1:2,JK Tallinna Kalev
2015-09-19,JK Tallinna Kalev,0:1,Tallinna FC Flora II
2015-09-19,Kiviõli FC Irbis,2:3,Tartu FC Santos
2015-09-20,Vändra JK Vaprus,0:9,Tallinna FC Infonet II
2015-09-20,Rakvere JK Tarvas,1:2,Nõmme Kalju FC II
2015-09-20,Tallinna FC Levadia II,13:1,FC Kuressaare
2015-10-24,FC Kuressaare,1:1,JK Tallinna Kalev
2015-09-25,Tallinna FC Flora II,0:1,Vändra JK Vaprus
2015-10-25,Tartu FC Santos,2:2,Rakvere JK Tarvas
2015-10-25,Tallinna FC Flora II,3:1,Kiviõli FC Irbis
2015-10-25,Vändra JK Vaprus,0:5,Nõmme Kalju FC II
2015-10-25,Tallinna FC Infonet II,3:4,Tallinna FC Levadia II
2015-09-26,FC Kuressaare,2:1,Tallinna FC Infonet II
2015-09-27,Rakvere JK Tarvas,0:0,JK Tallinna Kalev
2015-09-27,Nõmme Kalju FC II,4:2,Kiviõli FC Irbis
2015-09-27,Tartu FC Santos,1:1,Tallinna FC Levadia II
2015-10-31,Nõmme Kalju FC II,0:3,Tallinna FC Infonet II
