Date,Home,Result,Away
2013-07-26,JK Sillamäe Kalev,2:0,JK Tallinna Kalev
2013-07-26,FC Kuressaare,1:0,JK Narva Trans
2013-08-26,JK Sillamäe Kalev,1:1,Nõmme JK Kalju
2013-07-27,Tallinna FC Infonet,1:1,Nõmme JK Kalju
2013-07-29,Paide Linnameeskond,1:3,Tallinna FC Levadia
2013-08-31,JK Sillamäe Kalev,2:0,Tallinna FC Infonet
2013-08-31,Paide Linnameeskond,0:5,Tallinna FC Flora
2013-08-31,Tartu JK Tammeka,1:1,JK Narva Trans
2013-10-01,Tartu JK Tammeka,1:1,Tallinna FC Infonet
2013-10-01,Tallinna FC Levadia,2:1,Nõmme JK Kalju
2013-10-01,Tallinna FC Flora,2:0,JK Narva Trans
2013-11-02,Nõmme JK Kalju,5:0,Tallinna FC Infonet
2013-11-02,JK Narva Trans,3:1,FC Kuressaare
2013-11-02,JK Tallinna Kalev,0:9,JK Sillamäe Kalev
2013-11-02,Tartu JK Tammeka,0:4,Tallinna FC Flora
2013-11-03,Tallinna FC Levadia,1:0,Paide Linnameeskond
2013-10-05,Nõmme JK Kalju,2:2,Tallinna FC Flora
2013-10-05,JK Sillamäe Kalev,1:2,Tallinna FC Levadia
2013-10-05,JK Tallinna Kalev,0:4,JK Narva Trans
2013-11-06,Tartu JK Tammeka,3:2,FC Kuressaare
2013-11-09,Tallinna FC Flora,0:3,JK Sillamäe Kalev
2013-11-09,Paide Linnameeskond,1:0,JK Tallinna Kalev
2013-11-09,Tallinna FC Infonet,3:2,JK Narva Trans
2013-11-09,FC Kuressaare,2:4,Tallinna FC Levadia
2013-11-09,Tartu JK Tammeka,0:3,Nõmme JK Kalju
2013-10-12,FC Kuressaare,1:4,JK Tallinna Kalev
2013-09-17,JK Tallinna Kalev,1:1,Tallinna FC Flora
2013-09-17,Tartu JK Tammeka,0:2,Tallinna FC Levadia
2013-09-17,Nõmme JK Kalju,2:0,Paide Linnameeskond
2013-09-17,JK Sillamäe Kalev,2:1,JK Narva Trans
2013-09-17,FC Kuressaare,0:3,Tallinna FC Infonet
2013-10-19,Tallinna FC Levadia,3:1,Tallinna FC Flora
2013-10-19,JK Narva Trans,0:2,Nõmme JK Kalju
2013-10-19,Paide Linnameeskond,1:2,Tartu JK Tammeka
2013-10-19,FC Kuressaare,0:5,JK Sillamäe Kalev
2013-10-19,JK Tallinna Kalev,3:1,Tallinna FC Infonet
2013-09-21,Tallinna FC Levadia,5:0,JK Tallinna Kalev
2013-09-21,Tallinna FC Flora,0:0,Paide Linnameeskond
2013-09-21,Tartu JK Tammeka,1:2,JK Narva Trans
2013-09-21,Tallinna FC Infonet,1:0,JK Sillamäe Kalev
2013-09-21,FC Kuressaare,0:4,Nõmme JK Kalju
2013-10-22,Tallinna FC Infonet,1:2,Paide Linnameeskond
2013-09-24,JK Sillamäe Kalev,3:1,Paide Linnameeskond
2013-10-26,Nõmme JK Kalju,4:2,JK Tallinna Kalev
2013-10-26,Tallinna FC Flora,4:0,FC Kuressaare
2013-10-26,JK Sillamäe Kalev,6:0,Tartu JK Tammeka
2013-10-26,Paide Linnameeskond,0:3,JK Narva Trans
2013-10-26,Tallinna FC Infonet,0:3,Tallinna FC Levadia
2013-09-28,Nõmme JK Kalju,1:0,JK Sillamäe Kalev
2013-09-28,JK Narva Trans,0:2,Tallinna FC Levadia
2013-09-28,Paide Linnameeskond,4:1,FC Kuressaare
2013-09-28,Tallinna FC Infonet,1:2,Tallinna FC Flora
2013-09-28,JK Tallinna Kalev,2:1,Tartu JK Tammeka
