Date,Home,Result,Away
2017-03-19,FCI Tallinn U21,3:4,Rakvere JK Tarvas
2017-04-02,Maardu Linnameeskond,1:2,FC Elva
2017-04-02,Rakvere JK Tarvas,4:0,Tartu JK Welco
2017-03-30,FC Kuressaare,4:0,Tallinna FC Levadia U21
2017-04-08,FC Kuressaare,0:1,JK Tallinna Kalev
2017-04-09,Tallinna FC Levadia U21,0:0,Rakvere JK Tarvas
2017-04-09,Tartu JK Welco,2:2,FCI Tallinn U21
2017-04-14,Tartu FC Santos,6:0,FC Elva
2017-04-16,Maardu Linnameeskond,5:1,FC Kuressaare
2017-04-22,FC Kuressaare,4:0,FC Elva
2017-04-23,Tallinna FC Levadia U21,3:1,Tartu JK Welco
2017-04-26,Tallinna FC Levadia U21,0:1,Tallinna FC Flora U21
2017-04-26,Rakvere JK Tarvas,2:0,FC Elva
2017-04-27,Tartu FC Santos,1:4,FC Kuressaare
2017-05-02,JK Tallinna Kalev,1:4,Tallinna FC Levadia U21
2017-05-04,Tartu JK Welco,1:1,Maardu Linnameeskond
2017-05-06,Rakvere JK Tarvas,1:5,Tartu FC Santos
2017-05-06,FC Kuressaare,0:2,Tallinna FC Flora U21
2017-05-07,FC Elva,0:1,FCI Tallinn U21
2017-05-13,FC Kuressaare,3:2,Tartu FC Santos
2017-05-17,Tartu JK Welco,1:1,Tallinna FC Levadia U21
2017-05-18,FC Elva,0:1,FC Kuressaare
2017-05-20,FCI Tallinn U21,3:2,JK Tallinna Kalev
2017-05-20,Tartu FC Santos,0:0,Tallinna FC Flora U21
2017-05-24,FC Kuressaare,1:4,Maardu Linnameeskond
2017-05-24,Tallinna FC Flora U21,5:0,Tartu JK Welco
2017-05-24,Tallinna FC Levadia U21,1:2,FCI Tallinn U21
2017-05-24,Tartu FC Santos,6:1,FC Elva
2017-05-25,JK Tallinna Kalev,1:0,Rakvere JK Tarvas
2017-05-27,Maardu Linnameeskond,6:2,Tartu FC Santos
2017-05-28,JK Tallinna Kalev,1:2,FC Kuressaare
2017-05-28,Rakvere JK Tarvas,4:1,Tallinna FC Levadia U21
2017-05-28,FCI Tallinn U21,5:0,Tartu JK Welco
2017-05-28,FC Elva,1:2,Tallinna FC Flora U21
2017-06-01,Tallinna FC Flora U21,3:1,FCI Tallinn U21
2017-06-01,Tartu JK Welco,1:3,Rakvere JK Tarvas
2017-06-04,Tallinna FC Levadia U21,0:0,FC Kuressaare
2017-06-04,Tartu FC Santos,1:2,JK Tallinna Kalev
2017-06-04,FC Elva,4:3,Maardu Linnameeskond
2017-06-15,FC Elva,0:1,JK Tallinna Kalev
2017-06-17,Tallinna FC Levadia U21,0:1,Tartu FC Santos
2017-06-17,FC Kuressaare,2:2,Tartu JK Welco
2017-06-17,Rakvere JK Tarvas,2:1,FCI Tallinn U21
2017-06-17,Maardu Linnameeskond,1:0,Tallinna FC Flora U21
2017-07-01,FC Elva,0:3,Tallinna FC Levadia U21
2017-07-03,FCI Tallinn U21,3:3,FC Kuressaare
2017-06-29,Tartu JK Welco,0:0,Tartu FC Santos
2017-06-29,Maardu Linnameeskond,3:2,JK Tallinna Kalev
2017-07-06,FCI Tallinn U21,5:1,Tartu FC Santos
2017-07-07,Tallinna FC Levadia U21,1:2,Maardu Linnameeskond
2017-07-07,JK Tallinna Kalev,1:1,Tallinna FC Flora U21
2017-07-07,Rakvere JK Tarvas,2:1,FC Kuressaare
2017-07-09,FC Elva,1:1,Tartu JK Welco
2017-07-13,FC Kuressaare,3:2,Rakvere JK Tarvas
2017-07-15,Tartu FC Santos,1:3,FCI Tallinn U21
2017-07-15,FC Elva,0:3,Tallinna FC Levadia U21
2017-07-15,JK Tallinna Kalev,1:2,Maardu Linnameeskond
2017-07-15,Tallinna FC Flora U21,3:1,Tartu JK Welco
2017-07-20,FC Elva,4:1,Tartu FC Santos
2017-07-20,Maardu Linnameeskond,2:1,FC Kuressaare
2017-07-22,FCI Tallinn U21,0:2,Rakvere JK Tarvas
2017-07-23,Tartu JK Welco,0:3,JK Tallinna Kalev
2017-09-27,Tallinna FC Levadia U21,2:0,Tallinna FC Flora U21
2017-07-27,Rakvere JK Tarvas,1:0,Maardu Linnameeskond
2017-07-27,Tartu JK Welco,0:2,FC Kuressaare
2017-07-29,JK Tallinna Kalev,2:0,Tallinna FC Levadia U21
2017-07-29,FCI Tallinn U21,0:3,FC Elva
2017-08-03,Maardu Linnameeskond,2:3,FCI Tallinn U21
2017-08-03,FC Kuressaare,4:1,Tallinna FC Levadia U21
2017-08-05,Rakvere JK Tarvas,5:2,Tartu JK Welco
2017-08-05,Tartu FC Santos,4:5,JK Tallinna Kalev
2017-08-06,FC Elva,2:0,Tallinna FC Flora U21
2017-08-09,Tartu JK Welco,0:5,Maardu Linnameeskond
2017-08-10,JK Tallinna Kalev,8:0,FC Elva
2017-08-12,FCI Tallinn U21,1:2,Tallinna FC Flora U21
2017-08-12,Tallinna FC Levadia U21,1:1,Rakvere JK Tarvas
2017-08-12,FC Kuressaare,4:1,Tartu FC Santos
2017-08-16,Tartu JK Welco,4:0,FCI Tallinn U21
2017-08-16,Tallinna FC Flora U21,4:3,JK Tallinna Kalev
2017-08-16,Maardu Linnameeskond,2:2,Tallinna FC Levadia U21
2017-08-16,FC Elva,1:2,FC Kuressaare
2017-08-17,Rakvere JK Tarvas,3:1,Tartu FC Santos
2017-08-19,FC Kuressaare,0:2,Tallinna FC Flora U21
2017-08-19,FCI Tallinn U21,0:5,JK Tallinna Kalev
2017-08-20,Tartu FC Santos,1:3,Maardu Linnameeskond
2017-08-20,Rakvere JK Tarvas,5:1,FC Elva
2017-08-20,Tallinna FC Levadia U21,4:0,Tartu JK Welco
2017-08-23,Tallinna FC Flora U21,3:0,Rakvere JK Tarvas
2017-08-23,Maardu Linnameeskond,3:0,FC Elva
2017-08-23,Tartu JK Welco,2:3,Tartu FC Santos
2017-08-23,Tallinna FC Levadia U21,2:0,FCI Tallinn U21
2017-08-24,JK Tallinna Kalev,1:2,FC Kuressaare
2017-08-26,Tallinna FC Flora U21,2:0,Maardu Linnameeskond
2017-08-27,FCI Tallinn U21,1:3,FC Kuressaare
2017-08-27,JK Tallinna Kalev,3:0,Rakvere JK Tarvas
2017-08-27,Tartu FC Santos,1:1,Tallinna FC Levadia U21
2017-08-27,FC Elva,2:0,Tartu JK Welco
2017-09-07,Tartu JK Welco,1:3,FC Elva
2017-09-09,Tallinna FC Levadia U21,1:0,Tartu FC Santos
2017-09-09,Rakvere JK Tarvas,0:3,JK Tallinna Kalev
2017-09-10,Maardu Linnameeskond,4:1,Tallinna FC Flora U21
2017-09-10,FC Kuressaare,2:6,FCI Tallinn U21
2017-09-13,FC Elva,1:1,Maardu Linnameeskond
2017-09-13,Rakvere JK Tarvas,1:0,Tallinna FC Flora U21
2017-09-13,FC Kuressaare,3:4,JK Tallinna Kalev
2017-09-13,Tartu FC Santos,4:1,Tartu JK Welco
2017-09-14,FCI Tallinn U21,2:5,Tallinna FC Levadia U21
2017-09-16,FC Elva,0:2,Rakvere JK Tarvas
2017-09-16,Maardu Linnameeskond,5:1,Tartu FC Santos
2017-09-17,Tartu JK Welco,2:0,Tallinna FC Levadia U21
2017-09-17,JK Tallinna Kalev,6:0,FCI Tallinn U21
2017-09-17,Tallinna FC Flora U21,0:2,FC Kuressaare
2017-09-21,Tartu FC Santos,6:1,Rakvere JK Tarvas
2017-09-21,Tallinna FC Levadia U21,1:3,Maardu Linnameeskond
2017-09-23,FC Kuressaare,2:4,FC Elva
2017-09-24,JK Tallinna Kalev,3:2,Tallinna FC Flora U21
2017-09-24,FCI Tallinn U21,4:0,Tartu JK Welco
2017-10-01,Rakvere JK Tarvas,2:1,Tallinna FC Levadia U21
2017-10-01,Tallinna FC Flora U21,4:2,FCI Tallinn U21
2017-10-01,Tartu FC Santos,2:0,FC Kuressaare
2017-09-28,Maardu Linnameeskond,4:0,Tartu JK Welco
2017-09-30,FC Elva,0:5,JK Tallinna Kalev
2017-10-12,Tallinna FC Levadia U21,2:3,FC Kuressaare
2017-10-14,FCI Tallinn U21,0:3,Maardu Linnameeskond
2017-10-14,JK Tallinna Kalev,2:0,Tartu FC Santos
2017-10-15,Tartu JK Welco,1:4,Rakvere JK Tarvas
2017-10-15,Tallinna FC Flora U21,2:1,FC Elva
2017-10-19,Tallinna FC Levadia U21,0:2,JK Tallinna Kalev
2017-10-19,Tartu FC Santos,2:3,Tallinna FC Flora U21
2017-10-21,FC Kuressaare,0:2,Tartu JK Welco
2017-10-22,Maardu Linnameeskond,4:1,Rakvere JK Tarvas
2017-10-22,FC Elva,1:2,FCI Tallinn U21
2017-10-26,JK Tallinna Kalev,4:1,Tartu JK Welco
2017-10-28,FC Elva,0:3,Tartu FC Santos
2017-10-29,Rakvere JK Tarvas,1:1,FCI Tallinn U21
2017-10-29,Tallinna FC Flora U21,0:4,Tallinna FC Levadia U21
2017-10-29,FC Kuressaare,0:1,Maardu Linnameeskond
2017-11-05,Tartu JK Welco,0:4,Tallinna FC Flora U21
2017-11-05,Maardu Linnameeskond,2:1,JK Tallinna Kalev
2017-11-05,Tallinna FC Levadia U21,2:5,FC Elva
2017-11-05,Rakvere JK Tarvas,3:0,FC Kuressaare
2017-11-05,FCI Tallinn U21,1:4,Tartu FC Santos
