Date,Home,Result,Away
2024-08-02,Tartu JK Tammeka,0:1,Pärnu JK Vaprus
2024-08-03,JK Tallinna Kalev,0:2,Nõmme Kalju FC
2024-08-03,Tallinna FC Flora,3:1,JK Narva Trans
2024-08-04,FC Kuressaare,0:2,Paide Linnameeskond
2024-08-04,FC Nõmme United,0:1,Tallinna FCI Levadia
2024-08-09,JK Tallinna Kalev,0:3,FC Kuressaare
2024-08-10,Pärnu JK Vaprus,1:4,Tallinna FCI Levadia
2024-08-11,Tartu JK Tammeka,1:1,FC Nõmme United
2024-09-25,Nõmme Kalju FC,3:0,Tallinna FC Flora
2024-09-25,Paide Linnameeskond,2:3,JK Narva Trans
2024-08-16,Tallinna FCI Levadia,3:1,Tartu JK Tammeka
2024-08-17,JK Narva Trans,2:2,JK Tallinna Kalev
2024-08-18,Nõmme Kalju FC,5:1,FC Kuressaare
2024-08-18,Tallinna FC Flora,1:0,FC Nõmme United
2024-08-18,Paide Linnameeskond,1:0,Pärnu JK Vaprus
2024-08-23,Pärnu JK Vaprus,0:1,Tallinna FC Flora
2024-08-24,FC Kuressaare,0:1,JK Narva Trans
2024-08-24,Tartu JK Tammeka,1:3,Paide Linnameeskond
2024-08-25,FC Nõmme United,1:1,JK Tallinna Kalev
2024-08-25,Tallinna FCI Levadia,3:0,Nõmme Kalju FC
2024-09-01,Nõmme Kalju FC,2:4,Paide Linnameeskond
2024-09-01,FC Nõmme United,2:2,FC Kuressaare
2024-09-01,JK Tallinna Kalev,1:0,Pärnu JK Vaprus
2024-08-30,Tallinna FC Flora,2:1,Tallinna FCI Levadia
2024-08-31,JK Narva Trans,0:1,Tartu JK Tammeka
2024-10-02,Tallinna FCI Levadia,0:0,JK Narva Trans
2024-09-13,Tartu JK Tammeka,4:1,JK Tallinna Kalev
2024-09-14,FC Kuressaare,3:4,Tallinna FC Flora
2024-09-14,Paide Linnameeskond,7:2,FC Nõmme United
2024-09-15,Pärnu JK Vaprus,0:4,Nõmme Kalju FC
2024-09-17,JK Narva Trans,1:1,Tallinna FC Flora
2024-09-17,FC Kuressaare,0:1,Tallinna FCI Levadia
2024-09-17,JK Tallinna Kalev,3:2,Paide Linnameeskond
2024-09-18,Nõmme Kalju FC,3:0,FC Nõmme United
2024-09-18,Pärnu JK Vaprus,2:2,Tartu JK Tammeka
2024-09-21,Paide Linnameeskond,4:3,FC Kuressaare
2024-09-21,Tallinna FC Flora,2:1,Tartu JK Tammeka
2024-09-21,FC Nõmme United,0:4,JK Narva Trans
2024-09-22,Tallinna FCI Levadia,3:1,Pärnu JK Vaprus
2024-09-22,Nõmme Kalju FC,3:1,JK Tallinna Kalev
2024-09-27,Tallinna FCI Levadia,4:0,JK Tallinna Kalev
2024-09-28,FC Kuressaare,4:1,FC Nõmme United
2024-09-29,Tartu JK Tammeka,2:3,Nõmme Kalju FC
2024-09-29,Tallinna FC Flora,3:0,Pärnu JK Vaprus
2024-09-29,JK Narva Trans,0:3,Paide Linnameeskond
2024-10-05,FC Nõmme United,0:4,Tallinna FC Flora
2024-10-05,JK Narva Trans,0:2,Tallinna FCI Levadia
2024-10-05,JK Tallinna Kalev,1:2,Tartu JK Tammeka
2024-10-06,Paide Linnameeskond,1:1,Nõmme Kalju FC
2024-10-06,Pärnu JK Vaprus,3:1,FC Kuressaare
2024-10-19,FC Kuressaare,2:1,JK Tallinna Kalev
2024-10-19,FC Nõmme United,0:2,Pärnu JK Vaprus
2024-10-19,Tartu JK Tammeka,0:3,Tallinna FCI Levadia
2024-10-20,Nõmme Kalju FC,2:2,JK Narva Trans
2024-10-20,Paide Linnameeskond,2:1,Tallinna FC Flora
2024-10-22,Tartu JK Tammeka,2:1,FC Kuressaare
2024-10-22,Tallinna FCI Levadia,1:1,FC Nõmme United
2024-10-23,Tallinna FC Flora,3:2,Nõmme Kalju FC
2024-10-23,JK Tallinna Kalev,0:1,JK Narva Trans
2024-10-23,Pärnu JK Vaprus,0:1,Paide Linnameeskond
2024-10-26,Tallinna FC Flora,3:0,FC Kuressaare
2024-10-26,JK Tallinna Kalev,1:0,FC Nõmme United
2024-10-26,Paide Linnameeskond,2:0,Tartu JK Tammeka
2024-10-27,JK Narva Trans,1:1,Pärnu JK Vaprus
2024-10-27,Nõmme Kalju FC,0:4,Tallinna FCI Levadia
2024-11-02,FC Kuressaare,1:2,Nõmme Kalju FC
2024-11-03,Pärnu JK Vaprus,2:0,JK Tallinna Kalev
2024-11-03,Tartu JK Tammeka,3:3,JK Narva Trans
2024-11-03,FC Nõmme United,0:4,Paide Linnameeskond
2024-11-03,Tallinna FCI Levadia,4:2,Tallinna FC Flora
2024-11-09,Paide Linnameeskond,3:0,Tallinna FCI Levadia
2024-11-09,Nõmme Kalju FC,2:1,Pärnu JK Vaprus
2024-11-09,JK Narva Trans,0:2,FC Kuressaare
2024-11-09,FC Nõmme United,1:2,Tartu JK Tammeka
2024-11-09,Tallinna FC Flora,5:1,JK Tallinna Kalev
