Date,Home,Result,Away
2014-03-01,JK Tallinna Kalev,0:6,JK Sillamäe Kalev
2014-03-01,Jõhvi FC Lokomotiv,1:3,Tallinna FC Flora
2014-03-01,Tallinna FC Levadia,0:1,Paide Linnameeskond
2014-08-03,Tallinna FC Infonet,3:0,Tartu JK Tammeka
2014-04-04,JK Tallinna Kalev,1:1,Paide Linnameeskond
2014-04-05,JK Sillamäe Kalev,5:0,Tartu JK Tammeka
2014-04-05,Tallinna FC Infonet,2:0,Jõhvi FC Lokomotiv
2014-04-05,Tallinna FC Levadia,1:1,Tallinna FC Flora
2014-04-05,JK Narva Trans,0:4,Nõmme Kalju FC
2014-03-08,Tallinna FC Levadia,2:2,JK Sillamäe Kalev
2014-03-08,Jõhvi FC Lokomotiv,0:2,Nõmme Kalju FC
2014-03-08,JK Narva Trans,1:1,JK Tallinna Kalev
2014-03-08,Tallinna FC Flora,5:0,Paide Linnameeskond
2014-04-11,Tallinna FC Levadia,3:0,Tallinna FC Infonet
2014-04-12,Paide Linnameeskond,0:3,JK Sillamäe Kalev
2014-04-12,Nõmme Kalju FC,2:1,JK Tallinna Kalev
2014-04-12,Tallinna FC Flora,1:0,JK Narva Trans
2014-04-12,Tartu JK Tammeka,1:1,Jõhvi FC Lokomotiv
2014-03-14,Tallinna FC Flora,3:0,Tartu JK Tammeka
2014-03-15,Paide Linnameeskond,0:6,Nõmme Kalju FC
2014-03-15,JK Tallinna Kalev,0:8,Tallinna FC Levadia
2014-03-15,JK Sillamäe Kalev,3:1,Tallinna FC Infonet
2014-03-15,JK Narva Trans,5:0,Jõhvi FC Lokomotiv
2014-04-18,JK Narva Trans,1:1,Tallinna FC Infonet
2014-04-18,Tartu JK Tammeka,2:4,Paide Linnameeskond
2014-04-19,Jõhvi FC Lokomotiv,0:4,Tallinna FC Levadia
2014-04-19,JK Sillamäe Kalev,0:3,Nõmme Kalju FC
2014-04-19,JK Tallinna Kalev,1:4,Tallinna FC Flora
2014-03-21,Tallinna FC Infonet,1:1,Paide Linnameeskond
2014-03-22,JK Sillamäe Kalev,1:1,JK Narva Trans
2014-03-22,Tallinna FC Levadia,2:0,Tartu JK Tammeka
2014-03-22,Jõhvi FC Lokomotiv,0:1,JK Tallinna Kalev
2014-03-22,Nõmme Kalju FC,1:1,Tallinna FC Flora
2014-04-25,Tallinna FC Infonet,6:0,JK Tallinna Kalev
2014-04-26,Paide Linnameeskond,3:0,Jõhvi FC Lokomotiv
2014-04-26,Tallinna FC Flora,1:1,JK Sillamäe Kalev
