Date,Home,Result,Away
2014-04-26,Tallinna FC Levadia,1:0,JK Narva Trans
2014-03-28,Tallinna FC Flora,2:3,Tallinna FC Infonet
2014-04-28,Nõmme Kalju FC,6:0,Tartu JK Tammeka
2014-03-29,JK Tallinna Kalev,1:6,Tartu JK Tammeka
2014-03-29,Paide Linnameeskond,0:0,JK Narva Trans
2014-03-29,Jõhvi FC Lokomotiv,1:3,JK Sillamäe Kalev
2014-03-29,Nõmme Kalju FC,0:0,Tallinna FC Levadia
2014-05-31,Tartu JK Tammeka,1:1,JK Narva Trans
2014-05-02,Tartu JK Tammeka,0:2,Nõmme Kalju FC
2014-05-02,JK Tallinna Kalev,1:3,Tallinna FC Infonet
2014-05-03,Jõhvi FC Lokomotiv,1:2,Paide Linnameeskond
2014-05-03,JK Narva Trans,0:0,Tallinna FC Levadia
2014-05-03,JK Sillamäe Kalev,1:2,Tallinna FC Flora
2014-07-05,Paide Linnameeskond,0:2,Tallinna FC Levadia
2014-07-06,Tallinna FC Flora,3:1,Jõhvi FC Lokomotiv
2014-06-07,JK Narva Trans,1:4,JK Sillamäe Kalev
2014-07-07,Tallinna FC Infonet,0:0,Nõmme Kalju FC
2014-07-07,JK Sillamäe Kalev,6:1,JK Tallinna Kalev
2014-07-07,JK Narva Trans,1:2,Tartu JK Tammeka
2014-05-09,Tallinna FC Levadia,6:0,Jõhvi FC Lokomotiv
2014-05-09,Tallinna FC Infonet,4:0,JK Narva Trans
2014-05-09,Tallinna FC Flora,5:1,JK Tallinna Kalev
2014-06-09,JK Tallinna Kalev,2:1,Jõhvi FC Lokomotiv
2014-05-10,Nõmme Kalju FC,1:0,JK Sillamäe Kalev
2014-05-10,Paide Linnameeskond,0:4,Tartu JK Tammeka
2014-06-10,Paide Linnameeskond,0:1,Tallinna FC Infonet
2014-06-10,Tartu JK Tammeka,0:7,Tallinna FC Levadia
2014-06-10,Tallinna FC Flora,1:0,Nõmme Kalju FC
2014-05-12,Tallinna FC Infonet,0:4,Tallinna FC Levadia
2014-05-13,JK Narva Trans,0:1,Tallinna FC Flora
2014-05-13,Jõhvi FC Lokomotiv,2:2,Tartu JK Tammeka
2014-05-13,JK Tallinna Kalev,0:3,Nõmme Kalju FC
2014-05-13,JK Sillamäe Kalev,3:1,Paide Linnameeskond
2014-06-14,Nõmme Kalju FC,3:0,Paide Linnameeskond
2014-06-14,Tallinna FC Infonet,3:3,JK Sillamäe Kalev
2014-06-14,Jõhvi FC Lokomotiv,0:2,JK Narva Trans
2014-06-14,Tallinna FC Flora,1:0,Tartu JK Tammeka
2014-06-15,Tallinna FC Levadia,9:0,JK Tallinna Kalev
2014-05-19,Nõmme Kalju FC,2:1,JK Narva Trans
2014-05-20,Paide Linnameeskond,6:2,JK Tallinna Kalev
2014-05-20,Jõhvi FC Lokomotiv,1:1,Tallinna FC Infonet
2014-05-20,Tallinna FC Flora,0:0,Tallinna FC Levadia
2014-05-20,Tartu JK Tammeka,0:6,JK Sillamäe Kalev
2014-06-21,Paide Linnameeskond,1:5,Tallinna FC Flora
2014-06-21,Jõhvi FC Lokomotiv,1:3,Nõmme Kalju FC
2014-06-21,JK Tallinna Kalev,3:1,JK Narva Trans
2014-06-21,Tartu JK Tammeka,0:4,Tallinna FC Infonet
2014-06-21,JK Sillamäe Kalev,0:2,Tallinna FC Levadia
2014-05-23,Tallinna FC Levadia,1:0,Nõmme Kalju FC
2014-05-23,Tallinna FC Infonet,2:3,Tallinna FC Flora
2014-05-24,JK Narva Trans,1:0,Paide Linnameeskond
2014-05-24,JK Sillamäe Kalev,6:1,Jõhvi FC Lokomotiv
2014-05-24,JK Tallinna Kalev,1:1,Tartu JK Tammeka
2014-08-01,JK Sillamäe Kalev,1:0,Tartu JK Tammeka
2014-08-01,Tallinna FC Infonet,10:1,Jõhvi FC Lokomotiv
2014-08-02,JK Tallinna Kalev,0:3,Paide Linnameeskond
2014-08-02,JK Narva Trans,0:0,Nõmme Kalju FC
2014-08-04,Tallinna FC Levadia,1:1,Tallinna FC Flora
2014-08-08,Tallinna FC Flora,2:2,Tallinna FC Infonet
2014-08-08,Jõhvi FC Lokomotiv,1:2,JK Sillamäe Kalev
2014-08-08,Tartu JK Tammeka,2:0,JK Tallinna Kalev
2014-08-09,Nõmme Kalju FC,0:1,Tallinna FC Levadia
2014-08-09,Paide Linnameeskond,1:1,JK Narva Trans
2014-07-11,Jõhvi FC Lokomotiv,0:0,Paide Linnameeskond
2014-07-12,Tallinna FC Levadia,7:0,JK Narva Trans
2014-07-13,Tallinna FC Infonet,5:0,JK Tallinna Kalev
2014-07-14,Tallinna FC Flora,1:0,JK Sillamäe Kalev
2014-07-14,Nõmme Kalju FC,3:0,Tartu JK Tammeka
2014-08-15,Tallinna FC Levadia,1:0,Tartu JK Tammeka
2014-08-15,Jõhvi FC Lokomotiv,1:0,JK Tallinna Kalev
2014-08-16,Nõmme Kalju FC,1:0,Tallinna FC Flora
2014-08-16,JK Sillamäe Kalev,7:1,JK Narva Trans
2014-08-16,Tallinna FC Infonet,0:0,Paide Linnameeskond
2014-07-18,JK Tallinna Kalev,0:2,Tallinna FC Flora
2014-07-18,JK Narva Trans,0:3,Tallinna FC Infonet
2014-07-18,Jõhvi FC Lokomotiv,1:5,Tallinna FC Levadia
2014-08-18,JK Tallinna Kalev,0:7,Tallinna FC Levadia
2014-07-19,Tartu JK Tammeka,0:4,Paide Linnameeskond
2014-08-19,JK Narva Trans,2:2,Jõhvi FC Lokomotiv
2014-08-19,JK Sillamäe Kalev,3:0,Tallinna FC Infonet
2014-08-19,Tartu JK Tammeka,1:1,Tallinna FC Flora
2014-08-19,Paide Linnameeskond,1:1,Nõmme Kalju FC
2014-07-21,JK Sillamäe Kalev,2:3,Nõmme Kalju FC
2014-08-22,Tallinna FC Infonet,3:2,Tartu JK Tammeka
2014-08-22,Nõmme Kalju FC,5:1,Jõhvi FC Lokomotiv
2014-08-23,JK Narva Trans,4:1,JK Tallinna Kalev
2014-08-23,Tallinna FC Levadia,0:3,JK Sillamäe Kalev
2014-08-23,Tallinna FC Flora,3:0,Paide Linnameeskond
2014-07-25,Tartu JK Tammeka,3:3,Jõhvi FC Lokomotiv
2014-07-25,Tallinna FC Levadia,2:3,Tallinna FC Infonet
2014-07-26,Tallinna FC Flora,6:0,JK Narva Trans
2014-07-28,Paide Linnameeskond,2:3,JK Sillamäe Kalev
2014-07-28,Nõmme Kalju FC,5:0,JK Tallinna Kalev
2014-08-29,Nõmme Kalju FC,1:1,Tallinna FC Infonet
2014-08-30,Tallinna FC Levadia,4:1,Paide Linnameeskond
2014-08-30,Jõhvi FC Lokomotiv,2:5,Tallinna FC Flora
2014-08-30,JK Sillamäe Kalev,8:0,JK Tallinna Kalev
2014-08-30,Tartu JK Tammeka,2:1,JK Narva Trans
2014-11-01,Nõmme Kalju FC,0:2,JK Sillamäe Kalev
2014-11-01,Paide Linnameeskond,0:1,Tartu JK Tammeka
2014-11-01,Tallinna FC Flora,2:0,JK Tallinna Kalev
2014-11-01,Tallinna FC Infonet,5:2,JK Narva Trans
2014-11-02,Tallinna FC Levadia,9:0,Jõhvi FC Lokomotiv
2014-10-03,Tallinna FC Infonet,1:3,Tallinna FC Flora
2014-10-03,Tartu JK Tammeka,2:1,JK Tallinna Kalev
2014-10-04,JK Narva Trans,0:0,Paide Linnameeskond
2014-10-04,Tallinna FC Levadia,3:2,Nõmme Kalju FC
2014-10-04,JK Sillamäe Kalev,2:0,Jõhvi FC Lokomotiv
2014-11-08,JK Tallinna Kalev,0:4,Tallinna FC Infonet
2014-11-08,JK Sillamäe Kalev,3:2,Tallinna FC Flora
2014-11-08,Tartu JK Tammeka,0:1,Nõmme Kalju FC
2014-11-08,Paide Linnameeskond,1:0,Jõhvi FC Lokomotiv
2014-11-08,JK Narva Trans,1:8,Tallinna FC Levadia
2014-09-12,Paide Linnameeskond,0:3,Tallinna FC Levadia
2014-09-13,JK Tallinna Kalev,1:8,JK Sillamäe Kalev
2014-09-13,JK Narva Trans,2:1,Tartu JK Tammeka
2014-09-13,Tallinna FC Infonet,1:3,Nõmme Kalju FC
2014-09-13,Tallinna FC Flora,6:2,Jõhvi FC Lokomotiv
2014-09-16,Nõmme Kalju FC,9:0,Jõhvi FC Lokomotiv
2014-09-16,JK Tallinna Kalev,0:3,JK Narva Trans
2014-09-16,Tartu JK Tammeka,1:1,Tallinna FC Infonet
2014-09-16,JK Sillamäe Kalev,0:1,Tallinna FC Levadia
2014-09-16,Paide Linnameeskond,1:2,Tallinna FC Flora
2014-10-17,Tartu JK Tammeka,1:4,JK Sillamäe Kalev
2014-10-18,Jõhvi FC Lokomotiv,0:3,Tallinna FC Infonet
2014-10-18,Nõmme Kalju FC,1:0,JK Narva Trans
2014-10-18,Paide Linnameeskond,4:1,JK Tallinna Kalev
2014-10-18,Tallinna FC Flora,1:2,Tallinna FC Levadia
2014-09-19,Tallinna FC Levadia,5:0,JK Tallinna Kalev
2014-09-19,Tallinna FC Infonet,0:2,JK Sillamäe Kalev
2014-09-20,Nõmme Kalju FC,3:1,Paide Linnameeskond
2014-09-20,Jõhvi FC Lokomotiv,3:2,JK Narva Trans
2014-09-20,Tartu JK Tammeka,2:4,Tallinna FC Flora
2014-10-24,Tallinna FC Infonet,2:0,Tallinna FC Levadia
2014-10-25,JK Tallinna Kalev,0:7,Nõmme Kalju FC
2014-10-25,JK Sillamäe Kalev,4:0,Paide Linnameeskond
2014-10-25,Jõhvi FC Lokomotiv,2:0,Tartu JK Tammeka
2014-10-25,JK Narva Trans,2:5,Tallinna FC Flora
2014-09-26,Tartu JK Tammeka,0:1,Tallinna FC Levadia
2014-09-27,Paide Linnameeskond,0:1,Tallinna FC Infonet
2014-09-27,JK Tallinna Kalev,0:5,Jõhvi FC Lokomotiv
2014-09-27,JK Narva Trans,0:1,JK Sillamäe Kalev
2014-09-27,Tallinna FC Flora,0:2,Nõmme Kalju FC
