Date,Home,Result,Away
2022-04-17,JK Tabasalu,4:0,JK Tallinna Kalev U21
2022-04-17,Raplamaa JK,1:1,Tallinna JK Legion U21
2022-04-17,Tartu JK Welco,3:0,Läänemaa JK
2022-04-18,FC Tallinn,1:2,Nõmme Kalju FC U21
2022-04-18,FA Tartu Kalev,2:1,Tartu JK Tammeka U21
2022-04-23,Tartu JK Tammeka U21,1:1,Läänemaa JK
2022-04-23,Tartu JK Welco,4:0,JK Tabasalu
2022-04-24,Nõmme Kalju FC U21,3:2,Raplamaa JK
2022-04-24,JK Tallinna Kalev U21,2:1,FC Tallinn
2022-04-25,Tallinna JK Legion U21,4:2,FA Tartu Kalev
2022-06-21,Tartu JK Tammeka U21,0:0,FC Tallinn
2022-04-28,Tallinna JK Legion U21,0:2,Tartu JK Welco
2022-04-28,FA Tartu Kalev,0:0,Läänemaa JK
2022-04-28,JK Tabasalu,5:1,Nõmme Kalju FC U21
2022-04-28,Raplamaa JK,1:5,JK Tallinna Kalev U21
2022-05-01,FC Tallinn,2:0,Raplamaa JK
2022-05-01,JK Tabasalu,3:1,Tallinna JK Legion U21
2022-05-01,Nõmme Kalju FC U21,2:1,FA Tartu Kalev
2022-05-02,JK Tallinna Kalev U21,4:0,Läänemaa JK
2022-05-02,Tartu JK Tammeka U21,1:0,Tartu JK Welco
2022-05-07,FA Tartu Kalev,2:4,JK Tabasalu
2022-05-07,Nõmme Kalju FC U21,1:5,FC Tallinn
2022-05-07,Raplamaa JK,1:3,Tartu JK Tammeka U21
2022-05-08,Tartu JK Welco,1:1,JK Tallinna Kalev U21
2022-05-08,Läänemaa JK,3:0,Tallinna JK Legion U21
2022-05-14,FA Tartu Kalev,2:0,Raplamaa JK
2022-05-14,JK Tabasalu,4:1,Tartu JK Welco
2022-05-14,Läänemaa JK,3:2,Nõmme Kalju FC U21
2022-05-15,Tallinna JK Legion U21,2:2,Tartu JK Tammeka U21
2022-05-15,FC Tallinn,3:1,JK Tallinna Kalev U21
2022-05-18,JK Tallinna Kalev U21,1:5,JK Tabasalu
2022-05-19,Raplamaa JK,1:0,Läänemaa JK
2022-05-19,Tartu JK Tammeka U21,3:0,FA Tartu Kalev
2022-05-19,Tartu JK Welco,2:2,FC Tallinn
2022-06-15,FA Tartu Kalev,2:2,JK Tallinna Kalev U21
2022-05-22,JK Tabasalu,5:0,Läänemaa JK
2022-05-22,Tallinna JK Legion U21,1:6,FC Tallinn
2022-05-22,Tartu JK Tammeka U21,8:0,Nõmme Kalju FC U21
2022-05-22,Tartu JK Welco,1:0,Raplamaa JK
2022-05-28,FC Tallinn,2:2,FA Tartu Kalev
2022-05-28,JK Tabasalu,5:1,Tartu JK Tammeka U21
2022-05-28,Läänemaa JK,2:2,Tartu JK Welco
2022-05-28,Raplamaa JK,1:4,Nõmme Kalju FC U21
2022-05-29,JK Tallinna Kalev U21,3:2,Tallinna JK Legion U21
2022-06-01,Tartu JK Welco,0:2,FA Tartu Kalev
2022-06-18,FC Tallinn,5:2,JK Tabasalu
2022-06-18,Tallinna JK Legion U21,4:1,Raplamaa JK
2022-06-18,Läänemaa JK,0:3,Tartu JK Tammeka U21
2022-06-20,Nõmme Kalju FC U21,1:1,JK Tallinna Kalev U21
2022-07-23,JK Tallinna Kalev U21,6:0,Tartu JK Tammeka U21
2022-09-24,Läänemaa JK,1:2,FC Tallinn
2022-06-30,FA Tartu Kalev,4:1,Tallinna JK Legion U21
2022-06-30,Nõmme Kalju FC U21,0:2,Tartu JK Welco
2022-06-30,Raplamaa JK,0:2,JK Tabasalu
2022-07-03,Tartu JK Welco,1:1,JK Tallinna Kalev U21
2022-07-04,FA Tartu Kalev,5:0,Läänemaa JK
2022-07-04,JK Tabasalu,6:0,Nõmme Kalju FC U21
2022-07-04,Tallinna JK Legion U21,3:2,Tartu JK Tammeka U21
2022-07-05,FC Tallinn,6:2,Raplamaa JK
2022-07-16,JK Tabasalu,9:1,FA Tartu Kalev
2022-07-17,Tallinna JK Legion U21,5:1,Läänemaa JK
2022-07-18,Nõmme Kalju FC U21,2:1,Raplamaa JK
2022-07-18,JK Tallinna Kalev U21,2:2,FC Tallinn
2022-07-18,Tartu JK Tammeka U21,2:1,Tartu JK Welco
2022-08-01,Raplamaa JK,0:2,JK Tallinna Kalev U21
2022-08-01,Tartu JK Welco,5:1,Nõmme Kalju FC U21
2022-07-29,FC Tallinn,3:0,Tartu JK Tammeka U21
2022-07-30,FA Tartu Kalev,3:0,Tallinna JK Legion U21
2022-07-30,Läänemaa JK,1:0,JK Tabasalu
2022-08-06,Tallinna JK Legion U21,0:3,JK Tabasalu
2022-08-06,Tartu JK Tammeka U21,2:4,FA Tartu Kalev
2022-08-06,Tartu JK Welco,3:0,Raplamaa JK
2022-08-08,JK Tallinna Kalev U21,2:0,Läänemaa JK
2022-08-08,Nõmme Kalju FC U21,1:6,FC Tallinn
2022-08-12,Raplamaa JK,4:5,Tallinna JK Legion U21
2022-08-13,FC Tallinn,3:0,FA Tartu Kalev
2022-08-13,Läänemaa JK,0:1,Tartu JK Welco
2022-08-15,JK Tabasalu,2:1,Tartu JK Tammeka U21
2022-08-15,JK Tallinna Kalev U21,5:2,Nõmme Kalju FC U21
2022-08-20,Läänemaa JK,5:1,Raplamaa JK
2022-08-20,Nõmme Kalju FC U21,1:3,Tartu JK Tammeka U21
2022-08-20,Tartu JK Welco,2:2,JK Tabasalu
2022-08-22,Tallinna JK Legion U21,1:8,FC Tallinn
2022-08-27,FA Tartu Kalev,0:3,Tartu JK Welco
2022-08-27,JK Tabasalu,1:3,FC Tallinn
2022-08-27,Nõmme Kalju FC U21,1:6,Läänemaa JK
2022-08-28,JK Tallinna Kalev U21,0:2,Tallinna JK Legion U21
2022-08-29,Tartu JK Tammeka U21,4:0,Raplamaa JK
2022-09-01,Tallinna JK Legion U21,4:2,Nõmme Kalju FC U21
2022-09-01,Tartu JK Tammeka U21,1:1,Läänemaa JK
2022-09-01,JK Tabasalu,3:0,JK Tallinna Kalev U21
2022-09-01,FC Tallinn,3:1,Tartu JK Welco
2022-09-01,Raplamaa JK,3:1,FA Tartu Kalev
2022-09-04,FA Tartu Kalev,2:6,Nõmme Kalju FC U21
2022-09-04,Läänemaa JK,2:2,FC Tallinn
2022-09-04,Raplamaa JK,1:5,JK Tabasalu
2022-09-05,Tartu JK Welco,0:2,Tallinna JK Legion U21
2022-09-05,JK Tallinna Kalev U21,4:1,Tartu JK Tammeka U21
2022-09-10,Tallinna JK Legion U21,4:0,Raplamaa JK
2022-09-10,Tartu JK Tammeka U21,5:1,JK Tabasalu
2022-09-10,Tartu JK Welco,1:3,Läänemaa JK
2022-09-10,FC Tallinn,2:2,JK Tallinna Kalev U21
2022-09-11,Nõmme Kalju FC U21,3:1,FA Tartu Kalev
2022-09-17,JK Tabasalu,1:1,Tartu JK Welco
2022-09-17,Raplamaa JK,0:6,FC Tallinn
2022-09-17,Läänemaa JK,0:1,Tallinna JK Legion U21
2022-09-18,Nõmme Kalju FC U21,1:2,JK Tallinna Kalev U21
2022-09-18,FA Tartu Kalev,1:2,Tartu JK Tammeka U21
2022-10-01,FA Tartu Kalev,1:0,Raplamaa JK
2022-10-01,FC Tallinn,5:1,Nõmme Kalju FC U21
2022-10-01,JK Tabasalu,7:0,Läänemaa JK
2022-10-02,Tartu JK Tammeka U21,1:1,Tallinna JK Legion U21
2022-10-02,JK Tallinna Kalev U21,2:2,Tartu JK Welco
2022-10-08,Tartu JK Welco,1:6,FC Tallinn
2022-10-09,Läänemaa JK,3:2,Tartu JK Tammeka U21
2022-10-09,Raplamaa JK,1:2,Nõmme Kalju FC U21
2022-10-09,JK Tallinna Kalev U21,2:3,JK Tabasalu
2022-10-09,Tallinna JK Legion U21,3:0,FA Tartu Kalev
2022-10-15,FA Tartu Kalev,0:1,JK Tabasalu
2022-10-15,FC Tallinn,3:1,Tallinna JK Legion U21
2022-10-15,Nõmme Kalju FC U21,1:4,Tartu JK Welco
2022-10-16,Läänemaa JK,0:4,JK Tallinna Kalev U21
2022-10-16,Raplamaa JK,2:3,Tartu JK Tammeka U21
2022-10-22,JK Tabasalu,7:1,Raplamaa JK
2022-10-22,Tartu JK Welco,0:0,FA Tartu Kalev
2022-10-23,FC Tallinn,7:0,Läänemaa JK
2022-10-23,Tallinna JK Legion U21,1:2,JK Tallinna Kalev U21
2022-10-24,Tartu JK Tammeka U21,1:1,Nõmme Kalju FC U21
2022-10-29,Raplamaa JK,0:5,Läänemaa JK
2022-10-30,JK Tallinna Kalev U21,7:1,FA Tartu Kalev
2022-10-30,Nõmme Kalju FC U21,3:7,JK Tabasalu
2022-10-30,Tallinna JK Legion U21,0:3,Tartu JK Welco
2022-10-31,Tartu JK Tammeka U21,2:2,FC Tallinn
2022-11-05,Läänemaa JK,1:1,Nõmme Kalju FC U21
2022-11-06,FA Tartu Kalev,0:0,FC Tallinn
2022-11-06,JK Tallinna Kalev U21,9:0,Raplamaa JK
2022-11-06,JK Tabasalu,4:3,Tallinna JK Legion U21
2022-11-06,Tartu JK Welco,3:1,Tartu JK Tammeka U21
2022-11-13,Läänemaa JK,2:3,FA Tartu Kalev
2022-11-13,Nõmme Kalju FC U21,0:1,Tallinna JK Legion U21
2022-11-13,Raplamaa JK,0:3,Tartu JK Welco
2022-11-13,Tartu JK Tammeka U21,1:1,JK Tallinna Kalev U21
2022-11-13,FC Tallinn,2:1,JK Tabasalu
