Date,Home,Result,Away
2013-05-01,Jõhvi FC Phoenix,2:0,Rakvere JK Tarvas
2013-05-01,Tartu SK 10,0:1,Viljandi JK Tulevik
2013-05-01,Tallinna FC Levadia II,1:0,Vändra JK Vaprus
2013-05-01,Kiviõli FC Irbis,1:3,Tallinna FC Flora II
2013-05-01,Tallinna JK Puuma,3:2,Tartu JK Tammeka  II
2013-04-03,Tallinna FC Levadia II,0:0,Tartu JK Tammeka  II
2013-06-05,Kiviõli FC Irbis,1:6,Rakvere JK Tarvas
2013-04-07,Jõhvi FC Phoenix,3:0,Tartu SK 10
2013-04-07,Tallinna FC Flora II,4:1,Tallinna JK Puuma
2013-04-07,Tallinna FC Levadia II,3:0,Kiviõli FC Irbis
2013-04-07,Viljandi JK Tulevik,1:1,Rakvere JK Tarvas
2013-09-08,Vändra JK Vaprus,3:0,Tartu JK Tammeka  II
2013-06-09,Kiviõli FC Irbis,2:1,Tallinna JK Puuma
2013-06-09,Tartu JK Tammeka  II,2:0,Tartu SK 10
2013-06-09,Vändra JK Vaprus,1:1,Viljandi JK Tulevik
2013-03-10,Tartu SK 10,0:0,Tallinna FC Levadia II
2013-03-10,Tallinna JK Puuma,1:2,Vändra JK Vaprus
2013-03-10,Tartu JK Tammeka  II,2:2,Jõhvi FC Phoenix
2013-03-10,Viljandi JK Tulevik,1:0,Tallinna FC Flora II
2013-04-12,Rakvere JK Tarvas,1:2,Tartu SK 10
2013-06-12,Kiviõli FC Irbis,0:4,Vändra JK Vaprus
2013-04-14,Tallinna FC Flora II,0:2,Tallinna FC Levadia II
2013-04-14,Tallinna JK Puuma,0:3,Jõhvi FC Phoenix
2013-04-14,Tartu JK Tammeka  II,0:4,Viljandi JK Tulevik
2013-03-17,Tallinna FC Flora II,1:3,Rakvere JK Tarvas
2013-03-17,Tallinna FC Levadia II,1:1,Jõhvi FC Phoenix
2013-04-20,Tartu JK Tammeka  II,3:0,Kiviõli FC Irbis
2013-04-21,Jõhvi FC Phoenix,0:3,Viljandi JK Tulevik
2013-04-21,Tartu SK 10,3:1,Tallinna JK Puuma
2013-04-21,Tallinna FC Levadia II,2:2,Rakvere JK Tarvas
2013-05-22,Vändra JK Vaprus,0:2,Tallinna FC Flora II
2013-03-23,Rakvere JK Tarvas,2:1,Vändra JK Vaprus
2013-03-23,Viljandi JK Tulevik,1:0,Tallinna JK Puuma
2013-03-23,Jõhvi FC Phoenix,5:0,Kiviõli FC Irbis
2013-03-23,Tallinna FC Flora II,3:0,Tartu SK 10
2013-07-24,Vändra JK Vaprus,2:4,Jõhvi FC Phoenix
2013-04-27,Tallinna FC Flora II,0:4,Tartu JK Tammeka  II
2013-04-27,Rakvere JK Tarvas,3:1,Tallinna JK Puuma
2013-04-28,Kiviõli FC Irbis,1:2,Tartu SK 10
2013-04-28,Viljandi JK Tulevik,0:0,Tallinna FC Levadia II
2013-03-31,Tallinna JK Puuma,1:3,Tallinna FC Levadia II
2013-03-31,Viljandi JK Tulevik,5:1,Kiviõli FC Irbis
2013-03-31,Jõhvi FC Phoenix,3:0,Tallinna FC Flora II
2013-03-31,Rakvere JK Tarvas,3:1,Tartu JK Tammeka  II
2013-03-31,Tartu SK 10,2:1,Vändra JK Vaprus
2013-06-01,Kiviõli FC Irbis,0:2,Tallinna FC Levadia II
2013-06-01,Tallinna JK Puuma,0:0,Tallinna FC Flora II
2013-06-01,Rakvere JK Tarvas,0:1,Viljandi JK Tulevik
2013-06-02,Tartu SK 10,0:5,Jõhvi FC Phoenix
2013-06-02,Tartu JK Tammeka  II,1:0,Vändra JK Vaprus
2013-05-04,Rakvere JK Tarvas,2:2,Jõhvi FC Phoenix
