Date,Home,Result,Away
2018-09-23,Tartu JK Tammeka U21,10:0,Paide Linnameeskond U21
2018-09-29,Võru FC Helios,0:0,Pärnu Jalgpalliklubi
2018-09-29,Vändra JK Vaprus,1:4,FC Nõmme United
2018-09-29,Kohtla-Järve JK Järve,2:0,Lasnamäe FC Ajax
2018-09-30,Paide Linnameeskond U21,7:0,Tallinna FC Flora U19
2018-09-30,Tallinna JK Legion,1:1,Tartu JK Tammeka U21
2018-10-06,Võru FC Helios,5:5,FC Nõmme United
2018-10-07,Pärnu Jalgpalliklubi,2:4,Kohtla-Järve JK Järve
2018-10-07,Tallinna FC Flora U19,1:2,Lasnamäe FC Ajax
2018-10-07,Tallinna JK Legion,7:0,Paide Linnameeskond U21
2018-10-07,Tartu JK Tammeka U21,2:1,Vändra JK Vaprus
2018-10-20,Võru FC Helios,3:1,Tallinna JK Legion
2018-10-20,Lasnamäe FC Ajax,0:0,Vändra JK Vaprus
2018-10-20,FC Nõmme United,8:0,Tallinna FC Flora U19
2018-10-20,Tartu JK Tammeka U21,4:0,Kohtla-Järve JK Järve
2018-10-21,Paide Linnameeskond U21,2:1,Pärnu Jalgpalliklubi
2018-10-27,Vändra JK Vaprus,0:4,Paide Linnameeskond U21
2018-10-27,Lasnamäe FC Ajax,1:7,Tartu JK Tammeka U21
2018-10-27,Kohtla-Järve JK Järve,4:1,Võru FC Helios
2018-10-28,Pärnu Jalgpalliklubi,1:0,FC Nõmme United
2018-10-28,Tallinna FC Flora U19,0:7,Tallinna JK Legion
2018-11-03,Kohtla-Järve JK Järve,5:0,Vändra JK Vaprus
2018-11-03,Tallinna JK Legion,4:3,Pärnu Jalgpalliklubi
2018-11-03,Paide Linnameeskond U21,4:1,Lasnamäe FC Ajax
2018-11-03,Võru FC Helios,8:1,Tallinna FC Flora U19
2018-11-04,Tartu JK Tammeka U21,1:2,FC Nõmme United
2018-11-11,Tallinna JK Legion,3:1,FC Nõmme United
2018-11-11,Paide Linnameeskond U21,0:3,Kohtla-Järve JK Järve
2018-11-11,Vändra JK Vaprus,3:2,Tallinna FC Flora U19
2018-11-11,Pärnu Jalgpalliklubi,3:2,Tartu JK Tammeka U21
2018-11-11,Lasnamäe FC Ajax,2:5,Võru FC Helios
