Date,Home,Result,Away
2006-03-12,JK Maag Tartu,6:0,Valga FC Warrior
2006-03-12,Pärnu JK Vaprus,1:4,JK Narva Trans
2006-03-12,Viljandi JK Tulevik,0:2,JK Tammeka Tartu
2006-03-12,Lasnamäe FC Ajax,1:2,FC TVMK Tallinn
2006-03-12,Tallinna FC Levadia,4:1,Tallinna FC Flora
2006-03-19,Valga FC Warrior,1:1,JK Tammeka Tartu
2006-03-19,JK Narva Trans,2:0,Lasnamäe FC Ajax
2006-03-19,Tallinna FC Flora,4:0,Pärnu JK Vaprus
2006-03-19,JK Maag Tartu,1:2,Tallinna FC Levadia
2006-03-19,FC TVMK Tallinn,2:1,Viljandi JK Tulevik
2006-03-22,Lasnamäe FC Ajax,1:4,Tallinna FC Flora
2006-03-22,Tallinna FC Levadia,5:0,Valga FC Warrior
2006-03-22,Viljandi JK Tulevik,0:3,JK Narva Trans
2006-03-22,Pärnu JK Vaprus,2:3,JK Maag Tartu
2006-03-22,JK Tammeka Tartu,0:2,FC TVMK Tallinn
2006-03-29,Tallinna FC Flora,3:0,Viljandi JK Tulevik
2006-03-29,Valga FC Warrior,0:5,FC TVMK Tallinn
2006-03-29,Tallinna FC Levadia,4:1,Pärnu JK Vaprus
2006-03-29,JK Narva Trans,3:2,JK Tammeka Tartu
2006-03-29,JK Maag Tartu,3:1,Lasnamäe FC Ajax
2006-04-02,Lasnamäe FC Ajax,0:3,Tallinna FC Levadia
2006-04-02,JK Tammeka Tartu,0:1,Tallinna FC Flora
2006-04-02,FC TVMK Tallinn,1:1,JK Narva Trans
2006-04-02,Viljandi JK Tulevik,0:3,JK Maag Tartu
2006-04-02,Pärnu JK Vaprus,2:0,Valga FC Warrior
2006-04-09,Tallinna FC Levadia,2:0,Viljandi JK Tulevik
2006-04-09,Valga FC Warrior,0:5,JK Narva Trans
2006-04-09,JK Maag Tartu,0:2,JK Tammeka Tartu
2006-04-09,Tallinna FC Flora,1:4,FC TVMK Tallinn
2006-04-09,Pärnu JK Vaprus,1:0,Lasnamäe FC Ajax
2006-04-16,Lasnamäe FC Ajax,2:0,Valga FC Warrior
2006-04-16,JK Narva Trans,2:2,Tallinna FC Flora
2006-04-16,Viljandi JK Tulevik,1:1,Pärnu JK Vaprus
2006-04-16,FC TVMK Tallinn,5:0,JK Maag Tartu
2006-04-16,JK Tammeka Tartu,0:5,Tallinna FC Levadia
2006-04-23,Valga FC Warrior,0:2,Tallinna FC Flora
2006-04-23,Pärnu JK Vaprus,0:2,JK Tammeka Tartu
2006-04-23,Tallinna FC Levadia,2:1,FC TVMK Tallinn
2006-04-23,Lasnamäe FC Ajax,1:0,Viljandi JK Tulevik
2006-04-23,JK Maag Tartu,2:2,JK Narva Trans
2006-04-30,Viljandi JK Tulevik,3:0,Valga FC Warrior
2006-04-30,FC TVMK Tallinn,7:1,Pärnu JK Vaprus
2006-04-30,JK Narva Trans,1:1,Tallinna FC Levadia
2006-04-30,Tallinna FC Flora,1:1,JK Maag Tartu
2006-04-30,JK Tammeka Tartu,4:1,Lasnamäe FC Ajax
2006-05-07,Pärnu JK Vaprus,1:0,FC TVMK Tallinn
2006-05-07,Lasnamäe FC Ajax,1:2,JK Tammeka Tartu
2006-05-07,Tallinna FC Levadia,1:1,JK Narva Trans
2006-05-07,JK Maag Tartu,1:2,Tallinna FC Flora
2006-05-07,Valga FC Warrior,3:0,Viljandi JK Tulevik
2006-05-14,FC TVMK Tallinn,0:2,Tallinna FC Levadia
2006-05-14,JK Tammeka Tartu,2:0,Pärnu JK Vaprus
2006-05-14,JK Narva Trans,2:2,JK Maag Tartu
2006-05-14,Tallinna FC Flora,2:0,Valga FC Warrior
2006-05-14,Viljandi JK Tulevik,5:2,Lasnamäe FC Ajax
2006-05-21,JK Maag Tartu,2:0,FC TVMK Tallinn
2006-05-21,Tallinna FC Levadia,4:1,JK Tammeka Tartu
2006-05-21,Valga FC Warrior,1:3,Lasnamäe FC Ajax
2006-05-21,Pärnu JK Vaprus,3:0,Viljandi JK Tulevik
2006-05-21,Tallinna FC Flora,2:1,JK Narva Trans
2006-06-04,Lasnamäe FC Ajax,3:1,Pärnu JK Vaprus
2006-06-04,FC TVMK Tallinn,1:0,Tallinna FC Flora
2006-06-04,Viljandi JK Tulevik,1:3,Tallinna FC Levadia
2006-06-04,JK Tammeka Tartu,1:2,JK Maag Tartu
2006-05-28,JK Narva Trans,4:0,Valga FC Warrior
2006-06-11,Valga FC Warrior,1:3,Pärnu JK Vaprus
2006-06-11,JK Narva Trans,1:0,FC TVMK Tallinn
2006-06-11,Tallinna FC Flora,3:0,JK Tammeka Tartu
2006-06-11,JK Maag Tartu,0:0,Viljandi JK Tulevik
2006-06-11,Tallinna FC Levadia,8:0,Lasnamäe FC Ajax
2006-07-02,JK Tammeka Tartu,0:3,JK Narva Trans
2006-06-18,FC TVMK Tallinn,4:1,Valga FC Warrior
2006-06-18,Viljandi JK Tulevik,0:3,Tallinna FC Flora
2006-06-18,Lasnamäe FC Ajax,3:3,JK Maag Tartu
2006-06-18,Pärnu JK Vaprus,1:2,Tallinna FC Levadia
2006-06-21,FC TVMK Tallinn,1:1,JK Tammeka Tartu
2006-06-21,Tallinna FC Flora,6:0,Lasnamäe FC Ajax
2006-06-21,JK Narva Trans,6:1,Viljandi JK Tulevik
2006-06-21,JK Maag Tartu,0:3,Pärnu JK Vaprus
2006-06-21,Valga FC Warrior,0:4,Tallinna FC Levadia
2006-07-05,Viljandi JK Tulevik,1:2,FC TVMK Tallinn
2006-07-05,Tallinna FC Levadia,2:0,JK Maag Tartu
2006-07-05,Pärnu JK Vaprus,2:4,Tallinna FC Flora
2006-07-05,JK Tammeka Tartu,3:0,Valga FC Warrior
2006-07-05,Lasnamäe FC Ajax,0:3,JK Narva Trans
2006-07-09,JK Narva Trans,6:3,Pärnu JK Vaprus
2006-07-09,JK Tammeka Tartu,0:0,Viljandi JK Tulevik
2006-07-09,Tallinna FC Flora,0:1,Tallinna FC Levadia
