Date,Home,Result,Away
2023-03-04,FC Elva,2:1,Tallinna FC Flora U21
2023-03-04,Paide Linnameeskond U21,2:3,Ida-Virumaa FC Alliance
2023-03-05,Tallinna JK Legion,3:2,FC Tallinn
2023-03-05,JK Tabasalu,1:2,Viimsi JK
2023-07-18,Tallinna FCI Levadia U21,1:0,FC Nõmme United
2023-03-09,Tallinna FCI Levadia U21,4:0,Ida-Virumaa FC Alliance
2023-03-09,Paide Linnameeskond U21,6:2,FC Elva
2023-03-09,FC Nõmme United,4:1,Tallinna JK Legion
2023-05-11,Viimsi JK,0:0,Tallinna FC Flora U21
2023-07-18,FC Tallinn,2:4,JK Tabasalu
2023-03-12,Tallinna FC Flora U21,1:0,FC Tallinn
2023-03-12,Ida-Virumaa FC Alliance,2:6,Viimsi JK
2023-03-13,Tallinna FCI Levadia U21,5:1,FC Elva
2023-03-15,JK Tabasalu,1:2,FC Nõmme United
2023-03-26,Tallinna JK Legion,2:2,Paide Linnameeskond U21
2023-03-18,FC Tallinn,3:2,Paide Linnameeskond U21
2023-03-19,FC Nõmme United,4:2,Ida-Virumaa FC Alliance
2023-03-19,Tallinna FCI Levadia U21,2:1,JK Tabasalu
2023-03-19,Tallinna FC Flora U21,5:2,Tallinna JK Legion
2023-03-19,Viimsi JK,2:0,FC Elva
2023-04-01,Viimsi JK,1:0,Tallinna JK Legion
2023-04-02,Tallinna FC Flora U21,3:2,JK Tabasalu
2023-04-02,FC Tallinn,1:3,FC Nõmme United
2023-04-03,Paide Linnameeskond U21,1:2,Tallinna FCI Levadia U21
2023-05-10,Ida-Virumaa FC Alliance,1:2,FC Elva
2023-04-08,Tallinna JK Legion,1:2,Tallinna FCI Levadia U21
2023-04-08,Viimsi JK,1:1,FC Nõmme United
2023-04-08,JK Tabasalu,6:4,Paide Linnameeskond U21
2023-04-09,FC Elva,1:1,FC Tallinn
2023-04-10,Ida-Virumaa FC Alliance,3:2,Tallinna FC Flora U21
2023-06-08,Tallinna FCI Levadia U21,1:2,Tallinna FC Flora U21
2023-04-15,FC Elva,3:2,Tallinna JK Legion
2023-04-15,Ida-Virumaa FC Alliance,2:5,JK Tabasalu
2023-04-16,FC Tallinn,3:2,Viimsi JK
2023-04-17,Paide Linnameeskond U21,1:3,FC Nõmme United
2023-08-16,Tallinna FCI Levadia U21,0:0,Viimsi JK
2023-04-21,FC Nõmme United,1:1,FC Elva
2023-04-22,Tallinna JK Legion,2:1,JK Tabasalu
2023-04-23,Ida-Virumaa FC Alliance,2:3,FC Tallinn
2023-04-24,Tallinna FC Flora U21,3:3,Paide Linnameeskond U21
2023-04-27,Viimsi JK,2:0,Paide Linnameeskond U21
2023-04-27,JK Tabasalu,1:0,FC Elva
2023-04-27,Tallinna FCI Levadia U21,1:1,FC Tallinn
2023-04-27,Tallinna FC Flora U21,3:6,FC Nõmme United
2023-04-28,Tallinna JK Legion,1:0,Ida-Virumaa FC Alliance
2023-05-01,FC Elva,1:3,Viimsi JK
2023-05-01,FC Nõmme United,5:0,Tallinna FCI Levadia U21
2023-05-01,Tallinna FC Flora U21,6:1,Ida-Virumaa FC Alliance
2023-05-01,Paide Linnameeskond U21,0:5,JK Tabasalu
2023-05-01,FC Tallinn,4:0,Tallinna JK Legion
2023-05-06,FC Elva,3:0,Ida-Virumaa FC Alliance
2023-05-06,Paide Linnameeskond U21,2:0,Tallinna JK Legion
2023-05-06,FC Tallinn,1:2,Tallinna FC Flora U21
2023-05-06,FC Nõmme United,2:1,Viimsi JK
2023-05-07,JK Tabasalu,2:0,Tallinna FCI Levadia U21
2023-05-13,Tallinna JK Legion,0:3,FC Elva
2023-05-14,Ida-Virumaa FC Alliance,1:7,Paide Linnameeskond U21
2023-05-14,FC Nõmme United,1:2,FC Tallinn
2023-05-15,Viimsi JK,1:1,Tallinna FCI Levadia U21
2023-05-15,JK Tabasalu,0:1,Tallinna FC Flora U21
2023-05-20,Paide Linnameeskond U21,0:1,Tallinna FC Flora U21
2023-05-20,Tallinna JK Legion,0:6,FC Nõmme United
2023-05-20,Viimsi JK,3:1,Ida-Virumaa FC Alliance
2023-05-20,FC Tallinn,1:3,Tallinna FCI Levadia U21
2023-05-21,FC Elva,2:3,JK Tabasalu
2023-05-25,Tallinna FC Flora U21,2:1,FC Elva
2023-05-25,JK Tabasalu,5:2,Ida-Virumaa FC Alliance
2023-05-25,Viimsi JK,4:0,FC Tallinn
2023-05-25,Tallinna FCI Levadia U21,1:2,Tallinna JK Legion
2023-05-25,FC Nõmme United,4:2,Paide Linnameeskond U21
2023-05-28,Tallinna FC Flora U21,3:1,Viimsi JK
2023-05-28,JK Tabasalu,2:0,Tallinna JK Legion
2023-05-29,FC Elva,0:2,FC Nõmme United
2023-05-29,Ida-Virumaa FC Alliance,2:6,Tallinna FCI Levadia U21
2023-05-29,Paide Linnameeskond U21,0:1,FC Tallinn
2023-06-04,FC Elva,1:2,Tallinna FCI Levadia U21
2023-06-04,Paide Linnameeskond U21,2:2,Viimsi JK
2023-06-04,FC Tallinn,5:0,Ida-Virumaa FC Alliance
2023-06-04,FC Nõmme United,3:0,JK Tabasalu
2023-07-13,Tallinna JK Legion,0:6,Tallinna FC Flora U21
2023-06-10,Viimsi JK,1:1,JK Tabasalu
2023-06-10,Ida-Virumaa FC Alliance,1:0,Tallinna JK Legion
2023-06-10,FC Tallinn,3:1,FC Elva
2023-06-11,FC Nõmme United,2:0,Tallinna FC Flora U21
2023-06-12,Tallinna FCI Levadia U21,2:0,Paide Linnameeskond U21
2023-06-29,JK Tabasalu,1:5,FC Tallinn
2023-06-29,FC Elva,0:3,Paide Linnameeskond U21
2023-06-29,Ida-Virumaa FC Alliance,0:6,FC Nõmme United
2023-06-29,Tallinna JK Legion,0:3,Viimsi JK
2023-07-31,Tallinna FC Flora U21,0:2,Tallinna FCI Levadia U21
2023-07-02,Tallinna JK Legion,0:0,Tallinna FCI Levadia U21
2023-07-02,FC Elva,3:0,Ida-Virumaa FC Alliance
2023-07-02,Paide Linnameeskond U21,0:1,JK Tabasalu
2023-07-03,Viimsi JK,0:1,FC Nõmme United
2023-07-04,Tallinna FC Flora U21,2:1,FC Tallinn
2023-07-08,FC Nõmme United,0:0,Paide Linnameeskond U21
2023-07-08,FC Tallinn,3:2,Tallinna JK Legion
2023-07-08,Tallinna FCI Levadia U21,2:4,Viimsi JK
2023-07-08,Ida-Virumaa FC Alliance,1:3,Tallinna FC Flora U21
2023-07-08,JK Tabasalu,4:0,FC Elva
2023-07-22,FC Tallinn,0:1,Viimsi JK
2023-07-22,JK Tabasalu,7:4,Ida-Virumaa FC Alliance
2023-07-22,Tallinna FCI Levadia U21,3:0,FC Elva
2023-07-22,Tallinna FC Flora U21,0:3,FC Nõmme United
2023-07-22,Paide Linnameeskond U21,3:2,Tallinna JK Legion
2023-08-05,FC Nõmme United,4:0,Tallinna FCI Levadia U21
2023-08-05,FC Elva,4:3,FC Tallinn
2023-08-05,Tallinna JK Legion,0:4,Tallinna FC Flora U21
2023-08-05,Ida-Virumaa FC Alliance,2:5,Paide Linnameeskond U21
2023-08-07,Viimsi JK,1:0,JK Tabasalu
