Date,Home,Result,Away
2009-05-02,FC Kuressaare,1:2,Nõmme JK Kalju
2009-05-02,Tallinna FC Flora,2:1,Tartu JK Tammeka
2009-05-02,JK Tallinna Kalev,0:1,Viljandi JK Tulevik
2009-05-02,JK Narva Trans,1:2,JK Sillamäe Kalev
2009-05-02,Paide Linnameeskond,0:3,Tallinna FC Levadia
2009-04-04,Nõmme JK Kalju,1:3,JK Sillamäe Kalev
2009-04-04,Tallinna FC Levadia,8:0,Tartu JK Tammeka
2009-04-04,JK Narva Trans,1:1,Viljandi JK Tulevik
2009-04-04,Paide Linnameeskond,1:0,JK Tallinna Kalev
2009-04-04,FC Kuressaare,1:0,Tallinna FC Flora
2009-03-07,Viljandi JK Tulevik,1:3,JK Sillamäe Kalev
2009-03-07,Tartu JK Tammeka,0:3,JK Tallinna Kalev
2009-03-07,Nõmme JK Kalju,0:1,Tallinna FC Flora
2009-03-07,Tallinna FC Levadia,3:0,FC Kuressaare
2009-04-11,Tartu JK Tammeka,1:4,JK Narva Trans
2009-04-11,Nõmme JK Kalju,1:2,Tallinna FC Levadia
2009-04-11,JK Tallinna Kalev,1:1,FC Kuressaare
2009-04-11,JK Sillamäe Kalev,3:2,Tallinna FC Flora
2009-04-11,Viljandi JK Tulevik,1:0,Paide Linnameeskond
2009-03-14,Viljandi JK Tulevik,3:0,Tartu JK Tammeka
2009-03-14,FC Kuressaare,0:5,JK Narva Trans
2009-03-14,Tallinna FC Flora,1:3,Tallinna FC Levadia
2009-03-14,JK Tallinna Kalev,1:2,Nõmme JK Kalju
2009-03-14,JK Sillamäe Kalev,6:0,Paide Linnameeskond
2009-03-17,Tartu JK Tammeka,0:8,JK Sillamäe Kalev
2009-03-17,Nõmme JK Kalju,1:1,Viljandi JK Tulevik
2009-03-17,Tallinna FC Levadia,4:1,JK Tallinna Kalev
2009-03-17,JK Narva Trans,1:2,Tallinna FC Flora
2009-03-17,Paide Linnameeskond,0:0,FC Kuressaare
2009-04-18,Tallinna FC Levadia,3:1,JK Sillamäe Kalev
2009-04-18,JK Narva Trans,3:0,Nõmme JK Kalju
2009-04-18,Paide Linnameeskond,3:1,Tartu JK Tammeka
2009-04-18,FC Kuressaare,0:3,Viljandi JK Tulevik
2009-04-18,Tallinna FC Flora,1:0,JK Tallinna Kalev
2009-03-21,Viljandi JK Tulevik,0:7,Tallinna FC Levadia
2009-03-21,Tartu JK Tammeka,1:2,Nõmme JK Kalju
2009-03-21,Tallinna FC Flora,4:0,Paide Linnameeskond
2009-03-21,JK Tallinna Kalev,2:4,JK Narva Trans
2009-03-21,JK Sillamäe Kalev,0:1,FC Kuressaare
2009-04-25,Viljandi JK Tulevik,1:1,Tallinna FC Flora
2009-04-25,Tartu JK Tammeka,2:0,FC Kuressaare
2009-04-25,Nõmme JK Kalju,3:0,Paide Linnameeskond
2009-04-25,Tallinna FC Levadia,2:0,JK Narva Trans
2009-04-25,JK Sillamäe Kalev,2:0,JK Tallinna Kalev
2009-08-01,Tallinna FC Levadia,3:1,Nõmme JK Kalju
2009-07-04,JK Tallinna Kalev,0:4,Tartu JK Tammeka
2009-07-04,JK Sillamäe Kalev,1:0,Viljandi JK Tulevik
2009-08-04,Tallinna FC Flora,0:0,Nõmme JK Kalju
2009-07-07,FC Kuressaare,1:7,Tallinna FC Levadia
2009-05-09,Viljandi JK Tulevik,2:1,JK Tallinna Kalev
2009-05-09,Tartu JK Tammeka,0:4,Tallinna FC Flora
2009-05-09,Nõmme JK Kalju,6:1,FC Kuressaare
2009-05-09,Tallinna FC Levadia,2:0,Paide Linnameeskond
2009-05-09,JK Sillamäe Kalev,2:1,JK Narva Trans
2009-06-13,FC Kuressaare,0:1,JK Sillamäe Kalev
2009-06-13,Nõmme JK Kalju,4:0,Tartu JK Tammeka
2009-06-13,Tallinna FC Levadia,5:0,Viljandi JK Tulevik
2009-06-13,JK Narva Trans,3:1,JK Tallinna Kalev
2009-06-13,Paide Linnameeskond,0:6,Tallinna FC Flora
2009-05-16,JK Narva Trans,0:3,Tallinna FC Levadia
2009-05-16,Paide Linnameeskond,0:3,Nõmme JK Kalju
2009-05-16,FC Kuressaare,0:0,Tartu JK Tammeka
2009-05-16,Tallinna FC Flora,1:0,Viljandi JK Tulevik
2009-05-16,JK Tallinna Kalev,1:1,JK Sillamäe Kalev
2009-06-16,Viljandi JK Tulevik,0:2,Nõmme JK Kalju
2009-06-16,FC Kuressaare,1:0,Paide Linnameeskond
2009-06-16,Tallinna FC Flora,1:1,JK Narva Trans
2009-06-16,JK Tallinna Kalev,2:2,Tallinna FC Levadia
2009-06-16,JK Sillamäe Kalev,5:0,Tartu JK Tammeka
2009-08-18,Tallinna FC Flora,3:0,FC Kuressaare
2009-06-20,Tartu JK Tammeka,1:1,Viljandi JK Tulevik
2009-06-20,Nõmme JK Kalju,2:1,JK Tallinna Kalev
2009-06-20,Tallinna FC Levadia,3:2,Tallinna FC Flora
2009-06-20,JK Narva Trans,2:0,FC Kuressaare
2009-06-20,Paide Linnameeskond,0:2,JK Sillamäe Kalev
2009-10-20,Tartu JK Tammeka,0:2,Tallinna FC Levadia
2009-05-23,JK Tallinna Kalev,0:2,Tallinna FC Flora
2009-05-23,JK Sillamäe Kalev,1:1,Tallinna FC Levadia
2009-05-23,Viljandi JK Tulevik,3:0,FC Kuressaare
2009-05-23,Tartu JK Tammeka,0:2,Paide Linnameeskond
2009-05-23,Nõmme JK Kalju,1:2,JK Narva Trans
2009-05-26,JK Narva Trans,3:1,Tartu JK Tammeka
2009-05-26,Paide Linnameeskond,0:1,Viljandi JK Tulevik
2009-05-26,FC Kuressaare,0:1,JK Tallinna Kalev
2009-07-28,Tallinna FC Flora,4:1,JK Sillamäe Kalev
2009-07-28,Paide Linnameeskond,0:5,JK Narva Trans
2009-05-30,Viljandi JK Tulevik,1:2,JK Narva Trans
2009-05-30,JK Tallinna Kalev,0:0,Paide Linnameeskond
2009-05-30,JK Sillamäe Kalev,2:0,Nõmme JK Kalju
2009-08-01,Tartu JK Tammeka,0:1,JK Narva Trans
2009-08-01,JK Tallinna Kalev,1:4,FC Kuressaare
2009-08-01,JK Sillamäe Kalev,1:3,Tallinna FC Flora
2009-08-01,Viljandi JK Tulevik,4:0,Paide Linnameeskond
2009-09-01,Tallinna FC Levadia,6:1,JK Sillamäe Kalev
2009-10-06,Tallinna FC Levadia,1:1,JK Narva Trans
2009-08-08,Nõmme JK Kalju,1:1,JK Sillamäe Kalev
2009-08-08,Tallinna FC Levadia,6:1,Tartu JK Tammeka
2009-08-08,JK Narva Trans,3:1,Viljandi JK Tulevik
2009-08-08,Paide Linnameeskond,3:2,JK Tallinna Kalev
2009-08-08,FC Kuressaare,0:3,Tallinna FC Flora
2009-07-11,Paide Linnameeskond,1:5,Tallinna FC Levadia
2009-07-11,Tallinna FC Flora,2:1,Tartu JK Tammeka
2009-07-11,JK Tallinna Kalev,0:2,Viljandi JK Tulevik
2009-09-12,Viljandi JK Tulevik,1:3,JK Sillamäe Kalev
2009-09-12,Tartu JK Tammeka,1:0,JK Tallinna Kalev
2009-09-12,Nõmme JK Kalju,3:2,Tallinna FC Flora
2009-09-12,Tallinna FC Levadia,8:0,FC Kuressaare
2009-09-12,JK Narva Trans,4:1,Paide Linnameeskond
2009-07-14,JK Narva Trans,0:1,JK Sillamäe Kalev
2009-08-15,Viljandi JK Tulevik,0:0,Tallinna FC Levadia
2009-08-15,Tartu JK Tammeka,0:1,Nõmme JK Kalju
2009-08-15,Tallinna FC Flora,0:0,Paide Linnameeskond
2009-08-15,JK Tallinna Kalev,0:2,JK Narva Trans
2009-08-15,JK Sillamäe Kalev,5:1,FC Kuressaare
2009-09-15,Tallinna FC Flora,1:3,Tallinna FC Levadia
2009-07-18,Tartu JK Tammeka,1:2,FC Kuressaare
2009-07-18,Nõmme JK Kalju,10:0,Paide Linnameeskond
2009-07-18,JK Sillamäe Kalev,7:0,JK Tallinna Kalev
2009-10-20,Tallinna FC Flora,4:1,JK Tallinna Kalev
2009-08-22,JK Narva Trans,0:0,Tallinna FC Flora
2009-08-22,Paide Linnameeskond,2:0,FC Kuressaare
2009-08-22,Tartu JK Tammeka,1:2,JK Sillamäe Kalev
2009-08-22,Nõmme JK Kalju,1:1,Viljandi JK Tulevik
2009-08-23,Tallinna FC Levadia,5:1,JK Tallinna Kalev
2009-07-25,JK Narva Trans,0:0,Nõmme JK Kalju
2009-07-25,Paide Linnameeskond,2:1,Tartu JK Tammeka
2009-07-25,FC Kuressaare,0:4,Viljandi JK Tulevik
2009-08-29,Viljandi JK Tulevik,0:1,Tartu JK Tammeka
2009-08-29,FC Kuressaare,0:7,JK Narva Trans
2009-08-29,JK Tallinna Kalev,0:2,Nõmme JK Kalju
2009-08-29,JK Sillamäe Kalev,3:0,Paide Linnameeskond
2009-09-29,Nõmme JK Kalju,1:3,Tallinna FC Levadia
2009-09-29,Viljandi JK Tulevik,0:1,Tallinna FC Flora
2009-10-03,Viljandi JK Tulevik,3:2,Nõmme JK Kalju
2009-10-03,FC Kuressaare,4:1,Paide Linnameeskond
2009-10-03,Tallinna FC Flora,1:2,JK Narva Trans
2009-10-03,JK Tallinna Kalev,0:1,Tallinna FC Levadia
2009-10-03,JK Sillamäe Kalev,3:0,Tartu JK Tammeka
2009-11-03,Viljandi JK Tulevik,6:0,FC Kuressaare
2009-11-03,Tartu JK Tammeka,1:0,Paide Linnameeskond
