Date,Home,Result,Away
2009-11-03,Nõmme JK Kalju,2:2,JK Narva Trans
2009-11-03,JK Tallinna Kalev,1:2,Tallinna FC Flora
2009-11-03,JK Sillamäe Kalev,0:1,Tallinna FC Levadia
2009-11-07,JK Narva Trans,2:1,Tallinna FC Levadia
2009-11-07,Paide Linnameeskond,0:3,Nõmme JK Kalju
2009-11-07,FC Kuressaare,0:2,Tartu JK Tammeka
2009-11-07,Tallinna FC Flora,4:1,Viljandi JK Tulevik
2009-11-07,JK Tallinna Kalev,2:6,JK Sillamäe Kalev
2009-11-07,JK Sillamäe Kalev,0:2,JK Narva Trans
2009-11-10,Viljandi JK Tulevik,4:1,JK Tallinna Kalev
2009-11-10,Tartu JK Tammeka,0:4,Tallinna FC Flora
2009-11-10,Nõmme JK Kalju,1:0,FC Kuressaare
2009-11-10,Tallinna FC Levadia,4:2,Paide Linnameeskond
2009-10-17,FC Kuressaare,0:3,JK Sillamäe Kalev
2009-10-17,Nõmme JK Kalju,1:1,Tartu JK Tammeka
2009-10-17,Tallinna FC Levadia,3:0,Viljandi JK Tulevik
2009-10-17,JK Narva Trans,1:0,JK Tallinna Kalev
2009-10-17,Paide Linnameeskond,0:6,Tallinna FC Flora
2009-09-19,JK Tallinna Kalev,1:6,Tartu JK Tammeka
2009-09-19,JK Sillamäe Kalev,3:1,Viljandi JK Tulevik
2009-09-19,Paide Linnameeskond,1:1,JK Narva Trans
2009-09-19,FC Kuressaare,1:3,Tallinna FC Levadia
2009-09-19,Tallinna FC Flora,2:2,Nõmme JK Kalju
2009-10-24,Viljandi JK Tulevik,0:1,JK Narva Trans
2009-10-24,Tartu JK Tammeka,0:2,Tallinna FC Levadia
2009-10-24,Tallinna FC Flora,3:0,FC Kuressaare
2009-10-24,JK Tallinna Kalev,3:2,Paide Linnameeskond
2009-10-24,JK Sillamäe Kalev,1:1,Nõmme JK Kalju
2009-09-26,Tartu JK Tammeka,0:3,Viljandi JK Tulevik
2009-09-26,Nõmme JK Kalju,3:4,JK Tallinna Kalev
2009-09-26,Tallinna FC Levadia,1:0,Tallinna FC Flora
2009-09-26,JK Narva Trans,10:0,FC Kuressaare
2009-09-26,Paide Linnameeskond,0:1,JK Sillamäe Kalev
2009-10-31,Tallinna FC Levadia,5:0,Nõmme JK Kalju
2009-10-31,JK Narva Trans,2:0,Tartu JK Tammeka
2009-10-31,Paide Linnameeskond,0:4,Viljandi JK Tulevik
2009-10-31,FC Kuressaare,2:0,JK Tallinna Kalev
2009-10-31,Tallinna FC Flora,4:0,JK Sillamäe Kalev
