Date,Home,Result,Away
2006-04-01,FC Elva,3:2,Tallinna JK Dünamo
2006-04-01,Tallinna FC Levadia II,2:1,Nõmme JK Kalju
2006-04-01,FC Kuressaare,1:1,Viljandi JK Tulevik U21
2006-04-01,Kohtla-Järve FC Lootus,2:1,Tallinna FC Flora II
2006-04-01,JK Tallinna Kalev,1:4,Tallinna FC TVMK II
2006-06-03,FC Kuressaare,2:4,Nõmme JK Kalju
2006-06-03,JK Tallinna Kalev,5:0,Tallinna FC Flora II
2006-06-03,Tallinna FC Levadia II,3:0,Tallinna FC TVMK II
2006-06-03,Kohtla-Järve FC Lootus,4:1,FC Elva
2006-07-04,Tallinna FC Flora II,5:1,Tallinna FC TVMK II
2006-07-04,Kohtla-Järve FC Lootus,0:4,Viljandi JK Tulevik U21
2006-07-04,JK Tallinna Kalev,3:0,FC Kuressaare
2006-07-04,Tallinna FC Levadia II,8:0,Tallinna JK Dünamo
2006-07-04,FC Elva,0:2,Nõmme JK Kalju
2006-11-04,Tallinna JK Dünamo,3:7,JK Tallinna Kalev
2006-11-04,Tallinna FC Flora II,2:0,Viljandi JK Tulevik U21
2006-11-04,FC Elva,0:4,FC Kuressaare
2006-11-04,Tallinna FC TVMK II,2:2,Nõmme JK Kalju
2006-11-04,Kohtla-Järve FC Lootus,0:6,Tallinna FC Levadia II
2006-08-05,Tallinna JK Dünamo,0:0,Viljandi JK Tulevik U21
2006-08-05,Tallinna FC Flora II,3:4,JK Tallinna Kalev
2006-08-05,Tallinna FC TVMK II,0:7,Tallinna FC Levadia II
2006-08-05,FC Elva,1:4,Kohtla-Järve FC Lootus
2006-08-05,Nõmme JK Kalju,6:0,FC Kuressaare
2006-05-06,Tallinna FC Flora II,6:0,Viljandi JK Tulevik U21
2006-05-06,Tallinna JK Dünamo,0:2,JK Tallinna Kalev
2006-05-06,FC Elva,0:1,FC Kuressaare
2006-05-06,Tallinna FC TVMK II,1:1,Nõmme JK Kalju
2006-05-06,Kohtla-Järve FC Lootus,0:4,Tallinna FC Levadia II
2006-04-08,Tallinna FC TVMK II,1:6,Tallinna FC Levadia II
2006-04-08,FC Elva,0:1,Kohtla-Järve FC Lootus
2006-04-08,Tallinna FC Flora II,2:1,JK Tallinna Kalev
2006-04-08,Tallinna JK Dünamo,1:1,Viljandi JK Tulevik U21
2006-04-08,Nõmme JK Kalju,1:3,FC Kuressaare
2006-07-08,FC Kuressaare,5:1,Kohtla-Järve FC Lootus
2006-07-08,Viljandi JK Tulevik U21,4:0,FC Elva
2006-07-08,Nõmme JK Kalju,2:1,Tallinna FC Flora II
2006-07-08,Tallinna FC Levadia II,6:0,JK Tallinna Kalev
2006-09-09,FC Kuressaare,3:1,JK Tallinna Kalev
2006-09-09,Tallinna FC TVMK II,3:5,Tallinna FC Flora II
2006-09-09,Tallinna JK Dünamo,4:4,Tallinna FC Levadia II
2006-09-09,Viljandi JK Tulevik U21,2:2,Kohtla-Järve FC Lootus
2006-09-09,Nõmme JK Kalju,4:0,FC Elva
2006-06-10,Nõmme JK Kalju,0:6,Tallinna FC Levadia II
2006-06-10,Viljandi JK Tulevik U21,0:1,FC Kuressaare
2006-06-10,Tallinna JK Dünamo,0:0,FC Elva
2006-06-10,Tallinna FC Flora II,4:2,Kohtla-Järve FC Lootus
2006-06-10,Tallinna FC TVMK II,0:1,JK Tallinna Kalev
2006-03-11,Tallinna FC TVMK II,2:1,Tallinna JK Dünamo
2006-03-11,Kohtla-Järve FC Lootus,0:1,FC Kuressaare
2006-03-11,FC Elva,0:2,Viljandi JK Tulevik U21
2006-03-11,Tallinna FC Flora II,0:2,Nõmme JK Kalju
2006-03-11,JK Tallinna Kalev,1:1,Tallinna FC Levadia II
2006-08-12,FC Elva,0:3,Tallinna JK Dünamo
