Date,Home,Result,Away
2023-08-12,Paide Linnameeskond,1:1,JK Tallinna Kalev
2023-08-13,Tartu JK Tammeka,1:1,Nõmme Kalju FC
2023-08-13,JK Narva Trans,2:0,FC Kuressaare
2023-07-28,Tallinna FC Flora,1:1,Pärnu JK Vaprus
2023-08-18,Harju JK Laagri,0:2,JK Narva Trans
2023-08-19,Pärnu JK Vaprus,3:3,Nõmme Kalju FC
2023-08-19,Paide Linnameeskond,6:3,Tartu JK Tammeka
2023-08-20,FC Kuressaare,2:1,Tallinna FCI Levadia
2023-08-20,JK Tallinna Kalev,1:1,Tallinna FC Flora
2023-08-25,Tallinna FC Flora,2:0,Harju JK Laagri
2023-08-26,Tartu JK Tammeka,0:0,Pärnu JK Vaprus
2023-08-26,Tallinna FCI Levadia,1:1,JK Tallinna Kalev
2023-08-27,JK Narva Trans,0:0,Paide Linnameeskond
2023-08-27,Nõmme Kalju FC,4:1,FC Kuressaare
2023-09-01,JK Narva Trans,2:1,JK Tallinna Kalev
2023-09-02,FC Kuressaare,1:1,Tartu JK Tammeka
2023-09-02,Harju JK Laagri,0:4,Pärnu JK Vaprus
2023-09-03,Tallinna FC Flora,2:2,Tallinna FCI Levadia
2023-09-03,Paide Linnameeskond,2:0,Nõmme Kalju FC
2023-09-15,Tartu JK Tammeka,3:0,JK Narva Trans
2023-09-16,Tallinna FCI Levadia,1:0,Paide Linnameeskond
2023-09-16,JK Tallinna Kalev,2:1,Harju JK Laagri
2023-09-17,Nõmme Kalju FC,0:0,Tallinna FC Flora
2023-09-17,Pärnu JK Vaprus,3:1,FC Kuressaare
2023-09-22,Tallinna FC Flora,1:0,JK Tallinna Kalev
2023-09-23,JK Narva Trans,1:3,Harju JK Laagri
2023-09-23,Nõmme Kalju FC,4:1,Tartu JK Tammeka
2023-09-23,Tallinna FCI Levadia,4:0,FC Kuressaare
2023-09-23,Paide Linnameeskond,3:0,Pärnu JK Vaprus
2023-09-26,Harju JK Laagri,0:1,Tallinna FCI Levadia
2023-09-26,FC Kuressaare,0:2,Nõmme Kalju FC
2023-09-27,JK Tallinna Kalev,2:1,Paide Linnameeskond
2023-09-27,Pärnu JK Vaprus,3:2,JK Narva Trans
2023-09-27,Tartu JK Tammeka,1:2,Tallinna FC Flora
2023-10-01,FC Kuressaare,1:1,JK Tallinna Kalev
2023-10-01,Pärnu JK Vaprus,0:1,Tallinna FC Flora
2023-10-01,Tallinna FCI Levadia,3:0,JK Narva Trans
2023-09-30,Tartu JK Tammeka,1:2,Paide Linnameeskond
2023-09-30,Harju JK Laagri,1:0,Nõmme Kalju FC
2023-10-07,JK Tallinna Kalev,1:2,Tallinna FCI Levadia
2023-10-07,JK Narva Trans,2:0,Tartu JK Tammeka
2023-10-07,Nõmme Kalju FC,1:1,Pärnu JK Vaprus
2023-10-07,Tallinna FC Flora,3:0,FC Kuressaare
2023-10-08,Paide Linnameeskond,4:0,Harju JK Laagri
2023-10-21,JK Tallinna Kalev,1:0,Pärnu JK Vaprus
2023-10-21,JK Narva Trans,2:1,Nõmme Kalju FC
2023-10-21,Tallinna FCI Levadia,2:1,Tartu JK Tammeka
2023-10-22,Paide Linnameeskond,1:0,FC Kuressaare
2023-10-22,Harju JK Laagri,2:3,Tallinna FC Flora
2023-10-27,Tartu JK Tammeka,2:7,JK Tallinna Kalev
2023-10-27,Pärnu JK Vaprus,0:0,Harju JK Laagri
2023-10-28,FC Kuressaare,1:0,JK Narva Trans
2023-10-28,Nõmme Kalju FC,4:3,Tallinna FCI Levadia
2023-10-28,Tallinna FC Flora,2:1,Paide Linnameeskond
2023-11-01,Tartu JK Tammeka,0:1,FC Kuressaare
2023-11-01,Tallinna FCI Levadia,0:0,Pärnu JK Vaprus
2023-11-01,JK Narva Trans,1:3,Tallinna FC Flora
2023-10-31,Harju JK Laagri,0:2,JK Tallinna Kalev
2023-10-31,Nõmme Kalju FC,3:3,Paide Linnameeskond
2023-11-04,JK Narva Trans,1:3,Paide Linnameeskond
2023-11-04,FC Kuressaare,1:1,Harju JK Laagri
2023-11-05,JK Tallinna Kalev,1:1,Nõmme Kalju FC
2023-11-05,Pärnu JK Vaprus,2:0,Tartu JK Tammeka
2023-11-05,Tallinna FCI Levadia,2:1,Tallinna FC Flora
2023-11-10,Tartu JK Tammeka,2:1,Harju JK Laagri
2023-11-11,Tallinna FC Flora,0:0,Nõmme Kalju FC
2023-11-11,Paide Linnameeskond,2:2,Tallinna FCI Levadia
2023-11-11,FC Kuressaare,1:0,Pärnu JK Vaprus
2023-11-11,JK Tallinna Kalev,5:0,JK Narva Trans
