Date,Home,Result,Away
2023-03-03,Tallinna FC Flora,4:0,Harju JK Laagri
2023-03-04,JK Tallinna Kalev,0:0,Nõmme Kalju FC
2023-03-05,Tallinna FCI Levadia,0:0,Pärnu JK Vaprus
2023-03-05,Paide Linnameeskond,2:1,JK Narva Trans
2023-07-31,FC Kuressaare,3:1,Tartu JK Tammeka
2023-03-07,FC Kuressaare,1:1,Harju JK Laagri
2023-04-18,Paide Linnameeskond,1:1,Tallinna FCI Levadia
2023-04-19,Tartu JK Tammeka,1:2,JK Tallinna Kalev
2023-04-19,Pärnu JK Vaprus,1:0,JK Narva Trans
2023-04-19,Nõmme Kalju FC,2:2,Tallinna FC Flora
2023-03-14,Tallinna FC Flora,5:0,JK Narva Trans
2023-03-15,Harju JK Laagri,0:2,JK Tallinna Kalev
2023-03-15,Paide Linnameeskond,0:1,FC Kuressaare
2023-03-15,Tallinna FCI Levadia,3:0,Tartu JK Tammeka
2023-03-16,Pärnu JK Vaprus,1:1,Nõmme Kalju FC
2023-03-18,JK Narva Trans,0:2,Tallinna FCI Levadia
2023-03-18,JK Tallinna Kalev,0:2,Tallinna FC Flora
2023-03-19,FC Kuressaare,1:2,Pärnu JK Vaprus
2023-03-19,Tartu JK Tammeka,0:0,Paide Linnameeskond
2023-03-19,Harju JK Laagri,1:2,Nõmme Kalju FC
2023-04-01,Tallinna FC Flora,1:1,Tartu JK Tammeka
2023-04-01,Paide Linnameeskond,1:0,Harju JK Laagri
2023-04-01,Nõmme Kalju FC,2:0,JK Narva Trans
2023-04-02,Pärnu JK Vaprus,0:2,JK Tallinna Kalev
2023-04-02,Tallinna FCI Levadia,4:1,FC Kuressaare
2023-04-08,Harju JK Laagri,1:2,JK Narva Trans
2023-04-08,FC Kuressaare,1:4,Tallinna FC Flora
2023-04-08,Pärnu JK Vaprus,1:0,Tartu JK Tammeka
2023-04-09,Nõmme Kalju FC,1:1,Paide Linnameeskond
2023-04-09,JK Tallinna Kalev,0:2,Tallinna FCI Levadia
2023-04-15,Tallinna FCI Levadia,6:1,Harju JK Laagri
2023-04-15,Paide Linnameeskond,0:1,JK Tallinna Kalev
2023-04-16,Tartu JK Tammeka,0:2,Nõmme Kalju FC
2023-04-16,JK Narva Trans,0:1,FC Kuressaare
2023-04-16,Tallinna FC Flora,4:0,Pärnu JK Vaprus
2023-04-22,JK Narva Trans,2:1,JK Tallinna Kalev
2023-04-23,FC Kuressaare,2:0,Nõmme Kalju FC
2023-04-23,Tallinna FC Flora,0:2,Tallinna FCI Levadia
2023-04-23,Pärnu JK Vaprus,2:2,Paide Linnameeskond
2023-04-23,Harju JK Laagri,2:3,Tartu JK Tammeka
2023-04-28,Tartu JK Tammeka,1:1,JK Narva Trans
2023-04-28,Harju JK Laagri,1:2,Pärnu JK Vaprus
2023-04-29,JK Tallinna Kalev,0:3,FC Kuressaare
2023-04-29,Paide Linnameeskond,1:3,Tallinna FC Flora
2023-04-29,Nõmme Kalju FC,0:1,Tallinna FCI Levadia
2023-05-02,JK Narva Trans,2:0,Harju JK Laagri
2023-05-02,Nõmme Kalju FC,1:2,JK Tallinna Kalev
2023-05-03,Tallinna FCI Levadia,2:0,Paide Linnameeskond
2023-05-03,Tartu JK Tammeka,0:3,Tallinna FC Flora
2023-05-03,Pärnu JK Vaprus,1:2,FC Kuressaare
2023-05-06,Harju JK Laagri,2:1,Tallinna FCI Levadia
2023-05-07,JK Tallinna Kalev,1:1,Tartu JK Tammeka
2023-05-07,Tallinna FC Flora,3:1,Nõmme Kalju FC
2023-05-07,JK Narva Trans,0:2,Pärnu JK Vaprus
2023-05-07,FC Kuressaare,1:4,Paide Linnameeskond
2023-05-12,Nõmme Kalju FC,1:1,Harju JK Laagri
2023-05-13,Pärnu JK Vaprus,0:2,JK Tallinna Kalev
2023-05-13,Paide Linnameeskond,0:0,Tartu JK Tammeka
2023-05-14,FC Kuressaare,0:3,Tallinna FC Flora
2023-05-14,JK Narva Trans,0:1,Tallinna FCI Levadia
2023-05-19,Harju JK Laagri,0:1,Tallinna FC Flora
2023-05-20,JK Narva Trans,0:2,Nõmme Kalju FC
2023-05-20,FC Kuressaare,1:2,JK Tallinna Kalev
2023-05-21,Tartu JK Tammeka,2:2,Tallinna FCI Levadia
2023-05-21,Paide Linnameeskond,0:1,Pärnu JK Vaprus
2023-05-23,JK Narva Trans,0:1,Tallinna FC Flora
2023-05-23,Harju JK Laagri,1:1,FC Kuressaare
2023-05-24,Nõmme Kalju FC,1:2,Tartu JK Tammeka
2023-05-24,Pärnu JK Vaprus,0:0,Tallinna FCI Levadia
2023-05-24,JK Tallinna Kalev,1:1,Paide Linnameeskond
2023-05-27,Tartu JK Tammeka,0:0,FC Kuressaare
2023-05-27,Tallinna FC Flora,3:0,JK Tallinna Kalev
2023-05-28,Tallinna FCI Levadia,2:1,Nõmme Kalju FC
2023-05-28,Paide Linnameeskond,1:2,JK Narva Trans
2023-05-28,Pärnu JK Vaprus,0:1,Harju JK Laagri
2023-06-06,FC Kuressaare,0:2,Tallinna FCI Levadia
2023-06-06,Nõmme Kalju FC,1:0,Pärnu JK Vaprus
2023-06-07,Tartu JK Tammeka,2:0,Harju JK Laagri
2023-06-07,JK Tallinna Kalev,0:1,JK Narva Trans
2023-06-07,Tallinna FC Flora,0:0,Paide Linnameeskond
2023-06-10,Nõmme Kalju FC,2:0,FC Kuressaare
2023-06-10,Pärnu JK Vaprus,1:5,Tallinna FC Flora
2023-06-11,JK Narva Trans,2:0,Tartu JK Tammeka
2023-06-11,Tallinna FCI Levadia,2:1,JK Tallinna Kalev
2023-06-11,Harju JK Laagri,0:1,Paide Linnameeskond
2023-06-27,FC Kuressaare,3:0,JK Narva Trans
2023-06-27,Tartu JK Tammeka,2:3,Pärnu JK Vaprus
2023-06-27,Paide Linnameeskond,0:0,Nõmme Kalju FC
2023-06-28,JK Tallinna Kalev,1:1,Harju JK Laagri
2023-06-28,Tallinna FCI Levadia,0:0,Tallinna FC Flora
2023-07-01,Harju JK Laagri,1:1,FC Kuressaare
2023-07-01,Tallinna FCI Levadia,3:0,JK Narva Trans
2023-07-02,Nõmme Kalju FC,1:2,JK Tallinna Kalev
2023-07-02,Tallinna FC Flora,3:0,Tartu JK Tammeka
2023-06-30,Pärnu JK Vaprus,1:1,Paide Linnameeskond
2023-07-07,Paide Linnameeskond,0:0,Tallinna FC Flora
2023-07-08,JK Narva Trans,0:4,Pärnu JK Vaprus
2023-07-08,JK Tallinna Kalev,1:3,FC Kuressaare
2023-07-09,Harju JK Laagri,3:0,Tartu JK Tammeka
2023-07-09,Tallinna FCI Levadia,3:0,Nõmme Kalju FC
2023-07-22,JK Tallinna Kalev,1:1,Pärnu JK Vaprus
2023-07-22,Nõmme Kalju FC,1:0,Harju JK Laagri
2023-07-23,Tallinna FC Flora,1:4,JK Narva Trans
2023-07-23,FC Kuressaare,0:4,Paide Linnameeskond
2023-07-23,Tartu JK Tammeka,0:0,Tallinna FCI Levadia
2023-08-04,Tallinna FC Flora,4:0,FC Kuressaare
2023-08-05,Nõmme Kalju FC,4:0,JK Narva Trans
2023-08-05,JK Tallinna Kalev,1:1,Tartu JK Tammeka
2023-08-06,Pärnu JK Vaprus,0:3,Tallinna FCI Levadia
2023-08-06,Harju JK Laagri,0:1,Paide Linnameeskond
2023-08-12,Tallinna FCI Levadia,1:1,Harju JK Laagri
