Date,Home,Result,Away
2012-05-05,FC Kuressaare,0:0,FC Viljandi
2012-09-08,FC Kuressaare,0:1,Paide Linnameeskond
2012-06-09,Nõmme JK Kalju,1:0,Paide Linnameeskond
2012-06-09,JK Narva Trans,5:1,JK Tallinna Kalev
2012-06-09,JK Sillamäe Kalev,0:0,FC Kuressaare
2012-06-09,Tallinna FC Flora,0:1,Tallinna FC Levadia
2012-06-09,Tartu JK Tammeka,1:1,FC Viljandi
2012-05-12,JK Tallinna Kalev,1:0,Tartu JK Tammeka
2012-05-12,Paide Linnameeskond,0:5,Tallinna FC Flora
2012-05-12,Nõmme JK Kalju,5:0,JK Sillamäe Kalev
2012-05-12,FC Kuressaare,0:2,Tallinna FC Levadia
2012-05-12,FC Viljandi,0:1,JK Narva Trans
2012-08-14,FC Viljandi,1:1,JK Tallinna Kalev
2012-06-16,JK Tallinna Kalev,0:5,Nõmme JK Kalju
2012-06-16,Tartu JK Tammeka,0:2,Tallinna FC Flora
2012-06-16,Tallinna FC Levadia,1:1,JK Sillamäe Kalev
2012-06-16,FC Kuressaare,0:0,JK Narva Trans
2012-06-16,FC Viljandi,0:2,Paide Linnameeskond
2012-05-19,JK Narva Trans,1:2,Nõmme JK Kalju
2012-05-19,JK Sillamäe Kalev,1:1,Paide Linnameeskond
2012-05-19,Tallinna FC Flora,5:0,JK Tallinna Kalev
2012-05-19,Tartu JK Tammeka,0:0,FC Kuressaare
2012-05-19,Tallinna FC Levadia,2:0,FC Viljandi
2012-05-22,Paide Linnameeskond,0:0,JK Narva Trans
2012-05-22,Tallinna FC Levadia,1:0,Tartu JK Tammeka
2012-05-22,FC Kuressaare,1:3,Tallinna FC Flora
2012-05-22,FC Viljandi,0:3,Nõmme JK Kalju
2012-05-22,JK Tallinna Kalev,1:2,JK Sillamäe Kalev
2012-06-26,JK Narva Trans,1:2,Tallinna FC Levadia
2012-06-26,JK Sillamäe Kalev,2:0,Tartu JK Tammeka
2012-06-26,Tallinna FC Flora,5:0,FC Viljandi
2012-06-26,Paide Linnameeskond,1:0,JK Tallinna Kalev
2012-06-26,Nõmme JK Kalju,2:0,FC Kuressaare
2012-04-28,JK Tallinna Kalev,2:1,FC Kuressaare
2012-04-28,Paide Linnameeskond,1:5,Tallinna FC Levadia
2012-04-28,Nõmme JK Kalju,3:0,Tartu JK Tammeka
2012-04-28,JK Narva Trans,1:2,Tallinna FC Flora
2012-04-28,FC Viljandi,0:3,JK Sillamäe Kalev
2012-06-30,Tallinna FC Flora,3:0,JK Sillamäe Kalev
2012-06-30,Tartu JK Tammeka,2:3,JK Narva Trans
2012-06-30,Tallinna FC Levadia,1:1,Nõmme JK Kalju
2012-09-01,JK Tallinna Kalev,2:2,FC Viljandi
2012-09-01,Paide Linnameeskond,1:1,FC Kuressaare
2012-09-01,Nõmme JK Kalju,2:2,Tallinna FC Levadia
2012-09-01,JK Narva Trans,4:0,Tartu JK Tammeka
2012-09-01,JK Sillamäe Kalev,1:2,Tallinna FC Flora
2012-08-04,JK Tallinna Kalev,1:1,Tallinna FC Flora
2012-08-04,Paide Linnameeskond,2:0,JK Sillamäe Kalev
2012-08-04,FC Kuressaare,3:2,Tartu JK Tammeka
2012-08-04,FC Viljandi,0:5,Tallinna FC Levadia
2012-09-04,Nõmme JK Kalju,7:0,JK Tallinna Kalev
2012-08-06,Nõmme JK Kalju,1:0,JK Narva Trans
2012-08-07,Tallinna FC Levadia,4:0,Paide Linnameeskond
2012-10-09,Tallinna FC Flora,0:1,JK Narva Trans
2012-08-11,Tartu JK Tammeka,0:3,Tallinna FC Levadia
2012-08-11,Nõmme JK Kalju,3:0,FC Viljandi
2012-08-11,JK Narva Trans,0:0,Paide Linnameeskond
2012-08-11,JK Sillamäe Kalev,3:0,JK Tallinna Kalev
2012-08-11,Tallinna FC Flora,2:0,FC Kuressaare
2012-07-14,JK Sillamäe Kalev,2:2,FC Viljandi
2012-07-14,Tartu JK Tammeka,1:4,Nõmme JK Kalju
2012-07-14,FC Kuressaare,2:1,JK Tallinna Kalev
2012-08-18,Paide Linnameeskond,0:2,Nõmme JK Kalju
2012-08-18,FC Kuressaare,1:2,JK Sillamäe Kalev
2012-08-18,FC Viljandi,0:0,Tartu JK Tammeka
2012-08-20,JK Tallinna Kalev,0:1,JK Narva Trans
2012-08-20,Tallinna FC Levadia,5:4,Tallinna FC Flora
2012-07-21,JK Narva Trans,0:1,JK Sillamäe Kalev
2012-07-21,FC Viljandi,6:0,FC Kuressaare
2012-07-21,Paide Linnameeskond,4:1,Tartu JK Tammeka
2012-07-21,Nõmme JK Kalju,2:0,Tallinna FC Flora
2012-07-23,JK Tallinna Kalev,0:6,Tallinna FC Levadia
2012-08-25,Paide Linnameeskond,0:2,FC Viljandi
2012-08-25,JK Narva Trans,2:0,FC Kuressaare
2012-08-25,JK Sillamäe Kalev,1:1,Tallinna FC Levadia
2012-08-25,Tallinna FC Flora,5:1,Tartu JK Tammeka
2012-07-28,JK Narva Trans,1:1,FC Viljandi
2012-07-28,JK Sillamäe Kalev,0:2,Nõmme JK Kalju
2012-07-28,Tartu JK Tammeka,1:1,JK Tallinna Kalev
2012-08-28,JK Tallinna Kalev,0:3,Paide Linnameeskond
2012-08-28,Tartu JK Tammeka,0:3,JK Sillamäe Kalev
2012-08-28,Tallinna FC Levadia,0:2,JK Narva Trans
2012-08-28,FC Kuressaare,0:9,Nõmme JK Kalju
2012-08-28,FC Viljandi,0:2,Tallinna FC Flora
2012-07-30,Tallinna FC Flora,3:0,Paide Linnameeskond
2012-07-30,Tallinna FC Levadia,7:0,FC Kuressaare
2012-10-02,JK Tallinna Kalev,0:3,JK Sillamäe Kalev
2012-10-02,Paide Linnameeskond,2:3,JK Narva Trans
2012-10-02,Tallinna FC Levadia,3:0,Tartu JK Tammeka
2012-10-02,FC Kuressaare,0:2,Tallinna FC Flora
2012-10-02,FC Viljandi,1:9,Nõmme JK Kalju
2012-11-03,JK Narva Trans,2:2,Tallinna FC Flora
2012-11-03,FC Viljandi,0:5,JK Sillamäe Kalev
2012-11-03,JK Tallinna Kalev,0:3,FC Kuressaare
2012-11-03,Paide Linnameeskond,1:2,Tallinna FC Levadia
2012-11-03,Nõmme JK Kalju,5:1,Tartu JK Tammeka
2012-10-06,Tallinna FC Flora,3:1,JK Tallinna Kalev
2012-10-06,Tartu JK Tammeka,2:2,FC Kuressaare
2012-10-06,Tallinna FC Levadia,2:1,FC Viljandi
2012-10-06,JK Narva Trans,0:2,Nõmme JK Kalju
2012-10-06,JK Sillamäe Kalev,1:2,Paide Linnameeskond
2012-09-15,Tallinna FC Flora,4:0,JK Sillamäe Kalev
2012-09-15,Tartu JK Tammeka,2:1,JK Narva Trans
2012-09-15,Tallinna FC Levadia,0:1,Nõmme JK Kalju
2012-09-15,FC Kuressaare,1:1,Paide Linnameeskond
2012-09-15,FC Viljandi,2:1,JK Tallinna Kalev
2012-09-18,Paide Linnameeskond,0:0,JK Tallinna Kalev
2012-09-18,Nõmme JK Kalju,6:1,FC Kuressaare
2012-09-18,JK Narva Trans,0:6,Tallinna FC Levadia
2012-09-18,JK Sillamäe Kalev,3:1,Tartu JK Tammeka
2012-09-18,Tallinna FC Flora,5:0,FC Viljandi
2012-10-20,JK Tallinna Kalev,1:4,Tartu JK Tammeka
2012-10-20,Paide Linnameeskond,0:6,Tallinna FC Flora
2012-10-20,Nõmme JK Kalju,2:2,JK Sillamäe Kalev
2012-10-20,FC Kuressaare,0:1,Tallinna FC Levadia
2012-10-20,FC Viljandi,2:5,JK Narva Trans
2012-09-22,Tartu JK Tammeka,0:3,Tallinna FC Flora
2012-09-22,Tallinna FC Levadia,0:2,JK Sillamäe Kalev
2012-09-22,FC Kuressaare,0:3,JK Narva Trans
2012-09-22,FC Viljandi,0:2,Paide Linnameeskond
2012-09-22,JK Tallinna Kalev,1:3,Nõmme JK Kalju
2012-10-27,JK Sillamäe Kalev,0:3,JK Narva Trans
2012-10-27,Tallinna FC Flora,1:0,Nõmme JK Kalju
2012-10-27,Tartu JK Tammeka,1:1,Paide Linnameeskond
2012-10-27,Tallinna FC Levadia,4:1,JK Tallinna Kalev
2012-10-27,FC Kuressaare,3:3,FC Viljandi
2012-09-29,Nõmme JK Kalju,1:1,Paide Linnameeskond
2012-09-29,JK Narva Trans,1:1,JK Tallinna Kalev
2012-09-29,JK Sillamäe Kalev,2:1,FC Kuressaare
2012-09-29,Tallinna FC Flora,1:2,Tallinna FC Levadia
2012-09-29,Tartu JK Tammeka,4:0,FC Viljandi
