Date,Home,Result,Away
2012-06-02,JK Narva Trans,2:0,Tartu JK Tammeka
2012-09-04,JK Narva Trans,1:2,FC Kuressaare
2012-04-07,JK Tallinna Kalev,0:3,Tallinna FC Flora
2012-04-07,Paide Linnameeskond,1:1,JK Sillamäe Kalev
2012-04-07,Nõmme JK Kalju,4:1,JK Narva Trans
2012-04-07,FC Viljandi,0:3,Tallinna FC Levadia
2012-05-08,FC Kuressaare,1:1,Tartu JK Tammeka
2012-10-09,FC Kuressaare,0:1,Nõmme JK Kalju
2012-03-10,Nõmme JK Kalju,0:0,Tallinna FC Levadia
2012-03-10,JK Sillamäe Kalev,0:2,Tallinna FC Flora
2012-03-10,JK Tallinna Kalev,2:1,FC Viljandi
2012-03-10,Paide Linnameeskond,2:1,FC Kuressaare
2012-04-10,Tallinna FC Levadia,5:0,FC Kuressaare
2012-04-10,JK Sillamäe Kalev,0:2,Nõmme JK Kalju
2012-04-10,Tallinna FC Flora,1:0,Paide Linnameeskond
2012-04-10,Tartu JK Tammeka,2:1,JK Tallinna Kalev
2012-04-14,JK Tallinna Kalev,1:2,Tallinna FC Levadia
2012-04-14,Paide Linnameeskond,2:0,Tartu JK Tammeka
2012-04-14,Nõmme JK Kalju,2:0,Tallinna FC Flora
2012-04-14,JK Sillamäe Kalev,2:0,JK Narva Trans
2012-04-14,FC Viljandi,3:1,FC Kuressaare
2012-03-17,JK Tallinna Kalev,1:0,Paide Linnameeskond
2012-03-17,Tartu JK Tammeka,0:0,JK Sillamäe Kalev
2012-03-17,Tallinna FC Levadia,4:0,JK Narva Trans
2012-03-17,FC Viljandi,0:2,Tallinna FC Flora
2012-07-17,FC Kuressaare,2:2,JK Sillamäe Kalev
2012-07-17,FC Viljandi,3:2,Tartu JK Tammeka
2012-07-17,JK Narva Trans,2:0,Paide Linnameeskond
2012-03-20,JK Tallinna Kalev,0:0,JK Narva Trans
2012-03-20,Tallinna FC Levadia,1:1,Tallinna FC Flora
2012-04-21,JK Sillamäe Kalev,2:0,FC Viljandi
2012-04-21,Tallinna FC Flora,2:1,JK Narva Trans
2012-04-21,Tartu JK Tammeka,0:4,Nõmme JK Kalju
2012-04-21,Tallinna FC Levadia,1:0,Paide Linnameeskond
2012-04-21,FC Kuressaare,3:3,JK Tallinna Kalev
2012-03-24,Paide Linnameeskond,0:1,FC Viljandi
2012-03-24,Nõmme JK Kalju,3:1,JK Tallinna Kalev
2012-03-24,JK Sillamäe Kalev,0:0,Tallinna FC Levadia
2012-03-24,Tallinna FC Flora,4:0,Tartu JK Tammeka
2012-03-27,Paide Linnameeskond,1:3,Nõmme JK Kalju
2012-03-31,Nõmme JK Kalju,4:0,FC Viljandi
2012-03-31,JK Sillamäe Kalev,4:1,JK Tallinna Kalev
2012-03-31,Tallinna FC Flora,0:1,FC Kuressaare
2012-03-31,Tartu JK Tammeka,0:1,Tallinna FC Levadia
2012-07-31,JK Narva Trans,3:1,FC Viljandi
2012-05-05,JK Narva Trans,1:0,JK Sillamäe Kalev
2012-05-05,Tallinna FC Flora,1:0,Nõmme JK Kalju
2012-05-05,Tartu JK Tammeka,1:2,Paide Linnameeskond
2012-05-05,Tallinna FC Levadia,0:0,JK Tallinna Kalev
