Date,Home,Result,Away
2004-06-04,Viljandi JK Tulevik,0:0,FC Lootus Alutaguse
2004-06-04,JK Merkuur Tartu,1:3,Tallinna FC Levadia
2004-03-10,Tallinna FC Flora,2:0,JK Narva Trans
2004-06-29,FC Lootus Alutaguse,1:2,JK Merkuur Tartu
2004-06-29,FC Valga,3:3,Viljandi JK Tulevik
2004-06-30,JK Narva Trans,1:4,Tallinna FC TVMK
2004-06-30,Tallinna FC Levadia,2:2,Tallinna FC Flora
2004-07-05,Tallinna FC Levadia,2:0,JK Narva Trans
2004-07-08,JK Merkuur Tartu,1:5,Tallinna FC TVMK
2004-07-09,FC Lootus Alutaguse,0:2,FC Valga
2004-03-06,Viljandi JK Tulevik,0:0,Tallinna FC Flora
2004-07-18,FC Valga,5:1,FC Lootus Alutaguse
2004-07-19,JK Narva Trans,0:6,Tallinna FC Levadia
2004-07-19,Tallinna FC TVMK,1:3,JK Merkuur Tartu
2004-07-09,Tallinna FC Flora,0:2,Tallinna FC Levadia
2004-07-23,Viljandi JK Tulevik,2:1,FC Valga
2004-07-24,JK Merkuur Tartu,4:1,FC Lootus Alutaguse
2004-07-24,Tallinna FC TVMK,2:0,JK Narva Trans
2004-08-02,FC Lootus Alutaguse,1:3,Viljandi JK Tulevik
2004-08-02,JK Narva Trans,0:2,Tallinna FC Flora
2004-08-02,FC Valga,0:5,Tallinna FC TVMK
2004-08-03,Tallinna FC Levadia,0:0,JK Merkuur Tartu
2004-08-07,Tallinna FC Levadia,7:0,FC Lootus Alutaguse
2004-08-08,FC Valga,1:7,JK Merkuur Tartu
2004-08-08,Tallinna FC Flora,2:3,Tallinna FC TVMK
2004-08-08,Viljandi JK Tulevik,1:2,JK Narva Trans
2004-08-14,Tallinna FC Flora,2:0,FC Valga
2004-08-15,JK Merkuur Tartu,0:0,Viljandi JK Tulevik
2004-08-16,FC Lootus Alutaguse,0:3,JK Narva Trans
2004-09-29,Tallinna FC TVMK,2:2,Tallinna FC Levadia
2004-08-21,Tallinna FC TVMK,13:0,FC Lootus Alutaguse
2004-08-22,Tallinna FC Levadia,1:0,Viljandi JK Tulevik
2004-08-22,JK Narva Trans,3:1,FC Valga
2004-08-23,JK Merkuur Tartu,3:5,Tallinna FC Flora
2004-08-29,FC Lootus Alutaguse,0:6,Tallinna FC Flora
2004-08-30,Viljandi JK Tulevik,1:1,Tallinna FC TVMK
2004-08-30,JK Narva Trans,2:2,JK Merkuur Tartu
2004-08-30,FC Valga,2:4,Tallinna FC Levadia
2004-09-12,Viljandi JK Tulevik,5:0,FC Lootus Alutaguse
2004-09-12,Tallinna FC TVMK,4:0,FC Valga
2004-09-12,JK Merkuur Tartu,2:5,Tallinna FC Levadia
2004-09-13,Tallinna FC Flora,1:3,JK Narva Trans
2004-09-18,Tallinna FC Levadia,0:1,JK Narva Trans
2004-09-19,Tallinna FC Flora,0:1,Viljandi JK Tulevik
2004-09-19,FC Lootus Alutaguse,0:2,FC Valga
2004-09-19,Tallinna FC TVMK,5:1,JK Merkuur Tartu
2004-09-24,Tallinna FC Levadia,0:0,Tallinna FC TVMK
2004-09-25,FC Valga,1:6,Tallinna FC Flora
2004-09-25,JK Narva Trans,1:0,FC Lootus Alutaguse
2004-09-25,Viljandi JK Tulevik,2:2,JK Merkuur Tartu
2004-10-03,JK Narva Trans,2:0,Viljandi JK Tulevik
2004-10-03,FC Lootus Alutaguse,0:3,Tallinna FC Levadia
2004-10-03,JK Merkuur Tartu,1:2,FC Valga
2004-10-03,Tallinna FC TVMK,1:1,Tallinna FC Flora
2004-10-16,JK Merkuur Tartu,2:1,JK Narva Trans
2004-10-16,Tallinna FC Levadia,3:0,FC Valga
2004-10-17,Tallinna FC TVMK,2:1,Viljandi JK Tulevik
2004-10-18,Tallinna FC Flora,9:0,FC Lootus Alutaguse
2004-10-23,FC Lootus Alutaguse,1:10,Tallinna FC TVMK
2004-10-23,FC Valga,1:3,JK Narva Trans
2004-10-23,Viljandi JK Tulevik,1:4,Tallinna FC Levadia
2004-10-23,Tallinna FC Flora,3:0,JK Merkuur Tartu
2004-10-31,Tallinna FC Levadia,2:0,Tallinna FC Flora
2004-10-31,FC Lootus Alutaguse,1:3,JK Merkuur Tartu
2004-10-31,FC Valga,2:2,Viljandi JK Tulevik
2004-10-31,JK Narva Trans,2:3,Tallinna FC TVMK
