Date,Home,Result,Away
2012-05-06,Tartu SK 10,3:3,Tallinna FC Levadia II
2012-05-06,Tallinna FC Infonet,6:2,Kohtla-Järve FC Lootus
2012-06-10,Pärnu Linnameeskond,1:2,Tallinna FC Levadia II
2012-06-10,Tallinna FC Flora II,4:0,Tartu SK 10
2012-05-13,Tallinna FC Levadia II,4:1,Rakvere JK Tarvas
2012-05-13,Kiviõli Tamme Auto,1:1,Tallinna FC Flora II
2012-05-13,Tartu JK Tammeka  II,1:0,Tallinna JK Puuma
2012-05-13,Tallinna FC Infonet,1:0,Tartu SK 10
2012-05-13,Kohtla-Järve FC Lootus,2:1,Pärnu Linnameeskond
2012-06-17,Tallinna FC Infonet,4:1,Pärnu Linnameeskond
2012-06-17,Kohtla-Järve FC Lootus,3:2,Kiviõli Tamme Auto
2012-06-17,Tallinna FC Levadia II,6:1,Tartu JK Tammeka  II
2012-06-17,Rakvere JK Tarvas,1:0,Tallinna FC Flora II
2012-06-17,Tartu SK 10,0:2,Tallinna JK Puuma
2012-07-18,Kiviõli Tamme Auto,2:1,Tallinna FC Levadia II
2012-07-18,Tartu SK 10,1:3,Rakvere JK Tarvas
2012-05-20,Tallinna FC Flora II,0:0,Tallinna FC Levadia II
2012-05-20,Rakvere JK Tarvas,1:0,Tallinna FC Infonet
2012-05-20,Tartu SK 10,7:0,Kohtla-Järve FC Lootus
2012-05-20,Pärnu Linnameeskond,2:0,Tartu JK Tammeka  II
2012-05-20,Tallinna JK Puuma,2:2,Kiviõli Tamme Auto
2012-05-23,Tallinna FC Levadia II,1:3,Tallinna JK Puuma
2012-05-23,Kiviõli Tamme Auto,1:1,Pärnu Linnameeskond
2012-05-23,Kohtla-Järve FC Lootus,5:2,Tartu JK Tammeka  II
2012-05-27,Kohtla-Järve FC Lootus,1:4,Tallinna FC Levadia II
2012-06-27,Tartu JK Tammeka  II,1:4,Tallinna FC Infonet
2012-06-27,Tallinna FC Flora II,4:1,Kohtla-Järve FC Lootus
2012-04-29,Kiviõli Tamme Auto,2:5,Tartu SK 10
2012-04-29,Tartu JK Tammeka  II,1:2,Rakvere JK Tarvas
2012-04-29,Pärnu Linnameeskond,1:1,Tallinna FC Flora II
2012-04-29,Kohtla-Järve FC Lootus,0:3,Tallinna JK Puuma
2012-04-29,Tallinna FC Levadia II,1:3,Tallinna FC Infonet
2012-09-02,Tallinna FC Levadia II,7:0,Kohtla-Järve FC Lootus
2012-09-02,Kiviõli Tamme Auto,0:3,Tallinna FC Infonet
2012-09-02,Tartu JK Tammeka  II,0:1,Tartu SK 10
2012-09-02,Pärnu Linnameeskond,0:2,Rakvere JK Tarvas
2012-09-02,Tallinna JK Puuma,2:3,Tallinna FC Flora II
2012-08-05,Kiviõli Tamme Auto,0:2,Tallinna JK Puuma
2012-08-05,Tallinna FC Infonet,4:1,Rakvere JK Tarvas
2012-08-05,Kohtla-Järve FC Lootus,1:2,Tartu SK 10
2012-09-05,Pärnu Linnameeskond,2:2,Kiviõli Tamme Auto
2012-08-12,Tartu JK Tammeka  II,2:1,Kohtla-Järve FC Lootus
2012-08-12,Tallinna JK Puuma,1:0,Tallinna FC Levadia II
2012-08-12,Tallinna FC Flora II,1:2,Tallinna FC Infonet
2012-08-12,Rakvere JK Tarvas,4:1,Tartu SK 10
2012-07-15,Tallinna FC Infonet,5:0,Tallinna FC Levadia II
2012-07-15,Tallinna JK Puuma,1:0,Kohtla-Järve FC Lootus
2012-07-15,Tallinna FC Flora II,2:1,Pärnu Linnameeskond
2012-07-15,Rakvere JK Tarvas,3:2,Tartu JK Tammeka  II
2012-07-15,Tartu SK 10,2:1,Kiviõli Tamme Auto
2012-08-19,Tallinna FC Levadia II,8:2,Pärnu Linnameeskond
2012-08-19,Kiviõli Tamme Auto,2:3,Tartu JK Tammeka  II
2012-08-19,Tartu SK 10,1:0,Tallinna FC Flora II
2012-08-19,Tallinna FC Infonet,2:0,Tallinna JK Puuma
2012-08-19,Kohtla-Järve FC Lootus,0:1,Rakvere JK Tarvas
2012-07-22,Tallinna FC Levadia II,1:1,Tartu SK 10
2012-07-22,Kiviõli Tamme Auto,3:3,Rakvere JK Tarvas
2012-07-22,Tartu JK Tammeka  II,1:1,Tallinna FC Flora II
2012-07-22,Pärnu Linnameeskond,2:0,Tallinna JK Puuma
2012-07-22,Kohtla-Järve FC Lootus,0:1,Tallinna FC Infonet
2012-08-22,Tallinna FC Levadia II,2:1,Tallinna FC Flora II
2012-08-22,Tartu JK Tammeka  II,1:0,Pärnu Linnameeskond
2012-08-26,Kiviõli Tamme Auto,7:1,Kohtla-Järve FC Lootus
2012-08-26,Tartu JK Tammeka  II,0:5,Tallinna FC Levadia II
2012-08-26,Pärnu Linnameeskond,1:1,Tallinna FC Infonet
2012-08-26,Tallinna JK Puuma,2:3,Tartu SK 10
2012-08-26,Tallinna FC Flora II,3:2,Rakvere JK Tarvas
2012-07-29,Pärnu Linnameeskond,1:0,Kohtla-Järve FC Lootus
2012-07-29,Tallinna JK Puuma,4:2,Tartu JK Tammeka  II
2012-07-29,Tallinna FC Flora II,1:2,Kiviõli Tamme Auto
2012-07-29,Rakvere JK Tarvas,0:5,Tallinna FC Levadia II
2012-07-29,Tartu SK 10,3:2,Tallinna FC Infonet
2012-08-29,Rakvere JK Tarvas,5:3,Tallinna JK Puuma
2012-08-29,Tartu SK 10,3:1,Pärnu Linnameeskond
2012-08-29,Tallinna FC Infonet,6:0,Tartu JK Tammeka  II
2012-08-29,Tallinna FC Levadia II,2:0,Kiviõli Tamme Auto
2012-10-03,Tallinna FC Infonet,0:1,Tallinna FC Flora II
2012-10-03,Kohtla-Järve FC Lootus,4:0,Tartu JK Tammeka  II
2012-10-03,Tallinna FC Levadia II,2:1,Tallinna JK Puuma
2012-10-03,Kiviõli Tamme Auto,6:1,Pärnu Linnameeskond
2012-10-03,Tartu SK 10,1:1,Rakvere JK Tarvas
2012-11-04,Tallinna FC Levadia II,1:1,Tallinna FC Infonet
2012-11-04,Kiviõli Tamme Auto,2:1,Tartu SK 10
2012-11-04,Tartu JK Tammeka  II,1:2,Rakvere JK Tarvas
2012-11-04,Pärnu Linnameeskond,0:3,Tallinna FC Flora II
2012-11-04,Kohtla-Järve FC Lootus,4:3,Tallinna JK Puuma
2012-10-07,Pärnu Linnameeskond,2:4,Tartu JK Tammeka  II
2012-10-07,Tallinna JK Puuma,3:1,Kiviõli Tamme Auto
2012-10-07,Tallinna FC Flora II,0:0,Tallinna FC Levadia II
2012-10-07,Rakvere JK Tarvas,0:2,Tallinna FC Infonet
2012-10-07,Tartu SK 10,1:1,Kohtla-Järve FC Lootus
2012-10-13,Pärnu Linnameeskond,3:0,Tallinna FC Levadia II
2012-09-16,Tallinna FC Flora II,0:0,Tallinna JK Puuma
2012-09-16,Rakvere JK Tarvas,5:4,Pärnu Linnameeskond
2012-09-16,Tallinna FC Infonet,4:1,Kiviõli Tamme Auto
2012-09-16,Kohtla-Järve FC Lootus,4:5,Tallinna FC Levadia II
2012-09-19,Pärnu Linnameeskond,0:3,Tartu SK 10
2012-09-19,Tallinna JK Puuma,5:2,Rakvere JK Tarvas
2012-09-19,Tallinna FC Flora II,4:0,Kohtla-Järve FC Lootus
2012-09-19,Kiviõli Tamme Auto,2:1,Tallinna FC Levadia II
2012-09-19,Tartu JK Tammeka  II,1:1,Tallinna FC Infonet
2012-10-21,Tallinna FC Levadia II,1:2,Rakvere JK Tarvas
2012-10-21,Kiviõli Tamme Auto,0:3,Tallinna FC Flora II
2012-10-21,Tartu JK Tammeka  II,4:3,Tallinna JK Puuma
2012-10-21,Tallinna FC Infonet,2:3,Tartu SK 10
2012-10-21,Kohtla-Järve FC Lootus,1:2,Pärnu Linnameeskond
2012-09-23,Tallinna FC Levadia II,2:1,Tartu JK Tammeka  II
2012-09-23,Rakvere JK Tarvas,2:1,Tallinna FC Flora II
2012-09-23,Tartu SK 10,3:4,Tallinna JK Puuma
2012-09-23,Tallinna FC Infonet,4:0,Pärnu Linnameeskond
2012-09-23,Kohtla-Järve FC Lootus,0:2,Kiviõli Tamme Auto
2012-10-28,Tallinna FC Infonet,6:1,Kohtla-Järve FC Lootus
2012-10-28,Tallinna JK Puuma,1:2,Pärnu Linnameeskond
2012-10-28,Tallinna FC Flora II,4:3,Tartu JK Tammeka  II
2012-10-28,Rakvere JK Tarvas,5:1,Kiviõli Tamme Auto
2012-10-28,Tartu SK 10,0:0,Tallinna FC Levadia II
2012-09-30,Tartu JK Tammeka  II,0:3,Kiviõli Tamme Auto
2012-09-30,Tallinna JK Puuma,0:1,Tallinna FC Infonet
2012-09-30,Tallinna FC Flora II,3:0,Tartu SK 10
2012-09-30,Rakvere JK Tarvas,1:0,Kohtla-Järve FC Lootus
