Date,Home,Result,Away
2018-04-04,JK Tallinna Kalev,4:2,Pärnu JK Vaprus
2018-04-04,Tallinna FCI Levadia,2:2,Nõmme Kalju FC
2018-04-07,Viljandi JK Tulevik,0:2,Tartu JK Tammeka
2018-04-07,Pärnu JK Vaprus,0:5,Tallinna FCI Levadia
2018-04-07,Tallinna FC Flora,0:0,JK Narva Trans
2018-04-07,Paide Linnameeskond,3:1,FC Kuressaare
2018-04-08,Nõmme Kalju FC,3:0,JK Tallinna Kalev
2018-04-13,JK Tallinna Kalev,2:3,Paide Linnameeskond
2018-04-14,Tartu JK Tammeka,1:1,JK Narva Trans
2018-04-14,Viljandi JK Tulevik,0:6,Nõmme Kalju FC
2018-04-14,Tallinna FCI Levadia,2:1,Tallinna FC Flora
2018-04-15,Pärnu JK Vaprus,1:1,FC Kuressaare
2018-04-20,Tartu JK Tammeka,4:2,Pärnu JK Vaprus
2018-04-21,FC Kuressaare,0:3,Nõmme Kalju FC
2018-04-21,JK Narva Trans,2:2,JK Tallinna Kalev
2018-04-21,Viljandi JK Tulevik,0:6,Tallinna FC Flora
2018-04-22,Paide Linnameeskond,1:3,Tallinna FCI Levadia
2018-04-27,Nõmme Kalju FC,5:2,JK Narva Trans
2018-04-28,Paide Linnameeskond,0:2,Tallinna FC Flora
2018-04-28,FC Kuressaare,1:0,JK Tallinna Kalev
2018-04-28,Tallinna FCI Levadia,3:1,Tartu JK Tammeka
2018-04-29,Viljandi JK Tulevik,2:1,Pärnu JK Vaprus
2018-05-01,Tartu JK Tammeka,1:2,FC Kuressaare
2018-05-01,JK Narva Trans,1:1,Tallinna FCI Levadia
2018-05-02,Pärnu JK Vaprus,1:1,Paide Linnameeskond
2018-05-02,JK Tallinna Kalev,1:2,Viljandi JK Tulevik
2018-05-02,Tallinna FC Flora,3:3,Nõmme Kalju FC
2018-05-04,JK Narva Trans,3:0,FC Kuressaare
2018-05-05,Tallinna FCI Levadia,5:0,Viljandi JK Tulevik
2018-05-05,Pärnu JK Vaprus,0:6,Nõmme Kalju FC
2018-05-05,JK Tallinna Kalev,1:3,Tallinna FC Flora
2018-05-06,Paide Linnameeskond,3:3,Tartu JK Tammeka
2018-05-11,Tallinna FCI Levadia,3:0,JK Tallinna Kalev
2018-05-11,Tartu JK Tammeka,1:1,Nõmme Kalju FC
2018-05-12,Pärnu JK Vaprus,1:8,Tallinna FC Flora
2018-05-12,Viljandi JK Tulevik,0:6,JK Narva Trans
2018-05-13,FC Kuressaare,1:4,Paide Linnameeskond
2018-05-15,JK Narva Trans,4:1,Tartu JK Tammeka
2018-05-15,Nõmme Kalju FC,2:1,Tallinna FCI Levadia
2018-05-16,Tallinna FC Flora,2:1,FC Kuressaare
2018-05-18,Viljandi JK Tulevik,1:1,Paide Linnameeskond
2018-05-20,Pärnu JK Vaprus,0:4,JK Tallinna Kalev
2018-05-22,Paide Linnameeskond,0:2,JK Narva Trans
2018-05-22,Tartu JK Tammeka,0:0,Viljandi JK Tulevik
2018-05-23,FC Kuressaare,1:3,Pärnu JK Vaprus
2018-05-23,Tallinna FC Flora,2:2,Tallinna FCI Levadia
2018-05-23,JK Tallinna Kalev,2:2,Nõmme Kalju FC
2018-05-26,Tallinna FCI Levadia,6:1,Pärnu JK Vaprus
2018-05-26,Viljandi JK Tulevik,1:3,FC Kuressaare
2018-05-26,JK Narva Trans,2:4,Tallinna FC Flora
2018-05-26,Nõmme Kalju FC,3:2,Paide Linnameeskond
2018-05-27,JK Tallinna Kalev,2:1,Tartu JK Tammeka
2018-06-12,Nõmme Kalju FC,8:2,Viljandi JK Tulevik
2018-06-12,Paide Linnameeskond,2:0,JK Tallinna Kalev
2018-06-12,Pärnu JK Vaprus,0:4,JK Narva Trans
2018-06-12,FC Kuressaare,1:1,Tallinna FCI Levadia
2018-06-13,Tartu JK Tammeka,0:3,Tallinna FC Flora
2018-07-20,Tallinna FC Flora,4:0,Viljandi JK Tulevik
2018-07-21,JK Tallinna Kalev,3:0,FC Kuressaare
2018-07-22,JK Narva Trans,0:3,Nõmme Kalju FC
2018-07-22,Tallinna FCI Levadia,4:0,Paide Linnameeskond
2018-07-22,Pärnu JK Vaprus,1:1,Tartu JK Tammeka
2018-10-23,Pärnu JK Vaprus,0:6,Tallinna FC Flora
2018-07-27,Viljandi JK Tulevik,2:2,JK Tallinna Kalev
2018-07-28,Nõmme Kalju FC,1:0,Tallinna FCI Levadia
2018-07-28,Tartu JK Tammeka,2:1,JK Narva Trans
2018-07-29,Paide Linnameeskond,2:1,FC Kuressaare
2018-08-03,Viljandi JK Tulevik,1:1,Pärnu JK Vaprus
2018-08-04,JK Narva Trans,1:2,Paide Linnameeskond
2018-08-05,Nõmme Kalju FC,1:1,JK Tallinna Kalev
2018-08-05,FC Kuressaare,0:4,Tallinna FC Flora
2018-08-05,Tallinna FCI Levadia,0:1,Tartu JK Tammeka
2018-08-10,Paide Linnameeskond,3:3,Tallinna FC Flora
2018-08-10,Nõmme Kalju FC,4:0,FC Kuressaare
2018-08-11,Tallinna FCI Levadia,6:1,JK Narva Trans
2018-08-11,Tartu JK Tammeka,1:0,Viljandi JK Tulevik
2018-08-12,Pärnu JK Vaprus,2:4,JK Tallinna Kalev
2018-08-17,JK Narva Trans,4:1,Viljandi JK Tulevik
2018-08-17,FC Kuressaare,1:3,Tartu JK Tammeka
2018-08-18,Paide Linnameeskond,0:3,Nõmme Kalju FC
2018-08-19,Pärnu JK Vaprus,0:4,Tallinna FCI Levadia
2018-08-19,Tallinna FC Flora,3:1,JK Tallinna Kalev
2018-08-24,Tallinna FC Flora,5:0,Tartu JK Tammeka
2018-08-25,Viljandi JK Tulevik,0:3,Paide Linnameeskond
2018-08-25,Nõmme Kalju FC,4:0,Pärnu JK Vaprus
2018-08-25,Tallinna FCI Levadia,4:0,FC Kuressaare
2018-08-25,JK Tallinna Kalev,0:1,JK Narva Trans
2018-08-28,Viljandi JK Tulevik,2:5,Nõmme Kalju FC
2018-08-28,FC Kuressaare,0:3,JK Narva Trans
2018-08-28,Pärnu JK Vaprus,0:3,Paide Linnameeskond
2018-08-28,Tartu JK Tammeka,1:0,JK Tallinna Kalev
2018-08-29,Tallinna FC Flora,3:0,Tallinna FCI Levadia
2018-09-01,Paide Linnameeskond,2:1,Tartu JK Tammeka
2018-09-01,Tallinna FCI Levadia,3:2,JK Tallinna Kalev
2018-09-01,FC Kuressaare,1:4,Viljandi JK Tulevik
2018-09-02,Nõmme Kalju FC,1:1,Tallinna FC Flora
2018-08-31,JK Narva Trans,1:1,Pärnu JK Vaprus
2018-09-14,Tartu JK Tammeka,0:1,Nõmme Kalju FC
2018-09-15,JK Tallinna Kalev,1:2,Paide Linnameeskond
2018-09-15,Tallinna FC Flora,2:2,JK Narva Trans
2018-09-15,Pärnu JK Vaprus,3:1,FC Kuressaare
2018-09-16,Viljandi JK Tulevik,0:4,Tallinna FCI Levadia
2018-09-18,FC Kuressaare,2:4,Nõmme Kalju FC
2018-09-18,JK Narva Trans,2:1,Tartu JK Tammeka
2018-09-19,JK Tallinna Kalev,0:2,Viljandi JK Tulevik
2018-09-19,Tallinna FCI Levadia,4:0,Pärnu JK Vaprus
2018-09-19,Tallinna FC Flora,7:2,Paide Linnameeskond
2018-09-22,Tallinna FC Flora,3:0,Pärnu JK Vaprus
2018-09-22,Viljandi JK Tulevik,3:2,Tartu JK Tammeka
2018-09-22,FC Kuressaare,0:5,Tallinna FCI Levadia
2018-09-22,Paide Linnameeskond,2:5,JK Narva Trans
2018-09-23,JK Tallinna Kalev,0:2,Nõmme Kalju FC
2018-09-28,JK Narva Trans,2:1,FC Kuressaare
2018-09-29,Paide Linnameeskond,1:4,Tallinna FCI Levadia
2018-09-29,Nõmme Kalju FC,4:0,Viljandi JK Tulevik
2018-09-29,Tartu JK Tammeka,5:0,Pärnu JK Vaprus
2018-09-30,JK Tallinna Kalev,2:2,Tallinna FC Flora
2018-10-02,FC Kuressaare,1:3,Paide Linnameeskond
2018-10-02,Pärnu JK Vaprus,0:3,Viljandi JK Tulevik
2018-10-03,Tartu JK Tammeka,0:4,Tallinna FC Flora
2018-10-03,JK Narva Trans,3:2,JK Tallinna Kalev
2018-10-03,Tallinna FCI Levadia,0:0,Nõmme Kalju FC
2018-10-06,Tartu JK Tammeka,1:1,Paide Linnameeskond
2018-10-06,Viljandi JK Tulevik,1:2,FC Kuressaare
2018-10-06,Pärnu JK Vaprus,0:1,JK Narva Trans
2018-10-06,JK Tallinna Kalev,1:4,Tallinna FCI Levadia
2018-10-07,Tallinna FC Flora,2:2,Nõmme Kalju FC
2018-10-20,FC Kuressaare,3:3,JK Tallinna Kalev
2018-10-20,Paide Linnameeskond,2:1,Pärnu JK Vaprus
2018-10-20,JK Narva Trans,1:2,Tallinna FC Flora
2018-10-21,Nõmme Kalju FC,2:2,Tartu JK Tammeka
2018-10-21,Tallinna FCI Levadia,2:1,Viljandi JK Tulevik
2018-10-26,Nõmme Kalju FC,0:0,Paide Linnameeskond
2018-10-27,Tallinna FC Flora,4:0,FC Kuressaare
2018-10-27,JK Tallinna Kalev,5:0,Pärnu JK Vaprus
2018-10-28,Viljandi JK Tulevik,4:1,JK Narva Trans
2018-10-28,Tartu JK Tammeka,0:3,Tallinna FCI Levadia
2018-11-02,Pärnu JK Vaprus,0:5,Nõmme Kalju FC
2018-11-03,Viljandi JK Tulevik,1:3,Tallinna FC Flora
2018-11-03,Tartu JK Tammeka,6:1,FC Kuressaare
2018-11-03,JK Narva Trans,1:2,Tallinna FCI Levadia
2018-11-04,Paide Linnameeskond,2:2,JK Tallinna Kalev
2018-11-10,FC Kuressaare,2:1,Pärnu JK Vaprus
2018-11-10,Tartu JK Tammeka,2:1,JK Tallinna Kalev
2018-11-10,Tallinna FCI Levadia,2:1,Tallinna FC Flora
2018-11-10,Nõmme Kalju FC,4:1,JK Narva Trans
2018-11-10,Paide Linnameeskond,4:1,Viljandi JK Tulevik
