Date,Home,Result,Away
2016-04-02,Tallinna FC Flora U21,3:1,Vändra JK Vaprus
2016-03-03,JK Tallinna Kalev,1:2,Viljandi JK Tulevik
2016-04-03,Tallinna FC Infonet II,2:0,Nõmme Kalju FC U21
2016-04-03,Kohtla-Järve JK Järve,1:0,Maardu Linnameeskond
2016-04-03,JK Tallinna Kalev,0:1,Tallinna FC Levadia U21
2016-04-05,Viljandi JK Tulevik,0:0,Tallinna FC Flora U21
2016-03-06,Tallinna FC Levadia U21,3:2,Tartu FC Santos
2016-03-06,Tallinna FC Flora U21,5:2,Maardu Linnameeskond
2016-03-06,Tallinna FC Infonet II,4:1,Vändra JK Vaprus
2016-03-06,Kohtla-Järve JK Järve,3:5,Nõmme Kalju FC U21
2016-04-06,Maardu Linnameeskond,3:0,Nõmme Kalju FC U21
2016-04-06,JK Tallinna Kalev,2:3,Tallinna FC Infonet II
2016-04-06,Tallinna FC Levadia U21,1:5,Vändra JK Vaprus
2016-04-07,Kohtla-Järve JK Järve,1:2,Tartu FC Santos
2016-04-09,Maardu Linnameeskond,2:1,JK Tallinna Kalev
2016-03-10,Maardu Linnameeskond,3:0,Vändra JK Vaprus
2016-04-10,Nõmme Kalju FC U21,2:1,Tartu FC Santos
2016-04-10,Viljandi JK Tulevik,2:1,Vändra JK Vaprus
2016-04-10,Tallinna FC Flora U21,6:0,Kohtla-Järve JK Järve
2016-04-10,Tallinna FC Infonet II,2:1,Tallinna FC Levadia U21
2016-03-13,JK Tallinna Kalev,2:1,Kohtla-Järve JK Järve
2016-03-13,Tartu FC Santos,1:0,Tallinna FC Flora U21
2016-03-13,Nõmme Kalju FC U21,2:2,Tallinna FC Levadia U21
2016-03-13,Viljandi JK Tulevik,1:2,Tallinna FC Infonet II
2016-04-14,Tallinna FC Levadia U21,1:1,Viljandi JK Tulevik
2016-03-17,Tallinna FC Levadia U21,0:3,Tallinna FC Flora U21
2016-04-17,Kohtla-Järve JK Järve,2:2,Vändra JK Vaprus
2016-04-17,Nõmme Kalju FC U21,2:2,Tallinna FC Flora U21
2016-04-17,Tallinna FC Infonet II,5:0,Maardu Linnameeskond
2016-04-17,Tartu FC Santos,1:3,JK Tallinna Kalev
2016-03-20,Nõmme Kalju FC U21,1:2,JK Tallinna Kalev
2016-03-20,Viljandi JK Tulevik,3:2,Maardu Linnameeskond
2016-03-20,Tartu FC Santos,2:0,Vändra JK Vaprus
2016-03-20,Tallinna FC Infonet II,6:1,Kohtla-Järve JK Järve
2016-04-21,Vändra JK Vaprus,2:0,Nõmme Kalju FC U21
2016-04-23,Maardu Linnameeskond,3:4,Tallinna FC Levadia U21
2016-04-23,JK Tallinna Kalev,1:1,Tallinna FC Flora U21
2016-04-24,Viljandi JK Tulevik,0:1,Kohtla-Järve JK Järve
2016-04-24,Tartu FC Santos,5:2,Tallinna FC Infonet II
2016-02-25,JK Tallinna Kalev,2:0,Vändra JK Vaprus
2016-02-27,Nõmme Kalju FC U21,1:3,Viljandi JK Tulevik
2016-02-27,Tallinna FC Flora U21,2:1,Tallinna FC Infonet II
2016-02-27,Maardu Linnameeskond,3:0,Tartu FC Santos
2016-02-27,Kohtla-Järve JK Järve,3:4,Tallinna FC Levadia U21
2016-03-31,Tartu FC Santos,2:3,Viljandi JK Tulevik
2016-05-01,Nõmme Kalju FC U21,0:3,Vändra JK Vaprus
2016-05-01,Tallinna FC Infonet II,6:2,Tartu FC Santos
2016-07-01,Vändra JK Vaprus,1:3,Tallinna FC Infonet II
2016-07-02,Viljandi JK Tulevik,3:3,JK Tallinna Kalev
2016-07-02,Nõmme Kalju FC U21,2:2,Kohtla-Järve JK Järve
2016-07-02,Tartu FC Santos,1:5,Tallinna FC Levadia U21
2016-05-05,Tallinna FC Flora U21,3:2,Nõmme Kalju FC U21
2016-05-06,Viljandi JK Tulevik,3:2,Tallinna FC Levadia U21
2016-06-07,Maardu Linnameeskond,2:2,Viljandi JK Tulevik
