Date,Home,Result,Away
2002-04-14,FC Valga,4:0,JK Sillamäe Kalev
2002-07-14,FC Elva,0:3,JK Merkuur Tartu
2002-07-14,JK Tammeka Tartu,1:1,FC Kuressaare
2002-07-14,JK Sillamäe Kalev,1:0,Tallinna JK Legion
2002-07-14,FC Valga,1:0,FS Junior Maardu
2002-09-15,FC Kuressaare,4:1,FS Junior Maardu
2002-09-15,JK Sillamäe Kalev,4:1,FC Elva
2002-09-15,JK Tammeka Tartu,2:1,Tallinna JK Legion
2002-09-15,FC Valga,5:0,JK Merkuur Tartu
2002-06-16,Tallinna JK Legion,4:4,JK Tammeka Tartu
2002-06-16,JK Merkuur Tartu,1:3,FC Valga
2002-06-16,FS Junior Maardu,3:3,FC Elva
2002-06-16,FC Kuressaare,4:1,JK Sillamäe Kalev
2002-08-17,JK Merkuur Tartu,1:0,FC Kuressaare
2002-08-17,FC Elva,2:1,FS Junior Maardu
2002-08-17,JK Sillamäe Kalev,3:0,JK Tammeka Tartu
2002-08-17,FC Valga,1:0,Tallinna JK Legion
2002-04-18,JK Merkuur Tartu,2:1,JK Tammeka Tartu
2002-05-18,FC Elva,1:0,Tallinna JK Legion
2002-05-19,JK Sillamäe Kalev,2:1,FS Junior Maardu
2002-05-19,JK Merkuur Tartu,1:2,FC Kuressaare
2002-05-19,JK Tammeka Tartu,2:3,FC Valga
2002-10-19,FC Elva,2:2,FC Kuressaare
2002-10-19,JK Sillamäe Kalev,0:1,JK Merkuur Tartu
2002-10-19,JK Tammeka Tartu,2:3,FC Valga
2002-10-19,FS Junior Maardu,2:2,Tallinna JK Legion
2002-06-20,Tallinna JK Legion,1:2,FS Junior Maardu
2002-06-20,FC Valga,1:0,FC Kuressaare
2002-06-20,FC Elva,1:0,JK Sillamäe Kalev
2002-06-20,JK Tammeka Tartu,2:2,JK Merkuur Tartu
2002-04-21,FC Kuressaare,2:5,FC Valga
2002-04-21,FS Junior Maardu,2:0,Tallinna JK Legion
2002-04-21,JK Sillamäe Kalev,2:4,FC Elva
2002-07-21,FS Junior Maardu,3:5,FC Valga
2002-07-21,FC Kuressaare,4:1,JK Tammeka Tartu
2002-07-21,JK Merkuur Tartu,2:2,FC Elva
2002-07-21,Tallinna JK Legion,3:0,JK Sillamäe Kalev
2002-09-21,FC Elva,2:0,FC Valga
2002-09-21,JK Merkuur Tartu,3:0,Tallinna JK Legion
2002-09-21,FS Junior Maardu,5:1,JK Tammeka Tartu
2002-09-21,JK Sillamäe Kalev,5:1,FC Kuressaare
2002-08-24,JK Tammeka Tartu,2:2,FS Junior Maardu
2002-08-24,FC Kuressaare,4:1,JK Sillamäe Kalev
2002-08-24,FC Valga,2:0,FC Elva
2002-08-24,Tallinna JK Legion,6:2,JK Merkuur Tartu
2002-05-25,Tallinna JK Legion,1:0,FC Elva
2002-05-25,FC Kuressaare,2:1,JK Merkuur Tartu
2002-05-26,FC Valga,2:0,JK Tammeka Tartu
2002-10-26,FS Junior Maardu,1:1,JK Sillamäe Kalev
2002-10-27,JK Merkuur Tartu,0:1,JK Tammeka Tartu
2002-10-27,Tallinna JK Legion,5:2,FC Elva
2002-10-27,FC Kuressaare,1:2,FC Valga
2002-04-28,FC Valga,1:0,JK Merkuur Tartu
2002-04-28,JK Sillamäe Kalev,0:5,FC Kuressaare
2002-04-28,FC Elva,1:2,FS Junior Maardu
2002-04-28,JK Tammeka Tartu,3:2,Tallinna JK Legion
2002-07-28,JK Tammeka Tartu,3:1,JK Merkuur Tartu
2002-07-28,FC Elva,3:0,Tallinna JK Legion
2002-07-28,FC Valga,2:1,FC Kuressaare
2002-07-28,JK Sillamäe Kalev,2:1,FS Junior Maardu
2002-09-28,FC Kuressaare,10:1,JK Merkuur Tartu
2002-09-28,JK Tammeka Tartu,4:2,JK Sillamäe Kalev
2002-09-28,FS Junior Maardu,2:2,FC Elva
2002-09-28,Tallinna JK Legion,5:0,FC Valga
2002-08-31,FC Elva,7:1,JK Sillamäe Kalev
2002-08-31,Tallinna JK Legion,1:0,JK Tammeka Tartu
2002-08-31,JK Merkuur Tartu,4:1,FC Valga
2002-08-31,FS Junior Maardu,6:4,FC Kuressaare
