Date,Home,Result,Away
2017-03-03,Tartu JK Tammeka,2:0,FCI Tallinn
2017-03-04,Pärnu JK Vaprus,2:6,Nõmme Kalju FC
2017-03-04,Paide Linnameeskond,1:5,JK Narva Trans
2017-03-04,Viljandi JK Tulevik,1:0,JK Sillamäe Kalev
2017-03-04,Tallinna FC Flora,1:1,Tallinna FC Levadia
2017-04-07,Nõmme Kalju FC,3:2,FCI Tallinn
2017-04-08,Tallinna FC Levadia,3:1,JK Narva Trans
2017-04-08,Paide Linnameeskond,3:2,Pärnu JK Vaprus
2017-04-08,Tallinna FC Flora,2:0,JK Sillamäe Kalev
2017-04-14,Tartu JK Tammeka,1:1,JK Sillamäe Kalev
2017-04-15,JK Narva Trans,1:0,Nõmme Kalju FC
2017-03-18,FCI Tallinn,5:0,Viljandi JK Tulevik
2017-03-18,Nõmme Kalju FC,2:1,JK Sillamäe Kalev
2017-04-21,FCI Tallinn,0:1,Tallinna FC Flora
2017-04-22,Nõmme Kalju FC,8:0,Viljandi JK Tulevik
2017-04-24,FCI Tallinn,2:2,JK Sillamäe Kalev
2017-04-25,Tallinna FC Levadia,1:1,Nõmme Kalju FC
2017-04-25,Paide Linnameeskond,1:1,Tartu JK Tammeka
2017-04-25,Tallinna FC Flora,4:2,JK Narva Trans
2017-04-28,Tartu JK Tammeka,1:3,Nõmme Kalju FC
2017-04-28,Tallinna FC Levadia,8:0,Pärnu JK Vaprus
2017-04-28,Viljandi JK Tulevik,0:2,Tallinna FC Flora
2017-03-31,FCI Tallinn,0:1,Tallinna FC Levadia
2017-05-05,Tallinna FC Flora,7:0,Viljandi JK Tulevik
2017-05-05,JK Sillamäe Kalev,1:1,JK Narva Trans
2017-05-06,Paide Linnameeskond,1:1,FCI Tallinn
2017-03-10,Nõmme Kalju FC,1:1,Tallinna FC Flora
2017-03-11,Tallinna FC Levadia,5:0,JK Sillamäe Kalev
2017-03-11,Pärnu JK Vaprus,1:1,Tartu JK Tammeka
2017-03-11,Viljandi JK Tulevik,2:3,Paide Linnameeskond
2017-03-11,JK Narva Trans,1:2,FCI Tallinn
2017-05-12,Tartu JK Tammeka,0:0,Paide Linnameeskond
2017-05-13,Pärnu JK Vaprus,2:0,Viljandi JK Tulevik
2017-03-17,Tartu JK Tammeka,1:1,JK Narva Trans
2017-03-18,Tallinna FC Flora,2:0,Pärnu JK Vaprus
2017-03-18,Tallinna FC Levadia,7:0,Paide Linnameeskond
2017-04-01,Pärnu JK Vaprus,1:3,JK Sillamäe Kalev
2017-04-01,Nõmme Kalju FC,1:0,Paide Linnameeskond
2017-04-01,JK Narva Trans,2:1,Viljandi JK Tulevik
2017-04-01,Tallinna FC Flora,4:0,Tartu JK Tammeka
2017-04-07,Viljandi JK Tulevik,1:3,Tartu JK Tammeka
2017-04-14,Viljandi JK Tulevik,0:2,Tallinna FC Levadia
2017-04-14,Tallinna FC Flora,3:0,Paide Linnameeskond
2017-04-15,Pärnu JK Vaprus,0:6,FCI Tallinn
2017-04-21,Paide Linnameeskond,2:1,JK Sillamäe Kalev
2017-04-22,Tartu JK Tammeka,0:2,Tallinna FC Levadia
2017-04-22,Pärnu JK Vaprus,0:2,JK Narva Trans
2017-04-25,Viljandi JK Tulevik,2:1,Pärnu JK Vaprus
2017-04-29,JK Narva Trans,3:1,JK Sillamäe Kalev
2017-04-30,FCI Tallinn,6:1,Paide Linnameeskond
2017-05-05,Pärnu JK Vaprus,1:2,Tallinna FC Levadia
2017-05-06,Nõmme Kalju FC,5:1,Tartu JK Tammeka
2017-05-12,Nõmme Kalju FC,1:2,Tallinna FC Levadia
2017-05-13,JK Narva Trans,0:2,Tallinna FC Flora
2017-05-13,FCI Tallinn,3:0,JK Sillamäe Kalev
2017-05-19,JK Narva Trans,3:0,Pärnu JK Vaprus
2017-05-19,Tallinna FC Flora,3:0,FCI Tallinn
2017-05-20,JK Sillamäe Kalev,2:0,Paide Linnameeskond
2017-05-20,Viljandi JK Tulevik,0:2,Nõmme Kalju FC
2017-05-20,Tallinna FC Levadia,2:1,Tartu JK Tammeka
2017-05-22,FCI Tallinn,11:1,Pärnu JK Vaprus
2017-05-23,Nõmme Kalju FC,2:0,JK Narva Trans
2017-05-23,Tallinna FC Levadia,5:0,Viljandi JK Tulevik
2017-05-23,JK Sillamäe Kalev,2:0,Tartu JK Tammeka
2017-05-23,Paide Linnameeskond,1:3,Tallinna FC Flora
2017-05-29,Tallinna FC Flora,3:2,JK Sillamäe Kalev
2017-05-30,Viljandi JK Tulevik,1:1,Tartu JK Tammeka
2017-05-30,Pärnu JK Vaprus,0:4,Paide Linnameeskond
2017-05-30,JK Narva Trans,0:0,Tallinna FC Levadia
2017-05-30,FCI Tallinn,2:2,Nõmme Kalju FC
2017-06-02,JK Sillamäe Kalev,1:3,Pärnu JK Vaprus
2017-06-02,Viljandi JK Tulevik,1:2,JK Narva Trans
2017-06-02,Tallinna FC Levadia,1:0,FCI Tallinn
2017-06-03,Tartu JK Tammeka,0:2,Tallinna FC Flora
2017-06-03,Paide Linnameeskond,0:1,Nõmme Kalju FC
2017-06-16,Viljandi JK Tulevik,0:2,FCI Tallinn
2017-06-16,JK Narva Trans,1:2,Tartu JK Tammeka
2017-06-16,Pärnu JK Vaprus,0:10,Tallinna FC Flora
2017-06-16,Paide Linnameeskond,2:5,Tallinna FC Levadia
2017-06-16,Nõmme Kalju FC,8:0,JK Sillamäe Kalev
2017-07-01,Tartu JK Tammeka,2:1,Pärnu JK Vaprus
2017-06-19,FCI Tallinn,4:1,JK Narva Trans
2017-06-19,JK Sillamäe Kalev,1:1,Tallinna FC Levadia
2017-06-19,Tallinna FC Flora,2:0,Nõmme Kalju FC
2017-06-30,Paide Linnameeskond,1:2,Viljandi JK Tulevik
2017-07-07,JK Sillamäe Kalev,1:0,Viljandi JK Tulevik
2017-07-08,JK Narva Trans,1:1,Paide Linnameeskond
2017-07-08,FCI Tallinn,2:1,Tartu JK Tammeka
2017-07-09,Tallinna FC Levadia,0:0,Tallinna FC Flora
2017-07-09,Nõmme Kalju FC,3:0,Pärnu JK Vaprus
2017-08-01,JK Narva Trans,0:3,Nõmme Kalju FC
2017-07-14,Tartu JK Tammeka,1:4,FCI Tallinn
2017-07-14,Tallinna FC Flora,3:3,Tallinna FC Levadia
2017-07-15,Pärnu JK Vaprus,1:1,Paide Linnameeskond
2017-07-15,Viljandi JK Tulevik,0:3,JK Sillamäe Kalev
2017-07-21,FCI Tallinn,7:1,Pärnu JK Vaprus
2017-07-21,Tallinna FC Levadia,2:0,JK Narva Trans
2017-07-22,Tartu JK Tammeka,2:3,Tallinna FC Flora
2017-07-22,Paide Linnameeskond,0:3,JK Sillamäe Kalev
2017-07-23,Nõmme Kalju FC,5:1,Viljandi JK Tulevik
2017-07-28,JK Sillamäe Kalev,1:4,FCI Tallinn
2017-07-28,Viljandi JK Tulevik,1:0,Tallinna FC Levadia
2017-07-29,Pärnu JK Vaprus,0:3,Tartu JK Tammeka
2017-07-29,Tallinna FC Flora,1:0,JK Narva Trans
2017-07-29,Paide Linnameeskond,0:4,Nõmme Kalju FC
2017-08-04,Tartu JK Tammeka,3:1,JK Sillamäe Kalev
2017-08-04,FCI Tallinn,1:2,Nõmme Kalju FC
2017-08-04,JK Narva Trans,1:2,Viljandi JK Tulevik
2017-08-05,Tallinna FC Levadia,8:0,Paide Linnameeskond
2017-08-05,Pärnu JK Vaprus,1:8,Tallinna FC Flora
2017-08-11,Paide Linnameeskond,3:1,JK Narva Trans
2017-08-11,Tallinna FC Flora,3:2,Viljandi JK Tulevik
2017-08-11,FCI Tallinn,2:1,Tallinna FC Levadia
2017-08-12,JK Sillamäe Kalev,9:0,Pärnu JK Vaprus
2017-08-12,Nõmme Kalju FC,1:0,Tartu JK Tammeka
2017-08-14,Viljandi JK Tulevik,1:4,Paide Linnameeskond
2017-08-15,JK Sillamäe Kalev,0:3,Tallinna FC Flora
2017-08-15,Tartu JK Tammeka,1:4,Tallinna FC Levadia
2017-08-15,JK Narva Trans,1:3,FCI Tallinn
2017-08-15,Pärnu JK Vaprus,1:6,Nõmme Kalju FC
2017-08-18,Tallinna FC Flora,3:0,Paide Linnameeskond
2017-08-18,FCI Tallinn,7:0,Viljandi JK Tulevik
2017-08-18,JK Sillamäe Kalev,1:2,Nõmme Kalju FC
2017-08-19,Tallinna FC Levadia,3:0,Pärnu JK Vaprus
2017-08-19,Tartu JK Tammeka,0:2,JK Narva Trans
2017-08-21,Paide Linnameeskond,1:3,FCI Tallinn
2017-08-22,JK Sillamäe Kalev,0:9,Tallinna FC Levadia
2017-08-22,Pärnu JK Vaprus,0:1,JK Narva Trans
2017-08-22,Tartu JK Tammeka,2:1,Viljandi JK Tulevik
2017-08-22,Nõmme Kalju FC,0:1,Tallinna FC Flora
2017-08-25,Paide Linnameeskond,1:1,Tartu JK Tammeka
2017-08-25,Viljandi JK Tulevik,4:1,Pärnu JK Vaprus
2017-08-25,Tallinna FC Flora,2:4,FCI Tallinn
2017-08-26,JK Narva Trans,1:1,JK Sillamäe Kalev
2017-08-26,Tallinna FC Levadia,2:0,Nõmme Kalju FC
2017-09-08,Tartu JK Tammeka,1:1,Paide Linnameeskond
2017-09-08,Pärnu JK Vaprus,2:3,Viljandi JK Tulevik
2017-09-08,Nõmme Kalju FC,1:1,Tallinna FC Levadia
2017-09-09,JK Sillamäe Kalev,3:1,JK Narva Trans
2017-09-09,FCI Tallinn,1:3,Tallinna FC Flora
2017-09-11,Tartu JK Tammeka,1:1,Viljandi JK Tulevik
2017-09-12,JK Narva Trans,3:1,Pärnu JK Vaprus
2017-09-12,FCI Tallinn,6:1,Paide Linnameeskond
2017-09-12,Tallinna FC Levadia,5:0,JK Sillamäe Kalev
2017-09-12,Tallinna FC Flora,0:4,Nõmme Kalju FC
2017-09-15,Pärnu JK Vaprus,0:4,Tallinna FC Levadia
2017-09-16,Paide Linnameeskond,1:2,Tallinna FC Flora
2017-09-16,JK Sillamäe Kalev,0:0,Nõmme Kalju FC
2017-09-16,Viljandi JK Tulevik,1:1,FCI Tallinn
2017-09-16,JK Narva Trans,3:1,Tartu JK Tammeka
2017-09-22,FCI Tallinn,1:3,JK Narva Trans
2017-09-23,Tallinna FC Levadia,3:1,Tartu JK Tammeka
2017-09-23,Paide Linnameeskond,4:2,Viljandi JK Tulevik
2017-09-23,Nõmme Kalju FC,6:0,Pärnu JK Vaprus
2017-09-23,JK Sillamäe Kalev,1:2,Tallinna FC Flora
2017-09-29,Tartu JK Tammeka,0:3,Nõmme Kalju FC
2017-09-30,JK Narva Trans,0:1,Paide Linnameeskond
2017-09-30,Pärnu JK Vaprus,2:7,JK Sillamäe Kalev
2017-09-30,Tallinna FC Levadia,3:2,FCI Tallinn
2017-09-30,Viljandi JK Tulevik,2:2,Tallinna FC Flora
2017-10-13,Nõmme Kalju FC,2:4,FCI Tallinn
2017-10-14,Viljandi JK Tulevik,0:1,JK Narva Trans
2017-10-14,JK Sillamäe Kalev,1:2,Tartu JK Tammeka
2017-10-14,Paide Linnameeskond,0:4,Tallinna FC Levadia
2017-10-14,Tallinna FC Flora,3:0,Pärnu JK Vaprus
2017-10-20,JK Narva Trans,0:7,Tallinna FC Flora
2017-10-21,Nõmme Kalju FC,2:2,Paide Linnameeskond
2017-10-21,JK Sillamäe Kalev,1:0,FCI Tallinn
2017-10-21,Tartu JK Tammeka,2:1,Pärnu JK Vaprus
2017-10-21,Tallinna FC Levadia,6:0,Viljandi JK Tulevik
2017-10-27,JK Narva Trans,0:0,Tallinna FC Levadia
2017-10-28,Tallinna FC Flora,2:0,Tartu JK Tammeka
2017-10-28,Viljandi JK Tulevik,1:3,Nõmme Kalju FC
2017-10-28,Pärnu JK Vaprus,1:4,FCI Tallinn
2017-10-28,JK Sillamäe Kalev,1:3,Paide Linnameeskond
2017-11-04,JK Sillamäe Kalev,0:1,Viljandi JK Tulevik
2017-11-04,Paide Linnameeskond,3:2,Pärnu JK Vaprus
2017-11-04,Nõmme Kalju FC,8:1,JK Narva Trans
2017-11-04,FCI Tallinn,1:1,Tartu JK Tammeka
2017-11-04,Tallinna FC Levadia,0:0,Tallinna FC Flora
