Date,Home,Result,Away
2021-05-31,Tartu JK Tammeka U21,3:4,Tallinna FCI Levadia U21
2021-08-17,Tallinna FCI Levadia U21,2:7,FC Nõmme United
2021-06-19,Tartu JK Welco,1:1,Tartu JK Tammeka U21
2021-06-19,Tallinna FC Flora U21,1:5,JK Tallinna Kalev
2021-06-20,FC Elva,0:6,Maardu Linnameeskond
2021-06-20,Paide Linnameeskond U21,4:0,Pärnu Jalgpalliklubi
2021-06-26,Tartu JK Tammeka U21,0:1,Tallinna FC Flora U21
2021-06-26,Tartu JK Welco,0:4,Paide Linnameeskond U21
2021-06-26,FC Nõmme United,1:3,Maardu Linnameeskond
2021-06-27,JK Tallinna Kalev,3:2,Pärnu Jalgpalliklubi
2021-06-27,Tallinna FCI Levadia U21,4:2,FC Elva
2021-07-01,Paide Linnameeskond U21,0:4,JK Tallinna Kalev
2021-07-01,Tallinna FC Flora U21,1:1,Tartu JK Welco
2021-07-03,Maardu Linnameeskond,3:1,Tallinna FCI Levadia U21
2021-06-30,FC Elva,4:0,Tartu JK Tammeka U21
2021-06-30,Pärnu Jalgpalliklubi,0:1,FC Nõmme United
2021-07-10,Paide Linnameeskond U21,8:2,Tallinna FC Flora U21
2021-07-14,Tallinna FCI Levadia U21,1:2,Pärnu Jalgpalliklubi
2021-07-14,Tartu JK Welco,0:4,Maardu Linnameeskond
2021-07-14,FC Nõmme United,2:3,Tartu JK Tammeka U21
2021-07-14,JK Tallinna Kalev,1:0,FC Elva
2021-09-05,Pärnu Jalgpalliklubi,2:2,JK Tallinna Kalev
2021-07-17,Maardu Linnameeskond,5:1,FC Nõmme United
2021-07-17,Tallinna FC Flora U21,1:1,Tallinna FCI Levadia U21
2021-07-17,Tartu JK Tammeka U21,6:0,Tartu JK Welco
2021-07-19,FC Elva,0:1,Paide Linnameeskond U21
2021-07-28,FC Elva,1:3,Tallinna FC Flora U21
2021-07-28,FC Nõmme United,1:1,Tallinna FCI Levadia U21
2021-07-28,Pärnu Jalgpalliklubi,1:2,Maardu Linnameeskond
2021-07-28,JK Tallinna Kalev,5:1,Tartu JK Tammeka U21
2021-07-28,Paide Linnameeskond U21,2:1,Tartu JK Welco
2021-08-02,Tartu JK Tammeka U21,1:3,Pärnu Jalgpalliklubi
2021-08-02,Tallinna FC Flora U21,2:2,FC Nõmme United
2021-08-02,Tallinna FCI Levadia U21,2:3,Paide Linnameeskond U21
2021-08-02,Maardu Linnameeskond,1:2,JK Tallinna Kalev
2021-07-31,Tartu JK Welco,3:0,FC Elva
2021-08-05,Pärnu Jalgpalliklubi,2:1,Tartu JK Welco
2021-08-06,FC Elva,3:1,Tallinna FCI Levadia U21
2021-08-06,Tartu JK Tammeka U21,1:2,Maardu Linnameeskond
2021-08-07,JK Tallinna Kalev,1:1,Tallinna FC Flora U21
2021-10-27,Paide Linnameeskond U21,4:1,FC Nõmme United
2021-08-12,FC Elva,3:4,FC Nõmme United
2021-08-12,Tartu JK Welco,0:1,JK Tallinna Kalev
2021-08-13,Tallinna FC Flora U21,2:0,Pärnu Jalgpalliklubi
2021-08-14,Paide Linnameeskond U21,2:5,Maardu Linnameeskond
2021-08-14,Tallinna FCI Levadia U21,3:0,Tartu JK Tammeka U21
2021-08-19,Tartu JK Tammeka U21,0:4,Paide Linnameeskond U21
2021-08-20,JK Tallinna Kalev,5:0,Tallinna FCI Levadia U21
2021-08-20,Maardu Linnameeskond,1:3,Tallinna FC Flora U21
2021-08-20,FC Elva,3:0,Pärnu Jalgpalliklubi
2021-09-29,Tartu JK Welco,0:4,FC Nõmme United
2021-11-03,FC Nõmme United,2:2,JK Tallinna Kalev
2021-09-06,Tallinna FCI Levadia U21,1:2,Tartu JK Welco
2021-08-25,Pärnu Jalgpalliklubi,2:4,Paide Linnameeskond U21
2021-08-25,FC Elva,0:1,Maardu Linnameeskond
2021-08-25,Tallinna FC Flora U21,2:1,Tartu JK Tammeka U21
2021-08-28,Tallinna FC Flora U21,1:2,Tallinna FCI Levadia U21
2021-08-28,Tartu JK Welco,1:1,Tartu JK Tammeka U21
2021-08-29,FC Nõmme United,2:4,Maardu Linnameeskond
2021-08-30,Paide Linnameeskond U21,1:2,FC Elva
2021-08-30,Pärnu Jalgpalliklubi,0:3,JK Tallinna Kalev
2021-09-09,Maardu Linnameeskond,1:1,Pärnu Jalgpalliklubi
2021-09-10,Paide Linnameeskond U21,1:2,Tallinna FC Flora U21
2021-09-11,FC Elva,4:2,Tartu JK Welco
2021-09-11,JK Tallinna Kalev,2:2,Tallinna FCI Levadia U21
2021-09-12,Tartu JK Tammeka U21,0:8,FC Nõmme United
2021-09-15,Tallinna FCI Levadia U21,1:1,Tartu JK Tammeka U21
2021-09-15,JK Tallinna Kalev,3:3,Paide Linnameeskond U21
2021-09-15,Tartu JK Welco,2:1,Pärnu Jalgpalliklubi
2021-09-15,FC Nõmme United,2:2,FC Elva
2021-09-15,Tallinna FC Flora U21,1:8,Maardu Linnameeskond
2021-09-18,Tartu JK Tammeka U21,0:1,JK Tallinna Kalev
2021-09-18,Maardu Linnameeskond,7:0,Tartu JK Welco
2021-09-18,Pärnu Jalgpalliklubi,0:1,Tallinna FC Flora U21
2021-09-18,FC Nõmme United,3:4,Paide Linnameeskond U21
2021-09-20,Tallinna FCI Levadia U21,2:4,FC Elva
2021-09-23,Paide Linnameeskond U21,4:1,Tallinna FCI Levadia U21
2021-09-23,JK Tallinna Kalev,4:2,Maardu Linnameeskond
2021-09-25,Tallinna FC Flora U21,5:1,Tartu JK Welco
2021-09-26,Pärnu Jalgpalliklubi,0:2,FC Nõmme United
2021-09-26,FC Elva,1:4,Tartu JK Tammeka U21
2021-10-02,FC Nõmme United,0:1,Tallinna FC Flora U21
2021-10-02,Maardu Linnameeskond,4:2,Tartu JK Tammeka U21
2021-10-03,Tartu JK Welco,3:2,Tallinna FCI Levadia U21
2021-10-03,Paide Linnameeskond U21,2:4,Pärnu Jalgpalliklubi
2021-09-29,FC Elva,1:2,JK Tallinna Kalev
2021-10-14,Maardu Linnameeskond,2:1,FC Elva
2021-10-15,Tartu JK Tammeka U21,2:2,Paide Linnameeskond U21
2021-10-16,JK Tallinna Kalev,1:0,Tallinna FC Flora U21
2021-10-17,Tartu JK Welco,2:3,FC Nõmme United
2021-10-17,Tallinna FCI Levadia U21,3:2,Pärnu Jalgpalliklubi
2021-10-10,Pärnu Jalgpalliklubi,1:3,Tartu JK Tammeka U21
2021-10-20,Paide Linnameeskond U21,4:0,Tartu JK Welco
2021-10-20,Tallinna FC Flora U21,0:1,FC Elva
2021-10-22,JK Tallinna Kalev,2:2,FC Nõmme United
2021-10-23,Tallinna FCI Levadia U21,0:4,Maardu Linnameeskond
2021-11-01,Tartu JK Tammeka U21,3:2,Tallinna FC Flora U21
2021-10-30,FC Nõmme United,7:2,Tallinna FCI Levadia U21
2021-10-31,Tartu JK Welco,2:3,JK Tallinna Kalev
2021-10-31,Maardu Linnameeskond,2:1,Paide Linnameeskond U21
2021-10-31,FC Elva,0:0,Pärnu Jalgpalliklubi
2021-11-06,FC Nõmme United,0:2,JK Tallinna Kalev
2021-11-07,Pärnu Jalgpalliklubi,0:3,Tartu JK Welco
2021-11-07,Tartu JK Tammeka U21,1:5,Tallinna FCI Levadia U21
2021-11-08,Paide Linnameeskond U21,0:2,Maardu Linnameeskond
2021-11-17,Tartu JK Tammeka U21,1:1,Pärnu Jalgpalliklubi
2021-11-17,Tallinna FCI Levadia U21,2:0,Tartu JK Welco
2021-11-17,Maardu Linnameeskond,4:0,FC Nõmme United
2021-11-17,Paide Linnameeskond U21,0:4,JK Tallinna Kalev
2021-11-20,Paide Linnameeskond U21,6:5,FC Nõmme United
2021-11-20,Tartu JK Tammeka U21,1:1,Tartu JK Welco
2021-11-20,Pärnu Jalgpalliklubi,4:0,Tallinna FCI Levadia U21
2021-11-21,Maardu Linnameeskond,1:1,JK Tallinna Kalev
