Date,Home,Result,Away
2011-05-21,JK Narva Trans,1:1,Tallinna FC Levadia
2011-05-21,FC Viljandi,3:1,Lasnamäe FC Ajax
2011-05-21,Nõmme JK Kalju,1:1,FC Kuressaare
2011-05-21,Tartu JK Tammeka,1:4,JK Sillamäe Kalev
2011-06-21,JK Sillamäe Kalev,7:0,Lasnamäe FC Ajax
2011-06-21,FC Kuressaare,0:2,JK Narva Trans
2011-05-24,FC Kuressaare,0:1,JK Sillamäe Kalev
2011-05-28,JK Sillamäe Kalev,1:1,Nõmme JK Kalju
2011-05-28,Lasnamäe FC Ajax,0:3,Tallinna FC Flora
2011-05-28,Paide Linnameeskond,0:1,JK Narva Trans
2011-11-01,Tallinna FC Flora,4:0,FC Viljandi
2011-08-06,Tartu JK Tammeka,1:4,JK Narva Trans
2011-08-06,Tallinna FC Levadia,0:1,Nõmme JK Kalju
2011-08-06,JK Sillamäe Kalev,5:0,FC Viljandi
2011-08-06,FC Kuressaare,0:3,Tallinna FC Flora
2011-08-06,Lasnamäe FC Ajax,0:6,Paide Linnameeskond
2011-07-09,Lasnamäe FC Ajax,0:3,Tartu JK Tammeka
2011-07-10,Paide Linnameeskond,0:5,Nõmme JK Kalju
2011-09-10,FC Viljandi,1:3,JK Narva Trans
2011-09-10,Nõmme JK Kalju,3:0,Tallinna FC Flora
2011-09-10,Tartu JK Tammeka,1:2,Paide Linnameeskond
2011-09-10,Tallinna FC Levadia,6:0,Lasnamäe FC Ajax
2011-09-10,JK Sillamäe Kalev,3:0,FC Kuressaare
2011-07-12,JK Sillamäe Kalev,2:5,JK Narva Trans
2011-08-13,FC Viljandi,0:0,Tallinna FC Levadia
2011-08-13,Nõmme JK Kalju,3:1,Tartu JK Tammeka
2011-08-13,Paide Linnameeskond,1:0,FC Kuressaare
2011-08-13,Tallinna FC Flora,4:0,JK Sillamäe Kalev
2011-08-13,JK Narva Trans,14:0,Lasnamäe FC Ajax
2011-07-16,FC Viljandi,1:1,Paide Linnameeskond
2011-07-16,Nõmme JK Kalju,3:0,Lasnamäe FC Ajax
2011-07-16,Tartu JK Tammeka,1:0,FC Kuressaare
2011-07-16,JK Narva Trans,1:1,Tallinna FC Flora
2011-07-17,Tallinna FC Levadia,3:2,JK Sillamäe Kalev
2011-08-20,Tallinna FC Levadia,1:1,Tallinna FC Flora
2011-08-20,JK Sillamäe Kalev,4:0,Paide Linnameeskond
2011-08-20,FC Kuressaare,0:0,Lasnamäe FC Ajax
2011-08-20,Nõmme JK Kalju,1:0,JK Narva Trans
2011-08-20,Tartu JK Tammeka,1:3,FC Viljandi
2011-07-23,JK Sillamäe Kalev,5:1,Tartu JK Tammeka
2011-07-23,FC Kuressaare,0:2,Nõmme JK Kalju
2011-07-23,Lasnamäe FC Ajax,0:4,FC Viljandi
2011-07-23,Paide Linnameeskond,1:4,Tallinna FC Flora
2011-07-24,Tallinna FC Levadia,1:1,JK Narva Trans
2011-08-27,FC Viljandi,0:3,Nõmme JK Kalju
2011-08-27,Lasnamäe FC Ajax,0:7,JK Sillamäe Kalev
2011-08-27,Paide Linnameeskond,0:3,Tallinna FC Levadia
2011-08-27,Tallinna FC Flora,3:2,Tartu JK Tammeka
2011-08-27,JK Narva Trans,4:0,FC Kuressaare
2011-07-30,Nõmme JK Kalju,3:0,JK Sillamäe Kalev
2011-07-30,Tartu JK Tammeka,0:4,Tallinna FC Levadia
2011-07-30,Tallinna FC Flora,13:1,Lasnamäe FC Ajax
2011-07-30,JK Narva Trans,3:0,Paide Linnameeskond
2011-07-30,FC Viljandi,0:2,FC Kuressaare
2011-10-01,FC Viljandi,3:2,JK Sillamäe Kalev
2011-10-01,Nõmme JK Kalju,1:1,Tallinna FC Levadia
2011-10-01,Paide Linnameeskond,4:0,Lasnamäe FC Ajax
2011-10-01,Tallinna FC Flora,2:1,FC Kuressaare
2011-10-01,JK Narva Trans,4:0,Tartu JK Tammeka
2011-11-05,FC Viljandi,2:4,Tallinna FC Flora
2011-11-05,Nõmme JK Kalju,1:2,Paide Linnameeskond
2011-11-05,Tartu JK Tammeka,9:0,Lasnamäe FC Ajax
2011-11-05,Tallinna FC Levadia,4:0,FC Kuressaare
2011-11-05,JK Narva Trans,2:3,JK Sillamäe Kalev
2011-09-13,Tallinna FC Flora,1:0,Nõmme JK Kalju
2011-09-13,JK Narva Trans,5:0,FC Viljandi
2011-09-13,FC Kuressaare,1:2,JK Sillamäe Kalev
2011-09-13,Lasnamäe FC Ajax,0:7,Tallinna FC Levadia
2011-09-13,Paide Linnameeskond,2:1,Tartu JK Tammeka
2011-10-15,Tallinna FC Levadia,3:0,Tartu JK Tammeka
2011-10-15,JK Sillamäe Kalev,0:3,Nõmme JK Kalju
2011-10-15,FC Kuressaare,3:0,FC Viljandi
2011-10-15,Lasnamäe FC Ajax,0:11,Tallinna FC Flora
2011-10-15,Paide Linnameeskond,0:1,JK Narva Trans
2011-09-17,Nõmme JK Kalju,2:1,FC Viljandi
2011-09-17,Tartu JK Tammeka,1:4,Tallinna FC Flora
2011-09-17,Tallinna FC Levadia,0:0,Paide Linnameeskond
2011-09-17,JK Sillamäe Kalev,7:0,Lasnamäe FC Ajax
2011-09-17,FC Kuressaare,0:2,JK Narva Trans
2011-10-22,FC Viljandi,8:0,Lasnamäe FC Ajax
2011-10-22,Nõmme JK Kalju,3:0,FC Kuressaare
2011-10-22,Tartu JK Tammeka,2:0,JK Sillamäe Kalev
2011-10-22,Tallinna FC Flora,2:1,Paide Linnameeskond
2011-10-22,JK Narva Trans,0:2,Tallinna FC Levadia
2011-09-24,FC Viljandi,0:3,Tartu JK Tammeka
2011-09-24,Lasnamäe FC Ajax,3:5,FC Kuressaare
2011-09-24,Paide Linnameeskond,0:1,JK Sillamäe Kalev
2011-09-24,Tallinna FC Flora,3:0,Tallinna FC Levadia
2011-09-24,JK Narva Trans,3:2,Nõmme JK Kalju
2011-09-27,Lasnamäe FC Ajax,0:12,JK Narva Trans
2011-09-27,Tartu JK Tammeka,0:1,Nõmme JK Kalju
2011-09-27,Tallinna FC Levadia,2:0,FC Viljandi
2011-09-27,JK Sillamäe Kalev,0:6,Tallinna FC Flora
2011-09-27,FC Kuressaare,2:1,Paide Linnameeskond
2011-10-29,JK Sillamäe Kalev,0:2,Tallinna FC Levadia
2011-10-29,FC Kuressaare,0:2,Tartu JK Tammeka
2011-10-29,Lasnamäe FC Ajax,0:7,Nõmme JK Kalju
2011-10-29,Paide Linnameeskond,2:0,FC Viljandi
2011-10-29,Tallinna FC Flora,1:1,JK Narva Trans
