Date,Home,Result,Away
2017-04-26,Kohtla-Järve JK Järve,1:0,Raasiku FC Joker
2017-04-30,Keila JK,5:2,Raasiku FC Joker
2017-05-07,Nõmme Kalju FC U21,0:0,Kohtla-Järve JK Järve
2017-05-10,Nõmme Kalju FC U21,1:1,Paide Linnameeskond U21
2017-05-14,Vändra JK Vaprus,3:0,JK Sillamäe Kalev U21
2017-05-14,Tartu JK Tammeka U21,2:1,JK Tallinna Kalev U21
2017-05-14,Raasiku FC Joker,1:2,Kohtla-Järve JK Järve
2017-05-14,Keila JK,3:0,Viimsi JK
2017-05-17,JK Tallinna Kalev U21,1:1,Viimsi JK
2017-05-21,JK Sillamäe Kalev U21,0:5,Nõmme Kalju FC U21
2017-05-21,Vändra JK Vaprus,3:1,Tartu JK Tammeka U21
2017-05-21,Paide Linnameeskond U21,3:1,Raasiku FC Joker
2017-05-21,Kohtla-Järve JK Järve,3:0,Keila JK
2017-05-24,Tartu JK Tammeka U21,0:0,Nõmme Kalju FC U21
2017-05-24,Keila JK,0:0,JK Tallinna Kalev U21
2017-05-24,Vändra JK Vaprus,2:1,Viimsi JK
2017-05-25,Raasiku FC Joker,1:2,JK Sillamäe Kalev U21
2017-05-25,Kohtla-Järve JK Järve,1:2,Paide Linnameeskond U21
2017-05-27,Vändra JK Vaprus,5:3,JK Tallinna Kalev U21
2017-05-28,JK Sillamäe Kalev U21,0:3,Kohtla-Järve JK Järve
2017-05-28,Tartu JK Tammeka U21,6:0,Raasiku FC Joker
2017-05-28,Paide Linnameeskond U21,0:3,Keila JK
2017-05-28,Nõmme Kalju FC U21,3:1,Viimsi JK
2017-06-03,Viimsi JK,2:3,Raasiku FC Joker
2017-06-03,Keila JK,1:3,Vändra JK Vaprus
2017-06-04,Kohtla-Järve JK Järve,1:1,Tartu JK Tammeka U21
2017-06-04,Paide Linnameeskond U21,3:1,JK Sillamäe Kalev U21
2017-05-31,JK Tallinna Kalev U21,1:2,Nõmme Kalju FC U21
2017-07-12,Keila JK,3:1,JK Sillamäe Kalev U21
2017-06-14,Raasiku FC Joker,4:0,JK Tallinna Kalev U21
2017-06-18,Viimsi JK,3:0,Kohtla-Järve JK Järve
2017-06-18,Tartu JK Tammeka U21,4:2,Paide Linnameeskond U21
2017-06-18,Vändra JK Vaprus,1:1,Nõmme Kalju FC U21
2017-07-01,Paide Linnameeskond U21,1:2,Viimsi JK
2017-07-02,Vändra JK Vaprus,4:2,Raasiku FC Joker
2017-07-02,JK Sillamäe Kalev U21,4:1,Tartu JK Tammeka U21
2017-07-03,JK Tallinna Kalev U21,1:0,Kohtla-Järve JK Järve
2017-06-28,Keila JK,3:1,Nõmme Kalju FC U21
2017-07-05,Raasiku FC Joker,1:1,Nõmme Kalju FC U21
2017-07-08,Kohtla-Järve JK Järve,3:3,Vändra JK Vaprus
2017-07-08,Viimsi JK,3:0,JK Sillamäe Kalev U21
2017-07-09,JK Tallinna Kalev U21,4:0,Paide Linnameeskond U21
2017-07-09,Tartu JK Tammeka U21,1:1,Keila JK
2017-07-12,Paide Linnameeskond U21,1:1,Tartu JK Tammeka U21
2017-07-16,Vändra JK Vaprus,3:2,Kohtla-Järve JK Järve
2017-07-16,JK Sillamäe Kalev U21,1:3,Viimsi JK
2017-07-16,Nõmme Kalju FC U21,2:1,Raasiku FC Joker
2017-07-16,Keila JK,0:2,JK Tallinna Kalev U21
2017-07-12,Raasiku FC Joker,0:2,Vändra JK Vaprus
2017-07-19,JK Tallinna Kalev U21,3:1,Viimsi JK
2017-07-19,Kohtla-Järve JK Järve,1:2,JK Sillamäe Kalev U21
2017-07-19,Paide Linnameeskond U21,4:0,Nõmme Kalju FC U21
2017-07-23,Tartu JK Tammeka U21,4:1,Keila JK
2017-07-29,JK Sillamäe Kalev U21,1:1,Raasiku FC Joker
2017-07-30,Viimsi JK,3:3,Tartu JK Tammeka U21
2017-07-30,JK Tallinna Kalev U21,3:0,Kohtla-Järve JK Järve
2017-07-30,Nõmme Kalju FC U21,4:1,Vändra JK Vaprus
2017-07-30,Keila JK,4:1,Paide Linnameeskond U21
2017-08-02,Raasiku FC Joker,0:1,JK Tallinna Kalev U21
2017-08-05,Keila JK,0:1,Nõmme Kalju FC U21
2017-08-05,Tartu JK Tammeka U21,2:0,Kohtla-Järve JK Järve
2017-08-06,Vändra JK Vaprus,0:2,JK Sillamäe Kalev U21
2017-08-06,Paide Linnameeskond U21,2:3,Viimsi JK
2017-08-12,Kohtla-Järve JK Järve,4:1,Paide Linnameeskond U21
2017-08-13,Tartu JK Tammeka U21,1:1,Raasiku FC Joker
2017-08-13,Nõmme Kalju FC U21,2:1,JK Sillamäe Kalev U21
2017-08-13,Viimsi JK,2:2,Keila JK
2017-08-13,JK Tallinna Kalev U21,0:0,Vändra JK Vaprus
2017-08-16,Keila JK,4:1,Kohtla-Järve JK Järve
2017-08-16,Vändra JK Vaprus,3:1,Tartu JK Tammeka U21
2017-08-16,Raasiku FC Joker,4:0,Paide Linnameeskond U21
2017-08-17,JK Sillamäe Kalev U21,0:1,JK Tallinna Kalev U21
2017-08-20,Keila JK,2:2,Raasiku FC Joker
2017-08-20,Kohtla-Järve JK Järve,4:0,Viimsi JK
2017-08-20,Tartu JK Tammeka U21,3:0,JK Sillamäe Kalev U21
2017-08-20,Paide Linnameeskond U21,1:2,Vändra JK Vaprus
2017-08-20,Nõmme Kalju FC U21,2:1,JK Tallinna Kalev U21
2017-08-23,Kohtla-Järve JK Järve,2:0,Nõmme Kalju FC U21
2017-08-23,JK Sillamäe Kalev U21,0:2,Paide Linnameeskond U21
2017-08-23,JK Tallinna Kalev U21,4:2,Tartu JK Tammeka U21
2017-08-23,Viimsi JK,2:2,Raasiku FC Joker
2017-08-24,Vändra JK Vaprus,2:1,Keila JK
2017-08-26,JK Tallinna Kalev U21,1:2,Paide Linnameeskond U21
2017-08-27,Raasiku FC Joker,2:1,Kohtla-Järve JK Järve
2017-08-27,JK Sillamäe Kalev U21,0:8,Keila JK
2017-08-27,Nõmme Kalju FC U21,5:1,Tartu JK Tammeka U21
2017-08-27,Viimsi JK,4:0,Vändra JK Vaprus
2017-09-06,Tartu JK Tammeka U21,0:4,Nõmme Kalju FC U21
2017-09-09,Vändra JK Vaprus,3:1,Viimsi JK
2017-09-09,Kohtla-Järve JK Järve,5:0,Raasiku FC Joker
2017-09-10,Paide Linnameeskond U21,0:3,JK Tallinna Kalev U21
2017-09-10,JK Sillamäe Kalev U21,0:4,Keila JK
2017-09-13,Raasiku FC Joker,2:5,Viimsi JK
2017-09-13,Nõmme Kalju FC U21,4:2,Kohtla-Järve JK Järve
2017-09-14,Paide Linnameeskond U21,2:3,JK Sillamäe Kalev U21
2017-09-14,Vändra JK Vaprus,2:4,Keila JK
2017-09-14,Tartu JK Tammeka U21,0:4,JK Tallinna Kalev U21
2017-09-16,Viimsi JK,0:1,Kohtla-Järve JK Järve
2017-09-17,Vändra JK Vaprus,3:1,Paide Linnameeskond U21
2017-09-17,Raasiku FC Joker,1:1,Keila JK
2017-09-17,JK Sillamäe Kalev U21,1:2,Tartu JK Tammeka U21
2017-09-18,JK Tallinna Kalev U21,3:0,Nõmme Kalju FC U21
2017-09-24,Paide Linnameeskond U21,1:1,Raasiku FC Joker
2017-09-24,Nõmme Kalju FC U21,2:0,Viimsi JK
2017-09-24,Tartu JK Tammeka U21,1:1,Vändra JK Vaprus
2017-09-24,Kohtla-Järve JK Järve,1:3,Keila JK
2017-09-25,JK Tallinna Kalev U21,3:0,JK Sillamäe Kalev U21
2017-10-01,Paide Linnameeskond U21,3:1,Kohtla-Järve JK Järve
2017-10-01,Vändra JK Vaprus,1:8,JK Tallinna Kalev U21
2017-10-01,JK Sillamäe Kalev U21,3:3,Nõmme Kalju FC U21
2017-09-27,Keila JK,2:3,Viimsi JK
2017-09-30,Raasiku FC Joker,3:0,Tartu JK Tammeka U21
2017-10-11,Viimsi JK,3:3,Paide Linnameeskond U21
2017-10-14,Nõmme Kalju FC U21,4:0,Keila JK
2017-10-15,Kohtla-Järve JK Järve,1:4,Tartu JK Tammeka U21
2017-10-15,JK Tallinna Kalev U21,5:1,Raasiku FC Joker
2017-10-15,JK Sillamäe Kalev U21,1:2,Vändra JK Vaprus
2017-10-18,Raasiku FC Joker,0:4,JK Sillamäe Kalev U21
2017-10-22,Kohtla-Järve JK Järve,0:2,JK Tallinna Kalev U21
2017-10-22,Paide Linnameeskond U21,1:2,Keila JK
2017-10-22,Vändra JK Vaprus,2:2,Nõmme Kalju FC U21
2017-10-22,Tartu JK Tammeka U21,3:0,Viimsi JK
2017-10-25,Nõmme Kalju FC U21,4:1,Paide Linnameeskond U21
2017-10-28,Viimsi JK,3:2,JK Tallinna Kalev U21
2017-10-29,JK Sillamäe Kalev U21,1:1,Kohtla-Järve JK Järve
2017-10-29,Vändra JK Vaprus,8:2,Raasiku FC Joker
2017-10-29,Keila JK,1:3,Tartu JK Tammeka U21
2017-11-05,Tartu JK Tammeka U21,4:0,Paide Linnameeskond U21
2017-11-05,Raasiku FC Joker,1:0,Nõmme Kalju FC U21
2017-11-05,JK Tallinna Kalev U21,4:0,Keila JK
2017-11-05,Vändra JK Vaprus,0:3,Kohtla-Järve JK Järve
