Date,Home,Result,Away
2013-05-01,Nõmme JK Kalju II,0:0,FC Elva
2013-05-01,Tallinna JK Legion,5:1,Tallinna JK Dünamo
2013-05-01,Ida-Virumaa FC Alliance,1:5,HÜJK Emmaste
2013-05-01,JK Sillamäe Kalev U21,3:0,Tallinna FC Flora III
2013-05-01,Tallinna FC Ararat,3:2,Pärnu Linnameeskond
2013-03-03,Ida-Virumaa FC Alliance,0:3,JK Sillamäe Kalev U21
2013-04-03,Tallinna JK Dünamo,1:3,Nõmme JK Kalju II
2013-04-03,HÜJK Emmaste,3:2,Pärnu Linnameeskond
2013-06-05,FC Elva,3:0,Ida-Virumaa FC Alliance
2013-04-07,Ida-Virumaa FC Alliance,1:1,Tallinna JK Legion
2013-04-07,Tallinna FC Ararat,5:2,JK Sillamäe Kalev U21
2013-04-07,Tallinna JK Dünamo,0:2,HÜJK Emmaste
2013-04-07,Tallinna FC Flora III,1:5,Nõmme JK Kalju II
2013-09-07,Pärnu Linnameeskond,5:1,FC Elva
2013-06-09,Pärnu Linnameeskond,3:0,Tallinna JK Dünamo
2013-03-10,Nõmme JK Kalju II,0:1,Pärnu Linnameeskond
2013-03-10,Tallinna JK Legion,4:1,Tallinna FC Ararat
2013-03-10,JK Sillamäe Kalev U21,1:0,HÜJK Emmaste
2013-03-10,Tallinna JK Dünamo,3:2,Tallinna FC Flora III
2013-04-12,HÜJK Emmaste,3:0,Tallinna JK Legion
2013-06-12,FC Elva,3:2,Tallinna JK Legion
2013-04-14,Nõmme JK Kalju II,2:1,Ida-Virumaa FC Alliance
2013-04-14,Tallinna FC Flora III,1:3,Tallinna FC Ararat
2013-04-14,JK Sillamäe Kalev U21,4:3,Pärnu Linnameeskond
2013-03-17,Tallinna FC Flora III,0:3,HÜJK Emmaste
2013-03-17,JK Sillamäe Kalev U21,1:1,Nõmme JK Kalju II
2013-03-17,Tallinna FC Ararat,0:1,Ida-Virumaa FC Alliance
2013-04-19,Tallinna FC Ararat,2:2,HÜJK Emmaste
2013-04-21,Tallinna JK Legion,2:3,Nõmme JK Kalju II
2013-04-21,Ida-Virumaa FC Alliance,1:0,Tallinna JK Dünamo
2013-04-21,Pärnu Linnameeskond,4:1,Tallinna FC Flora III
2013-05-22,FC Elva,3:1,Tallinna JK Dünamo
2013-05-22,Nõmme JK Kalju II,0:3,Tallinna FC Ararat
2013-05-22,Tallinna JK Legion,1:4,Pärnu Linnameeskond
2013-03-23,Tallinna FC Flora III,2:3,Tallinna JK Legion
2013-03-23,Tallinna FC Ararat,1:0,FC Elva
2013-07-24,FC Elva,0:0,JK Sillamäe Kalev U21
2013-04-28,HÜJK Emmaste,0:2,Nõmme JK Kalju II
2013-04-28,Pärnu Linnameeskond,2:1,Ida-Virumaa FC Alliance
2013-04-28,Tallinna JK Dünamo,1:2,Tallinna FC Ararat
2013-04-28,Tallinna FC Flora III,1:2,FC Elva
2013-04-28,JK Sillamäe Kalev U21,1:0,Tallinna JK Legion
2013-03-31,Tallinna JK Dünamo,4:3,JK Sillamäe Kalev U21
2013-03-31,Ida-Virumaa FC Alliance,1:1,Tallinna FC Flora III
2013-03-31,HÜJK Emmaste,1:0,FC Elva
