Date,Home,Result,Away
2015-06-03,FC Elva,0:2,Tallinna JK Puuma
2015-06-03,Raasiku FC Joker,2:2,HÜJK Emmaste
2015-07-03,JK Sillamäe Kalev U21,2:2,FC Elva
2015-06-04,JK Tallinna Kalev U21,2:0,Tallinna FC Ararat
2015-07-04,Raasiku FC Joker,0:1,Ida-Virumaa FC Alliance
2015-07-05,Tallinna JK Puuma,1:1,Tallinna FC Ararat
2015-07-05,HÜJK Emmaste,1:1,Tallinna FC Flora III
2015-06-06,Raasiku FC Joker,0:1,Maardu FC Starbunker
2015-06-06,FC Elva,2:0,Tallinna FC Flora III
2015-06-07,Ida-Virumaa FC Alliance,0:0,Tallinna FC Ararat
2015-06-07,JK Sillamäe Kalev U21,1:0,JK Tallinna Kalev U21
2015-06-07,HÜJK Emmaste,5:0,Tallinna JK Puuma
2015-07-08,JK Tallinna Kalev U21,1:3,HÜJK Emmaste
2015-07-08,Tallinna FC Ararat,0:3,Tallinna FC Flora III
2015-07-09,FC Elva,1:1,Raasiku FC Joker
2015-08-09,Tallinna FC Flora III,1:6,Ida-Virumaa FC Alliance
2015-07-11,JK Sillamäe Kalev U21,4:3,Tallinna JK Puuma
2015-07-11,Ida-Virumaa FC Alliance,1:0,Maardu FC Starbunker
2015-05-12,Tallinna JK Puuma,3:2,Raasiku FC Joker
2015-05-14,Tallinna FC Ararat,0:4,HÜJK Emmaste
2015-05-14,Tallinna FC Flora III,1:1,JK Sillamäe Kalev U21
2015-05-14,FC Elva,0:2,Maardu FC Starbunker
2015-05-14,Ida-Virumaa FC Alliance,1:0,JK Tallinna Kalev U21
2015-05-17,JK Tallinna Kalev U21,1:1,FC Elva
2015-05-17,Tallinna FC Ararat,2:1,JK Sillamäe Kalev U21
2015-05-17,HÜJK Emmaste,1:2,Ida-Virumaa FC Alliance
2015-05-17,Maardu FC Starbunker,2:1,Tallinna JK Puuma
2015-05-18,Tallinna FC Flora III,1:2,Raasiku FC Joker
2015-05-21,Tallinna JK Puuma,1:3,JK Tallinna Kalev U21
2015-05-23,Maardu FC Starbunker,1:0,Tallinna FC Flora III
2015-05-23,Raasiku FC Joker,1:4,Tallinna FC Ararat
2015-05-24,FC Elva,1:0,Ida-Virumaa FC Alliance
2015-05-24,JK Sillamäe Kalev U21,3:1,HÜJK Emmaste
2015-05-28,JK Tallinna Kalev U21,2:0,Tallinna FC Flora III
2015-06-28,Ida-Virumaa FC Alliance,1:2,JK Sillamäe Kalev U21
2015-06-28,Tallinna FC Ararat,0:2,FC Elva
2015-06-28,JK Tallinna Kalev U21,3:0,Raasiku FC Joker
2015-06-28,Maardu FC Starbunker,1:0,HÜJK Emmaste
2015-05-29,Tallinna FC Ararat,4:4,Maardu FC Starbunker
2015-05-29,Ida-Virumaa FC Alliance,0:1,Tallinna JK Puuma
2015-06-29,Tallinna FC Flora III,3:4,Tallinna JK Puuma
2015-05-31,JK Sillamäe Kalev U21,0:1,Raasiku FC Joker
2015-05-31,HÜJK Emmaste,1:1,FC Elva
2015-08-01,Raasiku FC Joker,7:1,Tallinna JK Puuma
2015-08-01,FC Elva,1:2,JK Tallinna Kalev U21
2015-09-01,Raasiku FC Joker,3:2,Tallinna FC Ararat
2015-09-01,Maardu FC Starbunker,2:0,HÜJK Emmaste
2015-08-02,Maardu FC Starbunker,1:0,JK Sillamäe Kalev U21
2015-08-02,Ida-Virumaa FC Alliance,3:0,Tallinna FC Ararat
2015-09-03,FC Elva,1:2,Tallinna FC Flora III
2015-08-05,JK Sillamäe Kalev U21,6:1,Tallinna JK Puuma
2015-08-05,Tallinna FC Flora III,1:4,Ida-Virumaa FC Alliance
2015-08-05,Tallinna FC Ararat,1:2,JK Tallinna Kalev U21
2015-09-05,JK Sillamäe Kalev U21,1:0,JK Tallinna Kalev U21
2015-08-06,HÜJK Emmaste,1:3,Raasiku FC Joker
2015-09-06,Tallinna JK Puuma,1:3,Ida-Virumaa FC Alliance
2015-08-08,FC Elva,1:2,JK Sillamäe Kalev U21
2015-08-09,Tallinna JK Puuma,3:4,Maardu FC Starbunker
2015-08-12,JK Tallinna Kalev U21,2:0,Tallinna FC Flora III
2015-08-13,Raasiku FC Joker,0:0,Maardu FC Starbunker
2015-08-13,Tallinna FC Ararat,3:2,JK Sillamäe Kalev U21
2015-08-13,FC Elva,9:1,Tallinna JK Puuma
2015-07-16,Tallinna FC Flora III,3:3,Tallinna FC Ararat
2015-07-16,Tallinna JK Puuma,0:2,JK Tallinna Kalev U21
2015-08-16,Ida-Virumaa FC Alliance,4:0,HÜJK Emmaste
2015-07-18,Maardu FC Starbunker,4:0,Ida-Virumaa FC Alliance
2015-08-18,Tallinna JK Puuma,3:1,Tallinna FC Ararat
2015-07-19,HÜJK Emmaste,3:2,FC Elva
2015-07-19,Raasiku FC Joker,2:2,JK Sillamäe Kalev U21
2015-08-20,Tallinna FC Flora III,0:1,JK Sillamäe Kalev U21
2015-08-20,Ida-Virumaa FC Alliance,1:1,Raasiku FC Joker
2015-08-20,Maardu FC Starbunker,1:2,FC Elva
2015-08-20,HÜJK Emmaste,1:5,JK Tallinna Kalev U21
2015-07-22,Tallinna FC Flora III,3:3,Raasiku FC Joker
2015-07-22,JK Tallinna Kalev U21,2:3,Maardu FC Starbunker
2015-07-22,Tallinna FC Ararat,1:2,HÜJK Emmaste
2015-08-23,Tallinna FC Ararat,1:6,Maardu FC Starbunker
2015-08-23,Raasiku FC Joker,2:1,FC Elva
2015-08-23,JK Sillamäe Kalev U21,1:1,HÜJK Emmaste
2015-08-24,Tallinna FC Flora III,1:1,Tallinna JK Puuma
2015-08-24,JK Tallinna Kalev U21,2:2,Ida-Virumaa FC Alliance
2015-07-25,FC Elva,1:1,Ida-Virumaa FC Alliance
2015-08-27,HÜJK Emmaste,3:1,Tallinna JK Puuma
2015-08-28,JK Tallinna Kalev U21,1:0,Raasiku FC Joker
2015-08-29,Maardu FC Starbunker,3:0,Tallinna FC Flora III
2015-08-29,FC Elva,1:3,Tallinna FC Ararat
2015-07-30,HÜJK Emmaste,2:1,Tallinna FC Flora III
2015-10-01,Tallinna FC Flora III,2:2,JK Tallinna Kalev U21
2015-10-04,Tallinna JK Puuma,0:3,FC Elva
2015-10-04,Maardu FC Starbunker,1:1,Raasiku FC Joker
2015-10-04,HÜJK Emmaste,1:1,Ida-Virumaa FC Alliance
2015-10-04,JK Sillamäe Kalev U21,9:3,Tallinna FC Ararat
2015-11-08,Ida-Virumaa FC Alliance,3:1,Maardu FC Starbunker
2015-11-08,FC Elva,1:2,HÜJK Emmaste
2015-11-08,JK Tallinna Kalev U21,1:2,Tallinna JK Puuma
2015-11-08,Tallinna FC Ararat,0:4,Tallinna FC Flora III
2015-11-08,JK Sillamäe Kalev U21,5:1,Raasiku FC Joker
2015-09-10,HÜJK Emmaste,2:4,Maardu FC Starbunker
2015-09-12,Tallinna FC Flora III,0:2,FC Elva
2015-09-13,JK Tallinna Kalev U21,1:2,JK Sillamäe Kalev U21
2015-09-13,Tallinna FC Ararat,2:2,Raasiku FC Joker
2015-10-15,Maardu FC Starbunker,2:3,Tallinna JK Puuma
2015-09-16,Tallinna JK Puuma,0:1,HÜJK Emmaste
2015-10-16,JK Tallinna Kalev U21,6:0,Tallinna FC Ararat
2015-09-17,JK Sillamäe Kalev U21,0:1,Ida-Virumaa FC Alliance
2015-09-17,Tallinna FC Flora III,1:3,Maardu FC Starbunker
2015-09-17,Raasiku FC Joker,0:0,JK Tallinna Kalev U21
2015-10-17,Ida-Virumaa FC Alliance,2:1,Tallinna FC Flora III
2015-10-18,FC Elva,2:0,JK Sillamäe Kalev U21
2015-10-18,Raasiku FC Joker,3:1,HÜJK Emmaste
2015-09-20,Maardu FC Starbunker,10:0,Tallinna FC Ararat
2015-09-20,Ida-Virumaa FC Alliance,2:1,JK Tallinna Kalev U21
2015-09-20,FC Elva,0:2,Raasiku FC Joker
2015-09-20,HÜJK Emmaste,0:4,JK Sillamäe Kalev U21
2015-09-21,Tallinna JK Puuma,1:0,Tallinna FC Flora III
2015-10-22,Tallinna FC Flora III,0:2,HÜJK Emmaste
2015-09-24,Tallinna FC Ararat,1:2,Tallinna JK Puuma
2015-10-24,Tallinna FC Ararat,1:4,Ida-Virumaa FC Alliance
2015-09-25,JK Tallinna Kalev U21,0:0,HÜJK Emmaste
2015-09-25,Raasiku FC Joker,0:0,Ida-Virumaa FC Alliance
2015-10-25,JK Tallinna Kalev U21,3:1,FC Elva
2015-10-25,JK Sillamäe Kalev U21,2:4,Maardu FC Starbunker
2015-10-25,Tallinna JK Puuma,1:4,Raasiku FC Joker
2015-09-27,JK Sillamäe Kalev U21,3:2,Tallinna FC Flora III
2015-09-27,FC Elva,0:2,Maardu FC Starbunker
2015-10-28,Maardu FC Starbunker,1:4,JK Tallinna Kalev U21
2015-10-29,HÜJK Emmaste,7:3,Tallinna FC Ararat
2015-10-31,Raasiku FC Joker,4:0,Tallinna FC Flora III
2015-10-31,Ida-Virumaa FC Alliance,5:2,FC Elva
2015-10-31,Tallinna JK Puuma,2:3,JK Sillamäe Kalev U21
