Date,Home,Result,Away
2021-07-28,JK Tabasalu,2:5,Viimsi JK
2021-07-28,FC Tallinn,3:2,Läänemaa JK
2021-07-28,Nõmme Kalju FC U21,2:1,Harju JK Laagri
2021-08-02,Harju JK Laagri,0:1,Viimsi JK
2021-07-31,JK Tabasalu,1:0,JK Tallinna Kalev U21
2021-07-31,Tallinna JK Legion U21,5:1,Nõmme Kalju FC U21
2021-07-31,Vändra JK Vaprus,3:4,FC Tallinn
2021-07-31,Läänemaa JK,2:3,Ida-Virumaa FC Alliance
2021-08-05,Tallinna JK Legion U21,6:2,Läänemaa JK
2021-08-06,Harju JK Laagri,1:0,JK Tallinna Kalev U21
2021-08-06,Ida-Virumaa FC Alliance,0:3,FC Tallinn
2021-08-07,Viimsi JK,5:0,Vändra JK Vaprus
2021-08-07,Nõmme Kalju FC U21,1:3,JK Tabasalu
2021-08-13,Läänemaa JK,2:2,JK Tabasalu
2021-08-13,Viimsi JK,4:0,Tallinna JK Legion U21
2021-08-13,Vändra JK Vaprus,2:3,Harju JK Laagri
2021-08-13,FC Tallinn,2:1,Nõmme Kalju FC U21
2021-08-14,JK Tallinna Kalev U21,4:1,Ida-Virumaa FC Alliance
2021-08-19,Ida-Virumaa FC Alliance,1:2,Viimsi JK
2021-08-19,Nõmme Kalju FC U21,1:3,Vändra JK Vaprus
2021-08-20,FC Tallinn,2:1,Harju JK Laagri
2021-08-21,Tallinna JK Legion U21,4:1,JK Tabasalu
2021-08-21,Läänemaa JK,3:5,JK Tallinna Kalev U21
2021-08-24,JK Tallinna Kalev U21,1:0,FC Tallinn
2021-08-25,Harju JK Laagri,2:6,Tallinna JK Legion U21
2021-08-25,Viimsi JK,1:1,Nõmme Kalju FC U21
2021-08-25,JK Tabasalu,2:2,Ida-Virumaa FC Alliance
2021-08-25,Vändra JK Vaprus,4:1,Läänemaa JK
2021-11-13,Harju JK Laagri,4:0,JK Tallinna Kalev U21
2021-08-28,Läänemaa JK,1:3,Ida-Virumaa FC Alliance
2021-08-28,FC Tallinn,1:2,JK Tabasalu
2021-08-28,Tallinna JK Legion U21,3:1,Nõmme Kalju FC U21
2021-08-28,Viimsi JK,0:0,Vändra JK Vaprus
2021-09-11,Vändra JK Vaprus,0:1,Tallinna JK Legion U21
2021-09-11,Ida-Virumaa FC Alliance,3:2,Harju JK Laagri
2021-09-12,FC Tallinn,1:1,Viimsi JK
2021-09-12,Nõmme Kalju FC U21,1:2,Läänemaa JK
2021-09-12,JK Tabasalu,4:1,JK Tallinna Kalev U21
2021-09-15,Läänemaa JK,0:5,FC Tallinn
2021-09-15,Harju JK Laagri,2:0,JK Tabasalu
2021-09-15,Viimsi JK,1:0,Tallinna JK Legion U21
2021-09-15,Ida-Virumaa FC Alliance,2:3,Vändra JK Vaprus
2021-09-16,JK Tallinna Kalev U21,1:2,Nõmme Kalju FC U21
2021-09-18,JK Tabasalu,3:5,Ida-Virumaa FC Alliance
2021-09-19,JK Tallinna Kalev U21,0:0,Viimsi JK
2021-09-19,Vändra JK Vaprus,0:1,FC Tallinn
2021-09-19,Tallinna JK Legion U21,3:2,Läänemaa JK
2021-09-20,Nõmme Kalju FC U21,1:2,Harju JK Laagri
2021-10-06,Ida-Virumaa FC Alliance,3:1,Nõmme Kalju FC U21
2021-09-25,Viimsi JK,3:2,JK Tabasalu
2021-09-26,Harju JK Laagri,4:2,Tallinna JK Legion U21
2021-09-26,FC Tallinn,0:7,JK Tallinna Kalev U21
2021-09-26,Läänemaa JK,1:0,Vändra JK Vaprus
2021-09-29,Nõmme Kalju FC U21,1:6,FC Tallinn
2021-09-29,JK Tabasalu,4:0,Tallinna JK Legion U21
2021-09-29,Vändra JK Vaprus,1:0,Harju JK Laagri
2021-09-29,Ida-Virumaa FC Alliance,1:0,Viimsi JK
2021-09-30,JK Tallinna Kalev U21,4:1,Läänemaa JK
2021-10-02,JK Tabasalu,3:0,Vändra JK Vaprus
2021-10-03,Viimsi JK,1:0,Nõmme Kalju FC U21
2021-10-03,FC Tallinn,1:3,Ida-Virumaa FC Alliance
2021-10-03,Tallinna JK Legion U21,1:6,JK Tallinna Kalev U21
2021-10-04,Harju JK Laagri,3:2,Läänemaa JK
2021-10-16,Läänemaa JK,1:3,JK Tabasalu
2021-10-16,Tallinna JK Legion U21,0:7,FC Tallinn
2021-10-16,Viimsi JK,2:2,Harju JK Laagri
2021-10-17,JK Tallinna Kalev U21,5:3,Ida-Virumaa FC Alliance
2021-10-17,Vändra JK Vaprus,1:5,Nõmme Kalju FC U21
2021-10-23,FC Tallinn,1:1,Harju JK Laagri
2021-10-23,Läänemaa JK,1:1,Viimsi JK
2021-10-23,JK Tallinna Kalev U21,5:2,Vändra JK Vaprus
2021-10-24,Ida-Virumaa FC Alliance,1:5,Tallinna JK Legion U21
2021-10-24,Nõmme Kalju FC U21,2:0,JK Tabasalu
2021-10-30,Läänemaa JK,2:1,Nõmme Kalju FC U21
2021-10-30,JK Tallinna Kalev U21,0:5,Harju JK Laagri
2021-10-31,Tallinna JK Legion U21,1:4,Vändra JK Vaprus
2021-10-31,Viimsi JK,0:1,Ida-Virumaa FC Alliance
2021-10-31,JK Tabasalu,0:3,FC Tallinn
2021-11-03,JK Tabasalu,0:3,Viimsi JK
2021-11-04,JK Tallinna Kalev U21,4:2,FC Tallinn
2021-11-04,Harju JK Laagri,1:3,Ida-Virumaa FC Alliance
2021-11-06,Nõmme Kalju FC U21,3:2,Vändra JK Vaprus
2021-11-07,Läänemaa JK,5:0,Tallinna JK Legion U21
2021-11-07,JK Tabasalu,0:3,Harju JK Laagri
2021-11-07,Viimsi JK,5:0,FC Tallinn
2021-11-08,Ida-Virumaa FC Alliance,2:1,JK Tallinna Kalev U21
2021-11-14,Nõmme Kalju FC U21,0:0,Tallinna JK Legion U21
2021-11-14,Vändra JK Vaprus,2:2,Läänemaa JK
2021-11-16,Viimsi JK,0:2,JK Tallinna Kalev U21
2021-11-17,Harju JK Laagri,7:1,FC Tallinn
2021-11-17,Ida-Virumaa FC Alliance,3:1,JK Tabasalu
2021-11-21,JK Tallinna Kalev U21,1:1,JK Tabasalu
2021-11-21,Ida-Virumaa FC Alliance,1:3,FC Tallinn
2021-11-21,Harju JK Laagri,3:2,Viimsi JK
