Date,Home,Result,Away
2023-09-16,Läänemaa JK,2:5,Nõmme Kalju FC U21
2023-09-16,FA Tartu Kalev,2:0,JK Narva Trans U21
2023-09-18,FC Kuressaare U21,2:2,JK Tallinna Kalev U21
2023-09-23,JK Tallinna Kalev U21,0:0,FA Tartu Kalev
2023-09-24,Nõmme Kalju FC U21,3:4,Tartu JK Welco
2023-09-24,JK Narva Trans U21,3:1,Pärnu Jalgpalliklubi
2023-09-24,Viljandi JK Tulevik,3:1,Tartu JK Tammeka U21
2023-09-24,FC Kuressaare U21,3:2,Läänemaa JK
2023-09-28,Läänemaa JK,3:2,Pärnu Jalgpalliklubi
2023-09-28,FA Tartu Kalev,4:1,FC Kuressaare U21
2023-09-28,Tartu JK Welco,1:0,Viljandi JK Tulevik
2023-09-28,JK Narva Trans U21,1:1,Nõmme Kalju FC U21
2023-09-28,Tartu JK Tammeka U21,0:3,JK Tallinna Kalev U21
2023-10-01,FA Tartu Kalev,2:1,Tartu JK Tammeka U21
2023-10-02,JK Tallinna Kalev U21,8:1,Läänemaa JK
2023-10-02,Nõmme Kalju FC U21,2:0,FC Kuressaare U21
2023-10-02,Viljandi JK Tulevik,1:1,JK Narva Trans U21
2023-10-15,Pärnu Jalgpalliklubi,0:5,Tartu JK Welco
2023-10-06,FC Kuressaare U21,1:1,JK Narva Trans U21
2023-10-07,Viljandi JK Tulevik,0:1,FA Tartu Kalev
2023-10-08,Pärnu Jalgpalliklubi,2:0,Nõmme Kalju FC U21
2023-10-08,Tartu JK Welco,1:0,JK Tallinna Kalev U21
2023-10-09,Tartu JK Tammeka U21,6:0,Läänemaa JK
2023-10-21,FC Kuressaare U21,3:2,Pärnu Jalgpalliklubi
2023-10-22,Nõmme Kalju FC U21,4:4,Tartu JK Tammeka U21
2023-10-22,JK Narva Trans U21,4:1,FA Tartu Kalev
2023-10-22,Läänemaa JK,1:3,Tartu JK Welco
2023-10-23,JK Tallinna Kalev U21,7:2,Viljandi JK Tulevik
2023-10-28,Tartu JK Tammeka U21,2:2,Tartu JK Welco
2023-10-29,FC Kuressaare U21,1:3,Viljandi JK Tulevik
2023-10-29,JK Narva Trans U21,1:0,JK Tallinna Kalev U21
2023-10-29,FA Tartu Kalev,2:1,Pärnu Jalgpalliklubi
2023-10-29,Nõmme Kalju FC U21,1:6,Läänemaa JK
2023-11-02,Tartu JK Welco,4:0,JK Narva Trans U21
2023-11-02,Läänemaa JK,1:2,Viljandi JK Tulevik
2023-11-02,Pärnu Jalgpalliklubi,1:2,Tartu JK Tammeka U21
2023-11-02,JK Tallinna Kalev U21,2:2,FC Kuressaare U21
2023-11-02,FA Tartu Kalev,0:1,Nõmme Kalju FC U21
2023-11-05,JK Narva Trans U21,7:1,Läänemaa JK
2023-11-06,Pärnu Jalgpalliklubi,2:1,JK Tallinna Kalev U21
2023-11-06,Nõmme Kalju FC U21,2:0,Viljandi JK Tulevik
2023-11-06,FC Kuressaare U21,4:2,Tartu JK Tammeka U21
2023-11-06,Tartu JK Welco,3:1,FA Tartu Kalev
2023-11-12,Viljandi JK Tulevik,1:0,Pärnu Jalgpalliklubi
2023-11-12,JK Tallinna Kalev U21,2:4,Nõmme Kalju FC U21
2023-11-12,Tartu JK Tammeka U21,2:1,JK Narva Trans U21
2023-11-12,Läänemaa JK,2:3,FA Tartu Kalev
2023-11-12,FC Kuressaare U21,1:6,Tartu JK Welco
