Date,Home,Result,Away
2010-04-04,JK Tallinna Kalev,0:2,Tallinna FC Levadia II
2010-04-04,Jõhvi JK Orbiit,2:1,Tallinna FC Flora II
2010-04-04,Tallinna JK Legion,8:0,Rakvere FC Flora
2010-04-04,Pärnu JK Vaprus,2:2,Kiviõli Tamme Auto
2010-04-04,Valga FC Warrior,0:3,Lasnamäe FC Ajax
2010-03-10,JK Tallinna Kalev,4:1,Valga FC Warrior
2010-03-10,Jõhvi JK Orbiit,0:0,Pärnu JK Vaprus
2010-03-10,Tallinna JK Legion,1:2,Lasnamäe FC Ajax
2010-03-10,Tallinna FC Flora II,1:0,Tallinna FC Levadia II
2010-04-11,Rakvere FC Flora,0:0,Valga FC Warrior
2010-04-11,Tallinna FC Flora II,1:1,Tallinna JK Legion
2010-04-11,Tallinna FC Levadia II,1:1,Jõhvi JK Orbiit
2010-04-11,Kiviõli Tamme Auto,1:3,JK Tallinna Kalev
2010-04-11,Lasnamäe FC Ajax,1:0,Pärnu JK Vaprus
2010-03-14,JK Tallinna Kalev,1:0,Jõhvi JK Orbiit
2010-03-14,Kiviõli Tamme Auto,2:2,Tallinna FC Flora II
2010-03-14,Lasnamäe FC Ajax,3:2,Rakvere FC Flora
2010-03-14,Pärnu JK Vaprus,2:3,Tallinna JK Legion
2010-03-14,Valga FC Warrior,0:3,Tallinna FC Levadia II
2010-04-18,JK Tallinna Kalev,1:1,Lasnamäe FC Ajax
2010-04-18,Jõhvi JK Orbiit,0:3,Kiviõli Tamme Auto
2010-04-18,Tallinna JK Legion,0:2,Tallinna FC Levadia II
2010-04-18,Rakvere FC Flora,1:6,Tallinna FC Flora II
2010-04-18,Valga FC Warrior,0:3,Pärnu JK Vaprus
2010-03-21,Tallinna FC Levadia II,3:0,Kiviõli Tamme Auto
2010-03-21,Jõhvi JK Orbiit,0:2,Valga FC Warrior
2010-03-21,Tallinna JK Legion,1:4,JK Tallinna Kalev
2010-03-21,Rakvere FC Flora,1:4,Pärnu JK Vaprus
2010-03-21,Tallinna FC Flora II,0:0,Lasnamäe FC Ajax
2010-03-24,JK Tallinna Kalev,1:0,Rakvere FC Flora
2010-03-24,Jõhvi JK Orbiit,0:1,Tallinna JK Legion
2010-03-24,Lasnamäe FC Ajax,2:2,Tallinna FC Levadia II
2010-03-24,Pärnu JK Vaprus,3:1,Tallinna FC Flora II
2010-03-24,Valga FC Warrior,0:4,Kiviõli Tamme Auto
2010-04-25,Tallinna FC Flora II,0:0,Valga FC Warrior
2010-04-25,Tallinna FC Levadia II,6:0,Rakvere FC Flora
2010-04-25,Kiviõli Tamme Auto,3:1,Tallinna JK Legion
2010-04-25,Lasnamäe FC Ajax,3:0,Jõhvi JK Orbiit
2010-04-25,Pärnu JK Vaprus,2:2,JK Tallinna Kalev
2010-03-28,Tallinna JK Legion,3:0,Valga FC Warrior
2010-03-28,Rakvere FC Flora,0:2,Jõhvi JK Orbiit
2010-03-28,Tallinna FC Flora II,2:1,JK Tallinna Kalev
2010-03-28,Tallinna FC Levadia II,2:0,Pärnu JK Vaprus
2010-03-28,Kiviõli Tamme Auto,3:3,Lasnamäe FC Ajax
2010-05-02,Jõhvi JK Orbiit,0:3,Lasnamäe FC Ajax
2010-05-02,Tallinna JK Legion,0:2,Kiviõli Tamme Auto
2010-05-02,Rakvere FC Flora,0:4,Tallinna FC Levadia II
2010-05-02,Valga FC Warrior,0:2,Tallinna FC Flora II
2010-05-02,JK Tallinna Kalev,4:0,Pärnu JK Vaprus
2010-06-02,JK Tallinna Kalev,2:3,Tallinna FC Flora II
2010-06-02,Jõhvi JK Orbiit,1:2,Rakvere FC Flora
2010-06-02,Lasnamäe FC Ajax,3:2,Kiviõli Tamme Auto
2010-06-02,Pärnu JK Vaprus,0:1,Tallinna FC Levadia II
2010-06-02,Valga FC Warrior,2:2,Tallinna JK Legion
2010-06-06,Tallinna JK Legion,1:0,Jõhvi JK Orbiit
2010-06-06,Rakvere FC Flora,2:1,JK Tallinna Kalev
2010-06-06,Tallinna FC Flora II,2:0,Pärnu JK Vaprus
2010-06-06,Tallinna FC Levadia II,2:0,Lasnamäe FC Ajax
2010-06-06,Kiviõli Tamme Auto,3:2,Valga FC Warrior
2010-05-09,Tallinna FC Flora II,6:2,Rakvere FC Flora
2010-05-09,Tallinna FC Levadia II,4:0,Tallinna JK Legion
